Review,Rating,Date,Sentiment
"chất lượng phục vụ tốt,  chất lượng sp tốt.",5,11 thg 8 2022,POS
Mới nhận hàng ban đầu thấy OK dùng tgian dk sẽ ủng hộ shop,5,20 thg 3 2021,POS
"Hình ảnh rõ, đẹp ,dễ cài đặt sẽ tiếp tục mua nữa.Cám ơn shop",5,19 thg 6 2023,POS
camera ip wifi ezviz tốt xài rất ok camera ip wifi ezviz tốt xài rất ok camera ip wifi ezviz tốt xài rất ok ,5,18 thg 3 2021,POS
"camera ổn nha mọi người, loa cũng to, nhìn đêm rõ nét",5,20 thg 6 2023,POS
giá rẻ mà Sài ok phết. cài hơi lâu xíu.  còn về độ bền phải qua thời gian mới biết được,5,19 thg 3 2023,POS
hàng nhận được rồi đúng như mẫu hàng đẹp coi nét gioa hàng nhanh  ,5,29 thg 10 2023,POS
"Giao hàng nhanh, sản phẩm đùng như quảng cáo",5,17 thg 11 2020,POS
"Mua hang o day nhieu lan. Rat ok.
Gia re, Van chuyen nhanh, Cham soc khach hang uy tin, Xung dang 5 Sao.",5,15 thg 6 2021,POS
Ok ạ,5,15 thg 4 2022,POS
Ok ,5,18 thg 5 2024,POS
OK  tốt ,5,06 thg 10 2020,POS
camera rất đẹp shop ơi Độ phân giải:ok Kết nối:dể Giá Cả:săn slale được nên mua giá tốt,5,01 thg 6 2023,POS
"cái này thứ 3 mình mua. dễ cài, hoạt động ổn định, hình thu đẹp",5,24 thg 9 2020,POS
Tốt.,5,01 thg 9 2020,POS
"Chất lượng tốt cầm chắc tay, full box, và đầy đủ thông tin cũng như cách setup( setup kết nối nhanh). Hình ảnh camera tốt so với giá tiền.Giao hàng nhanh và anh shiper ( anh Thao) nhiệt tình thân thiện.Tương lai sẽ tậu em nữa nhưng sẽ cao cấp hơn",5,31 thg 7 2021,POS
máy k đc nét cả nhà nhé.hình ảnh tối k sáng .mua thì nên chọn 4k chứ đừng mua 2k ,5,04 thg 2 2024,NEG
Hàng ok giao hàng nhanh và đây đủ như đã đạt hàng ,5,06 thg 12 2021,POS
"mua lại lần 2, vẫn hàng chính hãng. sử dụng tốt
giảm giá rẻ hơn lần trước. ủng hộ shop 5 sao",5,30 thg 5 2023,POS
ok . tốt,5,28 thg 6 2023,POS
"Thiết kế không dây để dễ dàng lắp đặt,  ",5,13 thg 9 2024,NEU
đã mua của shop này 2 lần. sản phẩm chính hãng ok. giao hàng nhanh,5,28 thg 6 2023,POS
OK! ,5,09 thg 1 2024,POS
oki con dê js hạ úeiof jsnxusod onsgsss ksnsnsbwhsjdb kssgshhshs hả,5,12 thg 1 2023,POS
hình ảnh rõ nét,5,12 thg 6 2023,POS
Tốt,5,03 thg 6 2023,POS
"Giá Cả:tốt
 Kết nối:nhanh
giao hàng nhanh.đúng sản phẩm đã đặt. ",5,18 thg 6 2024,POS
tốt  ,5,10 thg 10 2023,POS
"hàng ok ak, nhưng sao không có chế độ tua nhanh để xem ak shop ơi!",5,14 thg 6 2023,POS
camera c6n này chuẩn lại vừa túi tiền minh rất thích hôm nào mình mua thêm cái nữa ,5,07 thg 1 2022,POS
giao hàng nhanh thiết bị tốt sẽ ủng hộ thêm ,5,02 thg 9 2022,POS
"Rất tốt, hướng dẫn nhiệt tình, người giao hàng dể thương 💯👍 ",5,30 thg 8 2023,POS
So mua rất nhiêu từ 3năm trước giờ vẫn sai tốt ,5,26 thg 12 2023,NEG
"vâng tôi đã nhận dc hàng rồi 💓 shop rất uy tín 
kính chúc💓 lazada💓shop ngày càng phát 💓triển để có nhìu iu đãi hơn 💓nữa tới khách hàng nhé 
và cầu💓mong  a chị e  bên  giao💓hàng 
luôn thượng lộ bình an  nhiều sức khỏe 
để những chuyến hàng  nguyên💓 vẹn 
sớm đến tận tay người tiêu dùng nhé
tôi xin chân thành cảm ơn lazada💓shop💓a chị e  giao hàng nhìu nhé💌",5,31 thg 3 2021,POS
chất lượng hình ảnh không chê vào đâu được.,5,02 thg 9 2020,POS
"giao hàng nhanh, đóng gói đẹp, chất lượng hình ảnh đẹp okshop",5,14 thg 3 2021,POS
"sản phẩm chất lượng, se mua ủng hộ shop thêm  giao hàng Nhanh. nhân viên vui vẻ",5,28 thg 7 2023,POS
Camera toàn cầu vận chuyển nhanh và uy tín. mua lần này là lần thứ mấy chục rồi. cho shoo 5 sao. year,5,28 thg 10 2021,POS
"Giao hàng nhanh,đóng gói cẩn thận, chất lượng dùng tg mới bít.tạm thời cho shop 5 sao ",5,10 thg 4 2024,POS
"Sản phẩm ok, nguyên seal .shop uy tín. Tư vấn nhiệt tình.",5,31 thg 3 2021,POS
hàng ok nhe mn nên mua ,5,01 thg 10 2024,POS
Giá Cả:  ok ,5,11 thg 9 2023,POS
Ngon bổ rẻ giao nhanh  ,5,16 thg 6 2024,POS
ok ,5,13 thg 10 2022,POS
"Sản phẩm đạt chất lượng, sử dụng tốt, an toàn khi sử dụng, đóng gói kỹ càng.",5,30 thg 11 2020,POS
Độ phân giải:   ,5,25 thg 9 2023,NEU
Ok,5,14 thg 7 2023,POS
"sản phẩm tốt, đã mua nhiều lần, lần sau ủng hộ tiếp nhé. đóng gói kĩ.",5,02 thg 8 2023,POS
Giao hàng nhanh chóng. Dịch vụ tốt. Sản phẩm chính hãng,5,30 thg 5 2021,POS
"Mở lên xem load rất nhanh.
Zoom xa, xài thấy rất ok ok...",5,28 thg 7 2020,POS
"Giao hàng rất nhanh..thẻ nhớ chính hãng, quá ok",5,22 thg 7 2023,POS
"hình ảnh rỏ nét, app sử dụng ngon, dể sử dụng.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5,28 thg 9 2022,POS
camera sắc nét dùng quá ok cảm ơn shop . mọi ng nên mua nha mua 2 cái quá ok,5,15 thg 8 2023,POS
hàng tốt,5,01 thg 7 2023,POS
"tốt,  đúng",5,13 thg 10 2020,POS
"Giá Cả:tốt, nên mua 
 Kết nối:ổn định, để kết nối 
 Độ phân giải:tot ",5,07 thg 3 2024,POS
Ok ,5,14 thg 6 2021,POS
ok ,5,28 thg 9 2023,POS
"Hình ảnh đẹp rõ nét, còn độ bền sẽ đánh giá sau! Thanks Shop và Anh Shiper giao hàng nhanh chóng nhiệt tình dễ thương quá trời",5,17 thg 1 2023,POS
đã nhận dc hàng sp quá ưng ý mọi người nên dùng ngon bổ rẻ.hàng có mấy trăm k mà còn hơn cái hàng hơn triệu.còn độ bền thì đợi tg trải nghiệm,5,04 thg 3 2021,POS
đẹp }pppppoooooopoopppppppppppppppppppppppppppooooooo,5,10 thg 7 2023,POS
Ok lắm nên mua nha rõ dễ xài ,5,09 thg 4 2024,POS
"Giá Cả:  giá phải chăng
 Kết nối:  Kết nối đơn giản, đẹp ",5,14 thg 9 2023,POS
camera rõ nét nhung quay ban đêm không được nét lắm vẫn cho shop 5 sao,5,17 thg 11 2022,POS
ok trong tầm giá  ,5,13 thg 9 2023,POS
ok......................ok......................ok ,5,20 thg 9 2023,POS
"Shop đóng gói cẩn thận,giao hàng nhanh
Đúng như quảng cáo,dễ cài đăt.",5,25 thg 5 2021,POS
uy tín ,5,28 thg 4 2024,POS
hàng rất tốt,5,11 thg 6 2023,POS
"Giá Cả: 
 Kết nối: 
 Độ phân giải: 
 ",5,01 thg 9 2023,NEU
"Giá Cả:tốt
 Kết nối:nhanh
giao hàng nhanh,đúng sản phẩm đã đặt.Nhưng khâu đóng gói chưa tốt,đồ điện tử mà để trong 1 cái hộp rộng có có miếng mút chống sốc nào.Lần sau shop kĩ hơn nhé ",5,18 thg 6 2024,POS
đóng gói cẩn thận sp đúng mô tả,5,28 thg 10 2020,POS
chất luợng tốt,5,24 thg 4 2021,POS
Ok,5,19 thg 8 2023,POS
"Hàng chất lượng, vì đây là sp mua thứ 15 rồi ",5,28 thg 2 2024,POS
Chất lượng shop uy tín,5,25 thg 4 2021,POS
OK hàng 2mp thôi nhưg cũng dc. Giá hơi cao. Chỗ khác bán 4mp mà giá cũng thế. Độ bền thì chưa biết ,5,18 thg 4 2024,NEU
hàng tốt moi nguoi nen mua,5,12 thg 10 2022,POS
"hàng ok . camera rõ , đẹp , đáng tiền . bóc tem còn zin . có nhu cầu sẽ tiếp tục ủng hộ shop . ........hình ảnh mang tính chất nhận xu",5,15 thg 2 2022,POS
Hàng ok giao hàng đầy đủ,5,07 thg 4 2021,POS
"📺Độ phân giải:tốt 
 📱Truy cập từ xa:tốt 
 🌙Tầm nhìn ban đêm:tốt  ",5,29 thg 8 2024,POS
Hàng giống y hình,5,22 thg 5 2021,POS
"cam sắc nét lắm mình rất hài lòng , về độ bền thì đợi thời gia trả lời , hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhcfgyhbvcfghhccffygcfdftgccdfft",5,17 thg 12 2021,POS
Hàng của shop thì khỏi bàn cải. Mua cái này là cái thứ 6 rồi!,5,04 thg 11 2021,POS
"chất lượng sản phẩm ổn áp, ngoại hình đẹp, chất lượng video trung bình",5,09 thg 6 2023,POS
"Giao hàng nhanh. Đóng gói cẩn thận, để lắp đặt, hình ảnh rõ nét",5,28 thg 5 2023,POS
Ok chất lượng mua nhiều lần r ,5,19 thg 8 2021,POS
sản phẩm ok đóng gói cẩn thận thích!!!sẽ ủng hộ thời gian tới,5,24 thg 4 2023,POS
"Sản phẩm tốt, giao hàng nhanh, shop nhiệt tình☘️👍🏻❤️❤️🍀☘️👍🏻👍🏻👍🏻👍🏻❤️❤️🍀☘️🍀❤️🥰🥲🎉🎉❤️",5,05 thg 4 2022,POS
"Camera rất đẹp, sản phẩm đóng gói kỹ, sẽ tiếp tục ủng hộ shop lần tới",5,04 thg 1 2023,POS
hàng rất đáng mua.,5,14 thg 9 2020,POS
"ok hàng chuẩn đẹp. bảo hành điện tử.
nhanh gọn.xúc tích
thơ
thihs",5,05 thg 6 2023,POS
trong tầm giá tốt,5,16 thg 7 2020,POS
ok,5,26 thg 6 2023,POS
rat tot.,5,05 thg 6 2023,POS
hàng tốt. chính hãng,5,14 thg 8 2021,POS
Giao đúng sản phẩm đã gắn và thấy OK còn đợi thời gian ,5,17 thg 9 2020,POS
"đóng gói cẩn thận, giao hàng nhanh, sản phẩm chính hãng nên rất yên tâm",5,25 thg 6 2023,POS
tạm thời sử dụng chưa vấn đề gì,5,26 thg 3 2023,POS
" Hàng giống mô tả, chạy ổn định. Shop giao hàng nhanh. Đã đặt 2 lần, tổng cộng 5 cái rồi ",5,08 thg 4 2024,POS
"giao hàng nhanh,đóng gói cẩn thận hàng sử dụng tốt ",5,15 thg 3 2022,POS
"sản phẩm đúng mẫu, chưa sử dụng nên chưa biết thế nào. độ bền chờ time trả lời ",5,11 thg 5 2024,POS
"Đóng gói, giao hàng nhanh. Sẽ ủng hộ shop tiếp. ",5,11 thg 9 2023,POS
"ok đã nhận hàng,sài ok còn chất lượng thì để sau này mới biết đc chứ giờ chưa nói đc j.",5,20 thg 6 2023,POS
wuas tốt trong tầm giá,5,17 thg 11 2022,POS
"Theo dõi chuyển động thông minh để giám sát chính xác, Giao diện thân thiện với người dùng để dễ dàng vận hành,  ",5,3 tuần trước,POS
quá tốt còn nguyên vỏ nilong có10 sao cũng cho ,5,04 thg 11 2020,POS
"cam tốt, dùng trong gia đình căn hộ rất ok",5,08 thg 8 2020,POS
ok,5,03 thg 11 2021,POS
"Sản phẩm tốt, chúc shop làm ăn phát đạt",5,17 thg 5 2021,POS
ok uy tín sjisdusnidjnsksjsnanskwsnsnwjkenshdsnsbdjsmsn,5,29 thg 7 2023,POS
hộp hơi móp do vận chuyển. cam chạy ngon lành đáng mua,5,08 thg 7 2023,POS
"Chất lượng tốt, hình ảnh rõ, dễ cài đặt  ",5,03 thg 2 2024,POS
chỗ cắm thẻ nhớ ở đâu shop,5,06 thg 7 2020,POS
Giá Cả:hợp lý ,5,10 thg 8 2024,POS
hàng ok. ,5,06 thg 12 2020,POS
không bắt dc wifi. vất wá mới lắp đc ,5,23 thg 11 2020,NEU
Rất tốt,5,07 thg 6 2023,POS
Hàng ok đúng như quảng cáo nhưng chất lượng âm thanh hơi kém  mmm hình ảnh mang tính chất nhận xu,5,20 thg 6 2023,POS
"hàng đóng gói cẩn thận đẹp đầy đủ phụ kiện , lúc đầu tưởng bễ nhưng kiếm tra ko sao .cam rõ nét rất ok mọi người nên mua ",5,29 thg 6 2022,POS
ngon lành cành đào ,5,26 thg 9 2023,POS
ok ,5,02 thg 8 2024,POS
hàng tốt cho sop 8 đến 12 sao cho máu mọi người lên mua ngay không hết,5,28 thg 4 2021,POS
"Tốt trong tầm giá, chất lượng tốt ",5,03 thg 11 2023,POS
"tốt, thanks shop ",5,20 thg 4 2022,POS
"mua 2 camera về thử,cài đặt đơn giản,gói hàng cẩn thận,đầy đủ.cam nét điều chỉnh hướng tốt. 6* cho shop",5,26 thg 2 2021,POS
hình ảnh camera rõ net,5,05 thg 6 2021,POS
Phải nói là tương đối ngon lành cành đào!!! Giá tiền cũng hợp lý không có gì để phàn nàn,5,11 thg 7 2023,POS
Goood,5,16 thg 7 2020,POS
dúng trong  nà khá ok. dúng trong  nà khá ok. dúng trong  nà khá ok.  ,5,11 thg 12 2023,POS
"hàng chính hãng , chất lượng, giá tốt",5,22 thg 7 2020,POS
hàng đóng gói chắc hhình ảnh nét so với  ggiá tiền .nv giao hàng  nhiệt tình.sẽ  ủng hộ shop tiếp ,5,12 thg 11 2020,POS
"Phù hợp cho cả sử dụng trong nhà và ngoài trời, Độ phân giải 1080P rõ nét cho cảnh quay chi tiết,  ",5,3 tuần trước,POS
"vận chuyển hơi lâu, chất lượng hk thì ổn k cần",5,15 thg 8 2020,NEU
Kết nối đc ,5,15 thg 12 2023,POS
"Hàng đúng mô tả, hình ảnh sắc nét, giá cả phải chăng. ủng hộ shop 5 sao",5,26 thg 5 2023,POS
"Hàng tốt, giao bù ngay khi báo thiếu. Rất tốt và uy tín. Sẽ ủng hộ thêm ",5,22 thg 9 2020,POS
"sản phẩm chính hãng, giao hàng nhanh. nói chung là ok. ",5,04 thg 9 2023,POS
Tốt,5,07 thg 11 2020,POS
hình ảnh cũng nét.hàng dùng dc ,5,05 thg 5 2022,POS
"Giá Cả:ok Kết nối:ok Độ phân giải:ok
giá cả ok, xài cũng dễ dàng, mua về tự làm theo hướng dẫn dc",5,13 thg 6 2023,POS
Tốt,5,13 thg 5 2020,POS
Đẹp rỏ,5,22 thg 8 2020,POS
"Giá Cả:hợp lý. 
 Kết nối:nhanh
 Độ phân giải:full HD.
rất hài lòng. sẽ tiếp tục ũng hộ shop.  ",5,01 thg 2 2024,POS
Ok chat luong nha shop,5,18 thg 11 2020,POS
"sản phẩm tốt , nguyên seal đóng gói cẩn thận. Dễ sử dụng. nhưng thẻ nhó không có hiệu gì cả. độ bền phải xài mới biết.",5,21 thg 3 2021,POS
xài tốt. có Tiếng Việt hỗ trợ. Trên app điều chỉnh hướng cam hơi lag. Định mua thêm,5,01 thg 1 2023,POS
"Hàng đẹp, bao bì đầy đủ đúng mô tả",5,20 thg 8 2020,POS
"Shop uy tín, hàng nhận được như mô tả, gói hàng nhanh mà giao hàng cũng nhanh nữa. Vote shop 5*",5,11 thg 4 2023,POS
"camera quay rõ nét, cài đặt dễ dàng, dễ sử dụng,,,,,,,,. , , , ,",5,26 thg 2 2023,POS
"hài lòng sản phẩm,mình đã mua cái này là cái thứ2 rồi.rỏ net.bền",5,18 thg 7 2023,POS
"quá tệ, đồ chơi trẻ emthif đúng hơn, không nên lấy làm gì đồ như này",5,16 thg 6 2023,NEG
Tốt ,5,14 thg 12 2023,POS
ok nha..hàng tốt giao hàng nhanh và sshiper thân thiện nha mọi người,5,11 thg 7 2023,POS
ok.,5,27 thg 2 2023,POS
Hàng này tốt hình ảnh rõ ,5,06 thg 10 2022,POS
Good ,5,25 thg 11 2023,POS
"hàng phù hợp với giá
đóng gói cẩn thận,hộp còn nguyên vẹn. chấp nhận được",5,12 thg 6 2023,POS
ok ,5,17 thg 11 2023,POS
giao hàng nhanh. hành chính hãng đầy đủ linh kiện. có điều hàng để lâu hơi cũ xíu.,5,23 thg 6 2020,POS
Độ phân giải:tot ,5,29 thg 5 2024,NEU
OK hang con Nguyen kiện chua khui.thoi gian bao hanh thiết bị chua biết Sao nhung thôi vậy tam chấp nhận với  giá tiền,5,07 thg 5 2021,POS
ok,5,20 thg 4 2023,POS
phù hợp với giá tiền,5,25 thg 12 2022,POS
Dùng trong nhà rất tốt..fffffffffffffffffgggggggggggffjdhdhdhdhdjdndbdbdbndndndbdbdbdhdbbrhfhdrhhrehhehehehehdjđjhdhdhdhdhdhdhdhdbdbdhdhđbdbdhhđnjdjsjshshskdíchgakjsgshdjsjehígshhshshsbshshhssjjsíhgdhsjsjshshshgshshshshsbsbsjkskaíhdhdjdjdjdvdghssjskskjsjsjsjsjsjssygsfsgshsjsjsjsjsjsjksksjshsh,5,21 thg 4 2022,POS
Giao hàng nhanh hàng đúng như mô tả ………………………………………………………. ,5,26 thg 4 2024,POS
Hàng ok ,5,16 thg 5 2024,POS
"Đóng gói kỹ. Giao hàng nhanh. Zoom rất tốt. Thanks shop 5 sao
Đóng gói kỹ. Giao hàng nhanh. Zoom rất tốt. Thanks shop 5 sao",5,30 thg 7 2022,POS
Ok dùng tốt dê sử dụng……..săn sale được giá ngon!!!!!!!!!!! ,5,07 thg 3 2024,POS
Sản phẩm ok. Shop giao đủ số lượng. Shipper giao hàng nhanh chống ,5,09 thg 4 2024,POS
quá ok nha mọi người nên mua và thử nhé,5,23 thg 8 2020,POS
"Chuẩn, chính hãng",5,15 thg 11 2022,POS
Chất lượng camera ổn nha. Shop tư vấn nhiệt tình cho mình chứng tỏ chăm sóc khách hàng ok nè 5 sao nha ,5,21 thg 11 2023,POS
"đã mua hàng of shop nhiều lần và luôn an tâm về chất lượng sản phẩm. shop đóng gói cẩn thận, đúng và đủ số lượng. rất hài lòng",5,13 thg 4 2021,POS
Sp ok ,5,06 thg 3 2024,POS
abbshsjdjddjjddjdjdjjdjdjdjdjdjdjdjdjdjdjdjdjdjdjdjdjdjdhdhdhhdhdhdhdhdhdhdhdhd,5,21 thg 11 2022,POS
"Đóng gói rất cẩn thận, chắc chắn ",5,19 thg 2 2023,POS
"Mình đã mua của Shop rất nhiều lần, ko nhớ nổi. Hàng chuẩn chính hãng, chất lượng tuyệt vời",5,16 thg 6 2022,POS
Dã mua nhiều ở shop rất uy tín cam chính hãng bảo hành điên tư mình rất tin tưởng và sẽ ủng hộ shop ,5,11 thg 9 2024,POS
ok,5,28 thg 8 2022,POS
Đĩa mua nhiều ở shop rất uy tín cam chính hãng  ,5,13 thg 6 2024,POS
"Chất lượng tốt, giá hợp lí. Độ bền thì cần thời gian chứng minh nhưng thương hiệu tốt nên cũng khá yên tâm ",5,18 thg 10 2023,POS
Dung sang Pham ok,5,30 thg 11 2020,POS
"Hàng ok ạ, shop uy tín",5,13 thg 4 2022,POS
2 thẻ nhớ hư mất 1 cái không sài được,5,14 thg 7 2023,NEG
hàng của shop rất ok. shop có uy tín và chất lượng,5,04 thg 5 2020,POS
"Âm thanh hai chiều để giao tiếp dễ dàng, Thiết kế không dây để dễ dàng lắp đặt, Theo dõi chuyển động thông minh để giám sát chính xác, Phù hợp sử dụng cả trong nhà và ngoài trời,  ",5,19 thg 7 2024,POS
"chất lượng tốt nên mua đã ủng hộ shop lần 2, hình ảnh mang tính chất nhận xu ",5,11 thg 1 2024,POS
Sản phẩm tốt. Camera xem rất nét và rõ. . lần sau sẽ ủng hộ shop.,5,31 thg 5 2023,POS
chata lượng tốt trong tầm giá nên mua thêm cái thứ 2,5,20 thg 6 2023,POS
"hàng ok, tạm ổn so với giá tiền. mua lần 2 ở cửa hàng này rồi.... ",5,15 thg 9 2023,POS
"Giao hàng nhanh chóng, đóng gói sản phẩm kỹ càng, chất lượng sản phẩm tốt ",5,6 ngày trước,POS
Ok ,5,20 thg 3 2024,POS
"Shop đóng gói và giao hàng nhanh, chất lượng sản phẩm tốt.",5,22 thg 10 2020,POS
"dùng tốt, chất lượng hình ảnh tuyệt vời",5,24 thg 5 2021,POS
Mình đã mua 3 lần… hàng OK chất lượng. Giao nhanh… mn nên mua,5,22 thg 3 2022,POS
Camera Đẹp sáng rõ nét ưng ý lắm ,5,28 thg 3 2021,POS
"Giá Cả:giá cả hợp lý ,
 Kết nối:tạm ổn
 Độ phân giải:tạm ổn 
dễ sử dụng , thời gian giao hàng cực nhanh 
hướng dẫn tận tình ",5,26 thg 4 2024,POS
hàng nguyên đai nguyên kiện của nhà SX. chất lượng phù hợp. quá OK 👌,5,10 thg 3 2021,POS
"Ngoại hình xấu, bảo hành online nên mất thời gian. Chất lượng phù hợp.",5,01 thg 7 2023,NEU
chất lượng hình ảnh tạm ổn,5,15 thg 10 2020,NEU
ok đã nhận hàng và ráp cho khách chúc shop phát tài,5,28 thg 2 2021,POS
Cam cũng rõ. Mà xài lâu lâu điện thoại vẫn có mạng mà báo ngoại tuyến quài. Phải kết nối lại mất thời gian. Hỏi shop thì kêu gọi số hotlien. Hỏi trên đây thì ko thấy trloi. Chán,5,30 thg 7 2022,NEG
"Giá Cả:hợp lý
 Kết nối:3g ổn
 Độ phân giải:1080
không format được thẻ nhớ 64gb robot
 ",5,27 thg 2 2024,NEU
"Cam OK, không có Logo quảng cáo. nhưng 4MP và 2MP không khác biệt nhau mấy ",5,16 thg 11 2023,POS
ôk tốt,5,09 thg 4 2022,POS
"Giá Cả:ổn Độ phân giải:ổn
mới nhận đc, nói chung ok.",5,17 thg 8 2023,NEU
"cũng đc, nhưng ban đêm ko nét lắm. do xoá hình rồi nên ko up lên đây đc",5,23 thg 10 2020,NEU
co ban la tot nhung ma van bi nghe tieng on to va re trong dam thoai,5,07 thg 10 2020,NEU
OK rất tốt,5,10 thg 12 2020,POS
Con hôm qua có seal nhựa. Con hôm nay giao hàng bị mất seal. K biết đã qua sử dụng chưa,5,06 thg 5 2020,NEG
Hàng OK xài ổn nhung ko biet duoc bao lâu,5,03 thg 2 2023,POS
"hàng giao đúng lịch, nhanh chóng...chưa test nhưng hàng nguyên seal...very good!...tạm ứng trc 4,5 sao nhưng app chỉ cho số nguyên ko có lẻ!:D. sau khi test sẽ gửi thêm bài nữa!...chắc sẽ 5 sao thui!",5,12 thg 3 2021,POS
Ok,5,15 thg 9 2020,POS
"sản phẩm tạm ổn. chưa có lỗi lầm gì.có tem nhãn đầy đủ.hàng dùng khá tốt, load app nhanh",5,07 thg 6 2023,POS
cũng gọi là tam đc so với loại khác 😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😭😭😭😭😭😆eeeeeereee,5,13 thg 6 2022,POS
Chất lượng hình ảnh nhìn ban đêm rất kém không được rõ..Còn độ bền không biết thế nào.,5,10 thg 6 2021,NEG
Chất lượng hình ảnh k sắt nét,5,13 thg 9 2020,NEG
Sản phẩm ok trong tầm giá....,5,06 thg 12 2022,POS
Tốt,5,05 thg 12 2021,POS
ok,5,14 thg 6 2023,POS
"Hình ảnh ban đêm ko đc tốt lắm , còn lại là ổn",5,29 thg 7 2020,NEU
Màu sắc hơi xấu,5,03 thg 12 2020,NEG
nhận đủ 2 cam và 2 thẻ thiếu mất 2 chân đế  như đăng kí mua . cam dùng ok  đúng loại  . ko hài lòng vì thiếu sót ,5,11 thg 5 2021,NEG
"3gio chiều rồi, không có ánh sáng trực tiếp nhưng camera bị phơi sáng ở hướng 12gio rất khó chịu. loại Ezvz này nên đặt ở góc chiếu xuống nơi cần quan sát, chứ đặt hướng chính diện thì camera bị ngược sáng, phơi sáng quá nhiều, rất bực bội.",5,03 thg 6 2023,NEG
"đã nhận được hàng , vỏ hộp camera bị móp khi nhận đc hànggggggg",5,08 thg 6 2023,NEG
"Đã nhận được hàng và thấy hàng okie. Đã lắp đặt, cấu hình thử, cảm thấy dễ dùng, dễ cấu hình, hunhf ảnh camera okie trog khoảng tiền bỏ ra!",5,18 thg 10 2022,POS
"Giao hàng nhanh cam ko còn sill 
Ban ngày thì ok. 
Ban đêm hình trắng đen mờ, nên xài ở khoang cách gần.",5,21 thg 8 2020,POS
giao vẫn hơi lâu.,5,15 thg 5 2021,NEG
tạm ,5,21 thg 12 2022,NEU
giao 4 con có 02 con đã dùng gắn cho sđt khác,5,14 thg 7 2020,NEG
Dùng ổn trong tầm giá còn ₫ộ bền thì chưa biết. ,5,04 thg 4 2024,POS
"Khi nhận được hàng thấy seri camera dòng F không có chỉnh ngược sáng hình ảnh, cảm thấy thất vọng với camera mua lần này. ",5,06 thg 3 2021,NEG
"Độ phân giải 1080P rõ nét cho cảnh quay chi tiết, 
Thiết kế không dây để dễ dàng lắp đặt,  ",5,14 thg 9 2024,POS
Săn được giá rẻ nhưng lúc mình cần hỗ trợ sử dụng thì shop k hề chủ động hướng dẫn ,5,16 thg 10 2023,NEG
"minh mua 3 cái... xin tạm đánh giá:
- chất lượng: chưa xác định
- lướt dịch chuyển sang phải-trái- lên-xuống rất chậm.
- góc quan sát nhỏ.",5,18 thg 8 2020,NEG
hàng xem ko đẹp bằng loại vantech,5,13 thg 7 2022,NEG
"mua camara chủ yếu giữ cửa hàng và nghe đc âm thanh ,nhưng này kg nghe đc âm thanh , chất lượng chưa biết như thế nào , nhắn tin shop k cho đổi , thôi cũng kệ lại mất thoi gian 
 giá này tạm ổn  Kết nối:ko nghe âm thanh
 Độ phân giải:bình thường
 ",5,06 thg 5 2024,NEG
"Độ phân giải:ghi là 1080p, nhưng chất lượng thua xa 2 con imou đã mua, chất lượng không được SD ấy chứ, ai mua thì nên mua imou ấy, ổn hơn nhiều",5,05 thg 6 2023,NEG
"Giá Cả: 
 Kết nối: 
 Độ phân giải: 
Đàm thoại loa cam rít lên rất khó nghe ",5,21 thg 9 2023,NEG
Cam này góc nhìn hẹp quá. để lên cao sát nóc nhà rồi vẫn không nhìn được hết phòng có diện tích 20m2,5,01 thg 7 2021,NEG
"chất lượng giảm, xoay không mượt ",5,12 thg 5 2024,NEG
đặt hàng có thẻ nhớ mà nhận lại không có hàng. nhờ shop ktra lại cho mình. số lượng 3 cái,5,01 thg 9 2020,NEG
"Mua ba cái thì 1 cái bị lỗi không xoay được 360, khởi đồng 2-3 lần tình trạng vẫn y nguyên",5,06 thg 11 2020,NEG
"Chất lượng camera dỏm, hình delay, khi nhấn quay thì 30s sau mới thực hiện theo lệnh
Hình k đẹp như mong đợi
Đế thiếu ốc",5,20 thg 8 2023,NEG
quá ngon luôn. tốt trong tầm giá. cảm biến chuyển động tốt,5,04 thg 12 2020,POS
Khi nhấn vô nói rè và ồ kinh khủng,5,21 thg 5 2021,NEG
