Review,Rating,Date,Sentiment
"sp ok, cảm ơn shoppppppppppp nhièuuuuuuuuuuuuu ạaaaaaaaaaaa, ảnh mình thên để nhận xu",5,19 thg 1 2023,POS
"Chất lượng:chưa sử dụng nên chưa đánh giá được ạ.
ggghhjhbhj ",5,21 thg 2 2023,POS
sài hãng này thấy nhẹ nhàng cũng k bị khô da mùi cũng k hắc và bọt mõng mịn dễ rửa,5,24 thg 5 2023,POS
"Lần đầu đặt ở shop, giao hàng nhanh, đonhs gói cẩn thận lắm nha",5,29 thg 12 2023,POS
"shop giao đúng mẫu ,gói hàng rất cẩn thận 
Sữa rửa mặt mềm mịn không bị khô da sẽ mua thêm những sp khác của shop",5,08 thg 9 2023,POS
Tốt  ,5,03 thg 5 2024,POS
"Chăm sóc da sang trọng và cao cấp, Hiệu quả trong việc loại bỏ bụi bẩn và tạp chất, Làm da mềm mịn và mềm mại,  ",5,14 thg 1 2024,POS
"Chăm sóc da sang trọng và cao cấp, Hiệu quả trong việc loại bỏ bụi bẩn và tạp chất, Làm da mềm mịn và mềm mại,  ",5,14 thg 1 2024,POS
Chất lượng: Kết cấu: Hiệu quả:bóp mãi kh ra kiểu  toàn hơi trong đấy,5,13 thg 11 2022,POS
"shop gửi mình là bao bì cũ :))), k phải mẫu mới",5,21 thg 3 2023,NEG
Rửa mặt khá mềm ẩm. Khá đặc mua loại dùng cũng thích mà giá rẻ hơn so với các loại srm khác. K biết check hàng nên mua kiểu hên xui😂,5,12 thg 4 2023,POS
"Chất lượng:Tốt Kết cấu:Dạng kem Hiệu quả:9/10
Cấp ẩm khá ổn giao hàng nhanh đóng gói cẩn thận",5,22 thg 1 2024,POS
bán hàng j ko có tâm srm còn có nữa chai cũng bán cho ngta đc cũng hay ,5,28 thg 5 2023,POS
"Shop làm ăn kiểu gì lạ vậy mik đặt sữa rửa mặt hala labo mà lại gửi sửa rửa mặt này là sao, mua 1 lần rồi mới mua lại mà shop làm ăn vậy lần sau không dám ủng hộ luôn Chất lượng:",5,23 thg 8 2022,NEG
"Mua về khui hộp ra típ sửa rửa mặt nhẹ quá trọng lượng 80gr ít ra cũng nặng nặng tay chút chứ, mở thử nắp ra xem thì k có miếng bạc dán miệng típ sửa, giống như khui ra xài còn có phân nửa à, đáng buồn thật chứ, uy tín j hết ",5,13 thg 8 2023,NEG
có xíu thôi. tạm được chưa SD okkkkkkkkkkkkkkkkkkkkkkkkkkk ooookkkkkkkk okkkkkkkkkkkkkkkkkkkkkkkkkkk ooookkkkkkkk okkkkkkkkkkkkkkkkkkkkkkkkkkk ooookkkkkkkk okkkkkkkkkkkkkkkkkkkkkkkkkkk ooookkkkkkkk okkkkkkkkkkkkkkkkkkkkkkkkkkk ooookkkkkkkk okkkkkkkkkkkkkkkkkkkkkkkkkkk ooookkkkkkkk okkkkkkkkkkkkkkkkkkkkkkkkkkk ooookkkkkkkk okkkkkkkkkkkkkkkkkkkkkkkkkkk ooookkkkkkkk okkkkkkkkkkkkkkkkkkkkkkkkkkk ooookkkkkkkk,5,21 thg 7 2023,POS
"đóng gói kỹ, hàng chính hãng, phù hợp da khô như mình, sản phẩm dưỡng ẩm chân ái là đây ( nên dùng kèm lotion và kem dưỡng ẩm cùng loại) mình thấy hiệu quả lắm, rất thích ",5,19 thg 1 2024,POS
"đóng gói kỹ, hàng chính hãng, phù hợp da khô như mình, sản phẩm dưỡng ẩm chân ái là đây ( nên dùng kèm lotion và kem dưỡng ẩm cùng loại) mình thấy hiệu quả lắm, rất thích ",5,19 thg 1 2024,POS
"đóng gói kỹ, hàng chính hãng, phù hợp da khô như mình, sản phẩm dưỡng ẩm chân ái là đây ( nên dùng kèm lotion và kem dưỡng ẩm cùng loại) mình thấy hiệu quả lắm, rất thích ",5,19 thg 1 2024,POS
"Công thức dưỡng ẩm giúp da khỏe mạnh, Làm sạch sâu mà không làm mất ẩm,  ",5,01 thg 2 2024,POS
"Sản phẩm tốt, không lên mụnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn",5,31 thg 3 2023,POS
Rửa siêu thích. Vừa rẻ vừa cấp ẩm tốt. Mình mua nhiều dùng nhiều rồi nên kp nói gì nhiều,5,06 thg 6 2023,POS
mình thấy rất là xuất sắc luôn nhé mọi người mọi người nên mua sữa rửa mặt có độ pH tốt,5,25 thg 1 2023,POS
"shop đóng gói và giao hàng nhanh, dùng được sẽ ủng hộ tiếp, 5 sao  ",5,23 thg 11 2023,POS
drm oke hong bị khô da đâu. xài mấy tuýp rồi. giá rẻ mà chất lượng đỉnh caooooo ,5,11 thg 1 2023,POS
Tốt,5,08 thg 3 2023,POS
Sữa rửa mặt ko cần nói nhìu nữa rẻ sài tuýp thứ 7 rùi ẩm mịn thích màu trắng hơn xanh có điều nhỏ sài hơi hao đặt qua nay có shop tl thắc mắc của mình về xu rất nhiệt tình sẽ mua lại bao bì dễ thương ,5,06 thg 1 2023,POS
xài ok ,5,25 thg 11 2023,POS
"Giao hàng nhanh chóng, đúng hàng đúng mẫu, hàng ok nên mua nhe",5,21 thg 4 2023,POS
"Sữa rửa mặt nhẹ nhàng cho làn da đủ ẩm, Cải thiện mức độ dưỡng ẩm cho da, Làm sạch sâu mà không làm mất ẩm,  ",5,15 thg 12 2023,POS
"Giao nhanh, đóng gói kỹ càng",5,11 thg 4 2023,POS
"hàng oke nha mọi người 
mới chai thứ 2 nên cũng chưa rõ nhưng không bị khô da  ",5,31 thg 3 2024,POS
"Shop đóng gói cẩn thận, giao hàng từ HCM ra HN khá nhanh. Đã mua 2 lần ở shop, giá thành tốt. Sẽ tiếp tục ủng hộ",5,13 thg 8 2023,POS
sp oke giao nhanh okeeee . chất lượng thì sai lâu mới biết nha nhưng vẫn okeeeeeeeeeeeeeee hihiiii,5,16 thg 1 2023,POS
Rửa êm lắm nhen không bị sạch kin kít đâu nhe. Có mùi thơm nhẹ dễ chịu lém,5,21 thg 6 2023,POS
"Da trông căng mọng và đủ ẩm, Nhẹ nhàng với da nhạy cảm, Cải thiện mức độ dưỡng ẩm cho da, Thích hợp sử dụng hàng ngày,  ",5,22 thg 11 2023,POS
"giao hàng siêu nhanh luôn, hàng đóng gói rất kĩ , sản phẩm dùng rẻ mà siêu tốt luôn, đã mịn ấm ko khô da, sẽ ủng hộ shop dài dài, nên mua nhé các bạn",5,16 thg 5 2023,POS
"Giúp da sáng và khỏe mạnh, Nuôi dưỡng và cung cấp độ ẩm sâu cho da,  ",5,12 thg 12 2023,POS
Sữa rửa mặt nhẹ nhàng. Giá rẽ.. sử dụng rất nhiều lần rồi. Ko hị kích ứng,5,07 thg 4 2023,POS
xài đến chai thứ 2 rồi nên rất vừa ý. nay đổi mẫu nhãn dán dễ thương ghê,5,14 thg 1 2023,POS
hàng giao nhanh sữa rửa mặt dùng khá thích giá rổ hợp lý nên mua,5,12 thg 4 2023,POS
"chất lượng, shop đóng gói kỹ. hẵng này xài sướng lắm luôn",5,17 thg 3 2023,POS
Shop đóng gói chắc chắn sản phẩm nhìn nổ mình chưa dùng nhưng mà nghe nói là tốt ,5,24 thg 12 2023,POS
"Vải vừa không dày lắm, mà hình in siêu sinn luôn, mình sẽ ủng hộ shop thêm nà.",5,19 thg 6 2023,POS
rất thích,5,27 thg 7 2023,POS
"giao hàng nhanh ,sữa rửa mặt này mình dùng nhiều rồi nên m.n yên tâm tâm là k vấn đề gì, cho shop 5sao ",5,21 thg 1 2024,POS
Chất lượng:khá ok giá rẻ Kết cấu:nhỏ gọn Hiệu quả:cấp ẩm tốt nên mua,5,13 thg 2 2023,POS
Giao hàng nhanh đặt cái hôm sau có liền rất hài lòng shop mình sẽ ũng hộ tiêp ,5,05 thg 1 2024,POS
........................giao nhanh..........................................,5,18 thg 8 2022,NEU
còn trong túi xốp chứa sử dụng nên đanh gia mạng tính chất nhận xu,5,18 thg 7 2023,POS
ok lắm nên t về nhà nhiều tài lộc nữa là đến Tết Nguyên Đán giáp ngọ năm sau này khi nào có nhu cầu ,5,16 thg 11 2022,POS
"Lời khai của BTC và người chồng mâu thuẫn 😮
(chi tiết phía dưới)
#yeah1",5,17 thg 4 2023,NEU
"mùi nhẹ tạo bọt nhiều,  nhưng không làm khô da dùng xong da ẩm mịn rất thích",5,18 thg 5 2023,POS
"Sản phẩm ok hơn mong đợi, giao hàng nhanh chóng, lần sau sẽ ủng hộ ",5,07 thg 1 2023,POS
"Chất lượng:  The only way I could do that was if 
 Kết cấu:  you had to do that on your phone 
 Hiệu quả:  and  ",5,12 thg 12 2023,NEG
"Chất lượng: Kết cấu: Hiệu quả:giao hàng nhanh, đóng gói chắc chắn",5,07 thg 6 2023,POS
Chào mừng ngày Nhà Giáo Việt Nam 20/11. Chúc cậu ngày càng có nhiều nhiệt huyết & năng lượng để tiếp tục trao đi những bài học hữu ích nhé! Happy Vietnamese Teachers' Day 😘😘😘😛😛😛,5,20 thg 11 2022,POS
"SRM ẩm mượt, da khô nhạy cảm không gây khô da, không kích ứng da.  ",5,05 thg 2 2024,POS
"Chất lượng:tốt Kết cấu:đặc Hiệu quả:cao
hàng chuẩn chưa a?.",5,04 thg 2 2023,NEU
"Dù xài qua bao nhiêu srm thì cũng phải quay về với srm Hadalabo, thiệt sự là rất hợp với da mình luôn á",5,21 thg 1 2023,POS
"Giá rẻ ,chat luong quá ok nen mua nha",5,07 thg 5 2023,POS
"mình xài hadalabo 5 năm nay rồi, dưỡng ẩm tốt, siêu hợp v da mình (da dầu), nay ra packaging dthg nên mua *hình ảnh chỉ mang túnh chất nhận xu*",5,19 thg 1 2023,POS
giao hàng nhanh đóng gói đẹp chắc chắn shipper nhiệt tình thân thiện ,5,17 thg 2 2023,POS
"Chất lượng:tốt Kết cấu:dạng nước khi ma sát có tạo bọt nhẹ Hiệu quả:rất tốt vì phù hợp với da mình không hề có cảm giác châm chích hay gì hêdt,mình đã sử dụng 2 chai ròi rất tốt",5,09 thg 5 2023,POS
"Chất lượng:tốt

 Kết cấu:ổn
 Hiệu quả:tốt ",5,18 thg 11 2023,POS
oke thơm đóng kĩ ,5,02 thg 2 2024,POS
đã nhận được hàng rồi......... nhưng không biết hiệu quả ra sao....,5,11 thg 4 2023,NEU
Giao siu nhanh í có một ngày thui rửa xong da mịn với ẩm cực tốt lắm íii ,5,28 thg 2 2024,POS
Mua hàng trên mall nên yên tâm. Đã mua rất nhiều lần rồi. Giá cũng tốt. ,5,12 thg 12 2023,POS
"sữa rửa mặt chân ái nha
ổn quá luôn hong jhoo da phù hợp da thường",5,10 thg 7 2023,POS
sale được hoàn tiền rẻ lắm luôn m dùng sửa rửa mặt này lâu rùi thấy ok,5,10 thg 7 2023,POS
đã nhận được hàng rồi......... nhưng không biết hiệu quả ra sao....,5,11 thg 4 2023,NEU
Giao siu nhanh í có một ngày thui rửa xong da mịn với ẩm cực tốt lắm íii ,5,28 thg 2 2024,POS
Mua hàng trên mall nên yên tâm. Đã mua rất nhiều lần rồi. Giá cũng tốt. ,5,12 thg 12 2023,POS
"sữa rửa mặt chân ái nha
ổn quá luôn hong jhoo da phù hợp da thường",5,10 thg 7 2023,POS
sale được hoàn tiền rẻ lắm luôn m dùng sửa rửa mặt này lâu rùi thấy ok,5,10 thg 7 2023,POS
"hàng giao nhanh, shop gói hàng kĩ, phục vụ tốt nên cho shop 5 sao :3",5,13 thg 1 2023,POS
"Shop đings gói cẩn thận,sản phẩm chưa dùng thử nên chưa biết đánh giá sao,nhưng khi nhận đc hàng  rất ưng ý,chắc khi sử dụng sẽ ok ",5,28 thg 4 2024,POS
giao nhanh,5,18 thg 8 2022,POS
"Hiệu quả trong việc loại bỏ bụi bẩn và tạp chất, Làm da mềm mịn và mềm mại, Thích hợp sử dụng hàng ngày, Cải thiện mức độ dưỡng ẩm cho da,  ",5,26 thg 1 2024,POS
ổn nhưng là bản cũ,5,07 thg 6 2023,NEG
Ukkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk ,5,14 thg 2 2024,POS
"Chất lượng:thấy giống chai cũ mình từng mua trong siêu thị
 Hiệu quả:chai này độ pH ổn nên thoải mái xài k bị khô da  ",5,25 thg 11 2023,POS
Mua flash sale được giá siêu rẻ nên ưng lắm ạ. Sẽ ủng hộ shop vào lần tới ,5,19 thg 1 2023,POS
"mua nhiều lần rồi rất ok
phù hợp bạn nào da khỏe không mụn ít dầu nè",5,27 thg 6 2023,POS
"Nhẹ nhàng với da nhạy cảm, Cải thiện mức độ dưỡng ẩm cho da,  ",5,29 thg 12 2023,POS
"sửa rửa mặt Sài tốt ,sạch da và dưỡng ẩm tốt",5,22 thg 7 2023,POS
Sữa rửa có mùi như bánh tráng dẻo sữa bò vừa ngửi thì ko quen. Trừ mùi hương ra thì sữa rửa mặt rất tốt. Đang xài simple và lần đầu thử srm này thì cái này tạo nhiều bọt dễ dàng hơn so vs simple. Dùng cái này vào buổi tối thì mặt có vẻ mềm mịn hơn.  Nói chung t ms xài 2 lần thì thấy cũg ổn. Đáng thử.,5,27 thg 4 2023,POS
"Giao hàng nhanh, sản phẩm tốt…………………………………………………………………. ",5,24 thg 11 2023,POS
Chất lượng:tốt Kết cấu:tốt Hiệu quả:sạch sâu,5,07 thg 4 2023,POS
Giao hàng nhanh. Được mẫu mã mới mình rất thích. Có dịp sẽ ủng hộ shop thêm ,5,06 thg 2 2023,POS
Tttttttyttttttttttttyyu ghgghhhhhhhhhhhhhhhhhhhhhhhh,5,25 thg 3 2023,POS
"siu xịn, chưa dùng chua biết Chất lượng: Kết cấu: Hiệu quả:",5,26 thg 5 2023,POS
"Sản phẩm tốt, giá thành rẻ, giao hàng nhanh, cảm thấy hài lòng! ",5,08 thg 4 2024,POS
"Hiệu quả:
sữa rửa mặt dịu nhẹ, phù hợp cho da buổi sáng ko trang điểm  ",5,03 thg 1 2024,POS
rất tốt ,5,15 thg 9 2022,POS
"giao hàng nhanh, hàng chất lượng, rất ưng. hình ảnh và vid chỉ mang tính chất nhận xu",5,07 thg 5 2023,POS
"Đã mua 2 lần, shop đóng gói cẩn thận, giao hàng nhanh. Srm phiên bản mickey rất dễ thương nhaaa",5,14 thg 1 2023,POS
Có bọc chống sốc nha đóng gói trong hộp cẩn thận ship lơ thân thiện chưa dùng sản phẩm nhưng chet mã thì ra mình sẽ quay lại ủng hộ nữa😊,5,08 thg 9 2022,POS
"sản phẩm đúng với mô, tả giao hàng nhanh shop tư vấn tận tình oke",5,12 thg 3 2023,POS
Mua ở shop mấy lần r đóng gói bao bì rất ok nha rất yên tâm khi mua hàng,5,05 thg 5 2023,POS
"giá tốt giao nhanh cực đặt hôm nay là mai nhận được rồi, mình săn sale đc giá 68k 2 tuýp thích lắm kkk",5,06 thg 4 2023,POS
"Sữa rửa mặt nhẹ nhàng cho làn da đủ ẩm, Thích hợp sử dụng hàng ngày,  ",5,04 thg 2 2024,POS
"đã nhận được hàng của shop 🥰 shop de thương nhiệt tình,,,, lần đầu tiên dùng sữa rửa mặt hadalabo,,,, sữa rửa mặt k có mùi thơm,,,,, mà đặt biệt có mùi hoi,,,, rửa mặt mà không thơm thiệt là buồn á,,,,, còn phần giữ ẩm thì chưa dung nên chưa biết,,, sẽ quay lại đánh giá sau",5,03 thg 5 2023,NEG
"giao hàng nhanh mới đặt hôm qua hôm nay đã có Hiệu quả trong việc loại bỏ bụi bẩn và tạp chất, ",5,04 thg 1 2024,POS
"Giao hàng nhanh lắm,đóng gói kĩ không vấn đề gì.Tiếc là thích bao bì mickey nhưng k được=(",5,07 thg 3 2023,POS
tốt 👍,5,17 thg 3 2023,POS
hehdgvdienreiehheihejejejhrhrhrhrejjeheheehhehrhrhr,5,22 thg 2 2023,POS
sản phẩm ok ,5,21 thg 12 2023,POS
San phảm rất la tot minh mua nhiêu lan roi minh se tiep tuc ung ho shop ,5,21 thg 10 2023,POS
okkkkk okkkkk hsngf chính hãng nên mua okkkkk. okkkkk okkkk,5,22 thg 5 2023,POS
chuhijjjjhgffffftyyyyy7hhhxhhsjsjdhdbdhfjfhfhjdjdjsjjs,5,28 thg 1 2023,POS
"Hiệu quả trong việc loại bỏ bụi bẩn và tạp chất, Làm da mềm mịn và mềm mại,  ",5,28 thg 11 2023,POS
nhận hàng nhanh ship thân thiện hhcjhfchhxxxcnmkiuggbhhjhh,5,09 thg 7 2023,POS
Chất lượng:tốt ,5,04 thg 11 2023,POS
"Chất lượng:tot
 Kết cấu:rửa mat
 Hiệu quả:
chưa biết ",5,30 thg 12 2023,NEG
"Khá là ok giá thành hợp lí, sốp đóng gói cẩn thận, giao hàng hơi lâu  xíu, hết tuýp này mình sẽ dùng thử tuýp nữa xem cải thiện gì ko ạ. Mình đc tuýp trắng bản mới nên mùi hắc hắc lúc đầu dùng ko quen mùi này mà giờ quen nên ok rùi nên ai nhạy cảm với mùi hương thì xem xét nhá mùi hắc nặng lém.",5,24 thg 2 2023,POS
"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn",5,27 thg 3 2023,POS
hàng OK xài da mịn lắm,5,30 thg 6 2023,POS
"Lành tính trên da 10/10
Chính hãng 
Đóng gói cẩn thận
Shop bán hàng có tâm và shipper giao hàng siêu nhanh",5,06 thg 3 2023,POS
Hàng như mô tả,5,24 thg 11 2022,POS
"mùi hơi khó chịu,dùng cũng ổn,tạo bọt cũng được,mà t không thấy hsd  -nsx ",5,02 thg 1 2024,NEG
"Hàng rất tốt giao nhanh chóng ưng quá trời luôn á shop ơi
Sẽ ủng hộ thêm",5,13 thg 1 2023,POS
"mình dùng chai thứ 5 rồi,giá ổn,dùng da ko bị khô,cảm ơn shop nhiều!",5,17 thg 1 2023,POS
sửa mat tốt rưa xog da ẩm thích lam,5,27 thg 6 2023,POS
Giao đủ hàng nhưng không có phiên bản disney nên cũng hơi hụt hẫn,5,06 thg 4 2023,NEG
giá rẻ ,5,26 thg 11 2023,POS
"dùng thích lắm í mọi người ơiii, rcm nên mua nha!!! giá rẻ lại còn xịn, wá đã =)))) tui săn có 50k thui nè tr mà dùng thích điên!!!💗🔥 ",5,09 thg 1 2024,POS
"thỵ ỵ hHiệu quả trong việc loại bỏ bụi bẩn và tạp chất,  ",5,11 thg 3 2024,POS
ok  ,5,22 thg 11 2023,POS
nhận hàng rồi ok ngen .giao cực kì nhanh...................,5,16 thg 7 2023,POS
Hiệu quả: Chất lượng:Đúng voi sản phẩm mình đặt,5,23 thg 12 2022,POS
"Mong là hàng chính hãng và sài ok
Đóng gói cẩn thận 
Giao hàng hơi lâu xíu ",5,03 thg 11 2023,POS
"Sửa rửa mặt này tốt, ko khô da... giá lại rẽ.. tạo bọt. Mình xài nhiug rồi",5,11 thg 1 2023,POS
ok ok,5,26 thg 3 2023,POS
"sửa rửa mặt tốt, nghe m.n khen rất nhiều nên mua dùng thử. Dùng cảm thấy rất thích. bao bì sp đẹp.",5,08 thg 2 2023,POS
đã mua nhiều lần. shop này bán sp này rẻ hơn mấy shop khác. tin dùng,5,23 thg 7 2023,POS
Tốt ke. Rả mặt dưỡng ầm tối ưu hádalabo xài thích lắm ạ mua nhiều lần r lần sau sẽ ủng hộ shop tiếp ,5,13 thg 11 2022,POS
"Đóng gói cẩn thận, giao hàng nhanh, chất kem hơi đặc quá, ko thích lắm, săn sale nên giá cũng ok .",5,28 thg 7 2023,NEU
"giao hàng nhanh, đủ số lượng, đóng gói cẩn thận, ............",5,14 thg 1 2023,POS
Dùng thích sạch trắng khỏi  phải bànnnnnnnnnnmmmmmmmmmmmmm,5,19 thg 4 2023,POS
hadalabo mình sử dụng được mấy chai luôn r á giá rẻ mà chất lượng lắm lun ,5,28 thg 2 2024,POS
rất hài lòng ,5,11 thg 9 2023,POS
giao hàng nhanh nha. đóng gói kĩ. sp rất tốt . hàng reak nha...,5,13 thg 4 2023,POS
"Chất lượng:tốt, thích dùng, dưỡng ẩm tốt, da ko khô, mua tặng mọi người",5,08 thg 8 2023,POS
"Giao hàng nhanh đóng gói đầy đủ giá tốt, mua nhiều lần r sau sẽ quay lại",5,15 thg 6 2023,POS
"Shop đóng gói cẩn thận, giao hàng từ HCM ra HN khá nhanh. Giá thành tốt, sẽ ủng hộ thêm 🙆🏻‍♀️🙆🏻‍♀️🙆🏻‍♀️",5,22 thg 4 2023,POS
Chất lượng:nhận được bản bao bì cũ không biết thành phần có khác gì không nhưng mình cảm thấy khó tạo bọt hơn và bị nổi mụn ẩn nhiều hơn khi dùng bản mới,5,03 thg 5 2023,NEG
"Đóng gói cẩn thận, giao nhanh , ship thân thiện nhiệt tình xfhk🧑🏻‍🎄🤵🏻‍♀️👸🧞‍♀️vjk",5,08 thg 5 2023,POS
"Nuôi dưỡng và cung cấp độ ẩm sâu cho da, Thích hợp sử dụng hàng ngày, ",5,29 thg 11 2023,POS
"Chất lượng:good Hiệu quả:tuyệt 
-rửa mặt xong thấy da vẫn đủ độ ẩm không bị khô
giá ổn mà chất lượng rcm cho mng mua nha=)))) hí hí",5,03 thg 6 2023,POS
"giao nha ; dùng  tốt thì khỏi bàn rồi nê mua nha 
hàng ..............",5,19 thg 1 2023,POS
"Sp giá rẻ, shop phục vụ tốt, giao nhanh, đóng gói kĩ, nên mua nhé ",5,11 thg 1 2023,POS
"Sửa rửa mặt xài êm lắm, không bị khô da, mình dùng buổi sáng kết hợp với srm simple rất ok",5,12 thg 9 2022,POS
"sản phẩm ok mịn da cấp ẩm tốt
hình ảnh mang tính chất nhận xu thôi ạ",5,26 thg 4 2023,POS
"Chưa sd sp nào bên shop nhưng cảm thấy chất tốt, tuy nhiên khối lượng sp chỉ có nửa chai srm chứ 0 đầy chai.",5,09 thg 5 2023,NEU
không nói về chất lượng tại chưa sài hết :))) nói về khâu ship thì shop ship siêu nhanh nha,5,18 thg 6 2023,POS
srm này giá thành rẻ ma xài rất ok lun minh sd san phẩm này lâu lắm r  ,5,30 thg 1 2024,POS
sp mình đặt ngày sau giao liền!!shop đóng gói cẩn thận. Đánh giá 5*,5,05 thg 3 2023,POS
"Nhẹ nhàng với da nhạy cảm, Phù hợp với mọi loại da, Giúp da sáng và khỏe mạnh,  ",5,24 thg 4 2024,POS
"Một sản phẩm giá rẻ nhưng chất lượng không hề rẻ !!!
Cực kì đáng đồng tiền bát gạo ",5,08 thg 1 2023,POS
okiiii,5,27 thg 3 2023,POS
sp chất lượng. đóng gói cẩn thận. date xa. sẽ ủng hộ shop những sp khác ,5,07 thg 12 2023,POS
"Dùng thích lắm, ko bị khô da, mỗi tội mùi hơi nước rửa bát tí? Giao hành nhanh, giá cả hợp lý. 80g dùng vèo cái hết ",5,27 thg 8 2023,POS
add thêm mã vô mua đc giá hời có 50k một chai dịp siêu sale 9.9 . rửa sạch ko bị khô da. nhưng vẫn đủ ẩm,5,11 thg 9 2022,POS
"lần đầu đặt của shop,bình thường mình đặt mẫu này thid sẽ đc giáo mẫu mới ,chưa sử dụng ",5,01 thg 11 2023,POS
"hàng chất lượng lắm nha mọi người rất đáng tiền luôn
giao hành nhanh shop tư vấn nhiệt tình",5,07 thg 5 2023,POS
Sữa rửa mặt sách nên mua giá cả hợp lí phải chăng dùng để rửa mặt cho sạch,5,20 thg 7 2023,POS
"đóng gói cận thận, sản phẩm tốt phù hợp với giá tiền. 
9/10₫ nhé",5,04 thg 3 2023,POS
"mua sale giá 50k, giao hàng nhanh,chưa dùng thử nên không biết chất lượng ra sao",5,28 thg 1 2023,POS
"Chất lượng：
Kết cấu：
Hiệu quả：
mọi thứ điều tốt 
..............",5,15 thg 8 2023,POS
"Giao hành nhanh chóng. dùng xong khá nhẹ mặt, cần dùng lâu hơn để biết rõ công dụng",5,04 thg 7 2023,POS
"hada labo mình xài khá lâu rồi, nói chung cấp ẩm tốt ko khô da..",5,10 thg 1 2023,POS
"chất kem đặc, làm sạch tốt nhưng không gây căng rít khô da, pH 5.5",5,27 thg 5 2023,POS
"Làm da mềm mịn và mềm mại, Không để lại cặn hoặc làm căng da, Hiệu quả trong việc loại bỏ bụi bẩn và tạp chất,  ",5,14 thg 11 2023,POS
rất ưng,5,12 thg 7 2023,POS
"Làm sạch sâu mà không làm mất ẩm, Làm sạch sâu mà không làm mất ẩm, Mái tóc cảm giác sảng khoái và tươi mới, Mái tóc cảm giác sảng khoái và tươi mới, Làm sạch sâu mà không làm mất ẩm, Làm sạch sâu mà không làm mất ẩm,  ",5,26 thg 1 2024,POS
"hàng tốt ok nha shop , giá rẻ ok lắm nha shop hàng tốt ok nha shop , giá rẻ ok lắm nha shop tốt nhất",5,18 thg 11 2022,POS
"Chất lượng:rất hài lòng
 Hiệu quả:như mong muốn
shop đóng gói cẩn thận và giao hàng rất nhanh ",5,11 thg 3 2024,POS
"hàng giao nhanh và đóng gói kỹ càng, sữa rửa mặt dịu nhẹ vừa đủ làm sạch, không rát, không có chất tẩy rửa mạnh",5,22 thg 6 2023,POS
"Nuôi dưỡng và cung cấp độ ẩm sâu cho da, Không để lại cặn hoặc làm căng da, Sữa rửa mặt nhẹ nhàng cho làn da đủ ẩm,  ",5,02 thg 12 2023,POS
Hình ảnh này chỉ mang tính chất nhận xu.Hình ảnh này chỉ mang tính chất nhận xu. ,5,13 thg 1 2024,POS
đây là sữa rửa mặt mà mình ưng nhất từ trước tới giờ luôn á tạo bọt siêu nhiều rửa siêu đã mà nó còn giữ được độ ẩm cho mặt nữa không quá khô 10đ.,5,26 thg 6 2023,POS
