,Rating,Review_Date,Release_Date,Review_clean,Sentiment,Genres
332,8.0,4 February 2023,"December 23, 2022 (United States)",so much hate and negative reviews on this movie just sit back relax and enjoy that is the purpose of a movie i really believe this movie was great for what was intended to be turned out really great i believe it was a great effort to produce it and to capture all the details actors performed fantastic it really brought out some great feelings and reminded me the energy i had when i was younger the ambitions why does everyone get so mean and has so ridiculously high expectations i dont even want to think about the amount of research that has been done behind it it is so easy to criticize and throw out hate margot diego were fantastic so much unnecessary hate,POSITIVE,Comedy
333,2.0,30 January 2024,"December 23, 2022 (United States)",babylon is a movie that with its irony brings you inside the mechanics of the showbizit is a deep journey into a manipulating world that ruined several lives especially the ones of vulnerable and non experienced people such as nellie leroy it is a portrayal of the rise and the fall of the famous fictional actor jack conrad that knew his success during the s in the era of mute cinema but was not able to keep up with the times becoming irrelevant it is the sad representation of a successful studio executive that after all his efforts decided to throw it all away for a false promise and these are just a few elements that characterize this three hour piece damien chazelle told of a time where hollywood was experiencing big changes due to the big technological advancements between the s and the s with the introduction of microphone and sounds the first color cameras that completely changed the way to perceive the pictures it is a movie that manages to build a lot of tension on some instances that is relieved by effective comedy sequences that are so well placed and that made me genuinely laugh the director managed to keep a good rhythm for the entire length achieving a good balance between dynamic sequences and slow paced dialogues that deepened the different characters the cast conveyed so many different emotions but with big names such as margot robbie and brad pitt i was not expecting otherwise the photography is amazing and there are many shots that in my opinion will be iconic give it a few years the first minutes alone are memorable the intro set perfectly the mood of the film and it immediately put the audience in the middle of the action great filmmaking there the ending is truly a love letter to the cinema that in my perspective lasted way too long and it required some trims in order to reach perfection other than that this for me is a solid and i strongly recommend watching babylon if you are a movie goer this is definitely a movie that i wish i had watched at the cinema,POSITIVE,Comedy
334,9.0,18 August 2023,"December 23, 2022 (United States)",greetings from lithuania babylon just might be have been one of the most uneven and mixed movies ive ever seen in its long runtime h min and you will feel every minute of it it had a lot to show its a highly ambitious movie that at the end of the day collapsed in my opinion babylon had a great idea but on paper it sounded better i think it had some great looking individual scenes but not a good movie overall it is expertly paced yet it took be more then a week to completed in small dozes it has great actors doing good work but no memorable characters it has good lines but not a good screenplay it has great scenery but at the same time it had a lot of scenes which are discusting to watching and most important babylon has a great and highly talented director who two previous films were instant classics doing his most convoluted and bizarre work yet overall babylon is a messy highly uneven movie with pretty bad and generic ending i think the t and avatar scenes at the end incorporated into this movie is telling you just how uneven and bizarre this movie really is it collapsed because of uneven screenplay and story yet individual scenes are so well done that its worth the watch maybe once just dont eat anything during the watch,NEGATIVE,Comedy
335,7.0,21 February 2023,"December 23, 2022 (United States)",this film is highly vulgar and decadent it doesnt reveal anything about the roaring twenties at all some things for example magot robbies hair style and clothes do not even suit the times the pace of the film is extremely high definitely too high for my taste although i dont like margot robbie and brad pitt i have to admit that the acting is not so bad after all but it cannot save this film this film wants so hard to be great but it definitely is not it wants so hard to be hilarious and meaningful at the same time but its none of this at all the runtime of the film is an imposition it was very painful to watch this mess for more than three hours i hated la la land as well and whiplash was not more than mediocre so i definitely will avoid films directed by damien chazelle in the future if you prefer good movies you should do likewise,NEGATIVE,Comedy
336,3.0,28 June 2023,"December 23, 2022 (United States)",margot robbie delivers a phenomenal new performance worthy of the supreme award brad pitt excels as usual and diego calva literally steals the show in his interpretation of manny torres a young mexican immigrant who witnesses the madness of silent cinema then the appearance of sound and finally the revolution of talking pictures in color which puts an end to prewar reigns and establishes hollywood as the universal capital of cinema it is useful to remember that babylon is a film that requires a welldeveloped maturity level therefore the film is not intended for younger audiences,POSITIVE,Comedy
337,8.0,14 February 2023,"December 23, 2022 (United States)",so ive been hearing about this for months now and ive heard all kinds of things both good and bad and surprisingly there are still discussions going on about how this film works or if it works at all which is why my inquisitive mind has been waiting all this time for the opportunity to attend it firsthand and now that ive finally experienced this exotic ride i can confidently say that its absolutely oneofakind ive never seen anything like it before the visuals the drama the script well excuse me there isnt much of a typical script here nor does it follow the traditional ways it is designed to be an experience almost like an exotic theme park adventure that you must voluntarily undergo rather than critically evaluate i know that sounds strange given that im stating the same in a review of my own but some films do require you to be in a certain mood a specific mindset or else you wont get the gist this is one of such films where there is no middle ground you either like what you saw or you dont as simple as that,POSITIVE,Comedy
338,6.0,26 March 2023,"December 23, 2022 (United States)",horrible meaningless farce of a movie filled with screeching unpleasant characters truly awful to watch margot robbies character has to be the worst human being ever committed to celluloid it started as it meant to go on with a disgusting elephant defecation and it all went downhill from there to think this is considered entertainment is troubling and its baffling that it has a high review brad pitt was the only decent thing in this whole mess i watched to the end and can honestly say its the worst thing ive ever voluntarily sat through there is so much shouting but no good dialogue,NEGATIVE,Comedy
339,9.0,3 February 2024,"December 23, 2022 (United States)",i will start with the fact that i absolutely loved watching babylon and emerging myself in the world that said i can see why the film can throw people away it is not perfect and it is not for everyone the story set in the early times of hollywood is fabulously chosen and presented however it does not really have a plot this is the bit where viewers are separated into either truly enjoying the art behind cinema or leaving confused the theatre you can defiantly appreciate how the picture was captured the story telling can be seen as influenced of tarantinos early movies the scenery was more than beautiful however the music and the sound directing were so perfectly placed and composed they were the true superstars of the movie making m robbie and b pitt with yet another performance worth oscar nomination it is hard to make a movie one without a real plot or strong story line and turn it in a masterpiece without great acting the main characters were not anything out of the ordinary however the actors made something beyond possible babylon is the pure cinema made for true enjoyers of the movies who appreciate the art behind the camera and sound work showcasing amazing acting and proving that you do not need a story to make something beautiful,POSITIVE,Comedy
340,7.0,9 February 2023,"December 23, 2022 (United States)",many viewers will be surprised to discover how permissive the american film industry was in the s although most was in the making almost anything seemed to be possible to set the tone there is a wild scene of a party with loud music and anything which goes the audience is immediately drown into the story and to be such a long feature it is impressive how time flies following the dramas and successes of the protagonists something mainly to be attributed to the incredibly high standard of acting the characters and what happens to them take the audience into the plot and not the other way around there are elements and facts which have never been exposed so openly on the screen and even if the pace is fast with action there are amazingly funny scenes like the endless number of takes of a story which is so cleverly scripted acted and directed that the audience couldnt stop laughing perhaps some elements dont merge so well with the times like the dancing moves of the parties attendees which seem to be incredibly modern or the ending which is a bit too long but without any doubt the most impressive characteristic of babylon is to have presented a story on cinema which most people dont really know about,POSITIVE,Comedy
341,1.0,30 January 2023,"December 23, 2022 (United States)",cinema is greater than life cinema brings poetry and music together in a visual spectacle of megalomaniac proportions be it citizen kane be it modern times the jazz singer singin in the rain benhur la la land or even the brand new avatar every single frame of a movie carries within itself a brand new unknown yet familiar world as it is mentioned through the movie cinema is a form of escapism of achieving royalty without being rich and of seing your true self displayed in the big screen and feeling like youre worth something like youre remembered even if youre a mere spectator babylon doesnt only portray the transtion from silent films to talkies it portrays cinema as way of evolution and as a way of achieving immortality when youre part of the industry youll never die youre always ruthlessly dancing with the ghosts of your past decadence depravity and disproportional excess led to the rise and fall of many ambitious dreamers in s hollywood through the lens of three different main characters nellie manny and jack the beauty and the uglyness of fame in hollywood are depicted to the viewer chazelles cokefueled epic isnt as much of a love letter to hollywood as it is a critique to its everlasting years of abuse prejudice and cashgrabbing a threehour long odissey that reminded me of every single time i sat down in a theatre and let myself drown into a hundred different stories cinema does not get much better than this justin hurwitz and damien chazelle you will never not be remembered,POSITIVE,Comedy
342,6.0,10 February 2023,"December 23, 2022 (United States)",babylon babylon is chazelles contribution to the recent cinema movement of directors hiting back against modern amusement park films the film takes you on a three hour often incoherent journey thorugh multiple characters paths and experiences in early hollywood ultimately ending with the message that cinema is whatever you want cinema to be in chazelles case it would seem that cinema should be oppressively fast paced across a monalithic time scale with pulse raising sequences filled with debauchery perhaps the copius amount of cocaine on screen was a hint to audience that a line or two in the bathrooms before the film is how it was meant to be viewed despite the negative tone of the review so far painting a clear picture of my displeasure i couldnt help but enjoy some of the films madness the epic scale of scenes especially in the opening hour left me smilling wondering if maybe this is what i want cinema to be it is in the unremarkable characters and sheer length of the picture that this film lets itself down brad pitts character jack conrad was the only story thay held any interest for me its ozymandian nature reflecting the age of cinema the film is set was an enjoyable watch the overall reception of this film is reflecting in its lack of nominations we are left with a fairly average film with moments of excitement which quickly fade into memory as we pass through at the speed of light its like an all you can eat buffet a meal that you would never cook or order consisting of a random assortment of foods with no collective cohesion but somehow still enjoyable,POSITIVE,Comedy
343,1.0,26 January 2023,"December 23, 2022 (United States)",i saw that american people on another website reviewed badly this movie and i can understand why this is by far damien chazelles most exaggerated direction its something that i could wait from baz luhrmann from the moulin rouge times it didnt bother me at all i like baz he goes too far sometimes true but at least for me to of the humour worked the soundtrack is spectacular spectacular i promise no moulin rouge references from now on the best of and by far the period reconstruction is perfect and the film sucessfully surpassed my worst fear that it could potentially be a once upon a time in hollywood ripoff quentin tarantino is my favourite director and an unpopular opinion here once upon a time in hollywood is his weakest film due to the production design the tone of the trailer especially one sentence and the presence of brad pitt and margot robbie in both productions the comparisons are inevitable the only one i can really do is the narrative structure the cast is excellent the sag nomination was fully deserved diego calva who i met here is one of the most charismatic protagonists of he has the biggest arc of the entire film margot robbie here is the complete opposite of her character in tarantinos movie she is the only actress who could do this character li jun li is great but she always remembered me of jessica rabbit but less femme fatale jovan adepo is cool even passing of the film only playing trumpet that trumpet was so hypnotizing maybe the most hypnotizing one for me since pinky dinky doo and brad pitt has the star power that no one else has in the entire hollywood i wont say anything but alongside the protagonist the best character is tobey maguire i hope chazelle do the same that tarantino did with once upon a time in hollywood take this script expand it and adapt it for a book i would be the first to buy despite having hours this film begs for more content and sometimes it can feel insufficient i would love to spend a lot more hours in this universe even not being a big fan of the old cinema the epilogue is undeniably oscarbait but i loved it it was an ode to cinema there are even some sentences that reminded me of another movies including some from this century i can bet that babylon will age extremely well even with its fouls,POSITIVE,Comedy
344,1.0,15 January 2023,"December 23, 2022 (United States)",this movie was one of the most shocking films ive seen in a decade loving the director my mom and i went to see babylon but we went prepared id read it was over the top with sex and drugs but we had no idea we had been to see just about everything and anything together but this made us uneasy front the start it seemed chazelle was trying to push the envelope but it was unnecessary theres a scene involving large animal diarrhea that i pretty much had to look away from then it goes straight into the explicit sex and im talking nc levels instead of enjoying the movie we both found ourselves asking why a scene was done this way it truly rode the line between shock and entertainment for over hours there was a little bit of disorganization to story telling but nothing i couldnt overlook due to the genius level acting by robbie and pitt bottom line for me is that this was a vulgar adventure that wore me out and if chazelle would have toned it down the extremely shocking material to something more viewable then this would have been an enjoyable experience,POSITIVE,Comedy
345,6.0,23 July 2023,"December 23, 2022 (United States)",the history obviously by the title seems cribbed from kenneth angers hollywood babylon books sensationalized fragments of certain events shown in the most lurid and unsubstantialized ways but thats the foundation of the mythology of this movie from the first sight of the first person you can see that any attempt to actually capture an authentic period appearance and ambiance are casual at best it was rare to see grossly overweight men with full beards in that locale and era throughout this movie multiple men sport full beards and where are the hats men and women rarely were seen in public without hats you hardly see any here and the hair where are the bobs and bangs the marcel wave the dances obviously dont reflect the realities of the time either the silent films usually had chamber music trios or classical ensembles accompanying filming not jazz obviously a compromise for one of the subplots but artificially forced so many other movies have done better recreating the look and feel of period pieces but that clearly wasnt considered important a subtle thing that subliminally adds a degree of immersion something that maybe younger audiences would be interested in rather than being afraid that they couldnt empathize beyond their own familiar expectations the main protagonists are exaggerated characterizations of real people with a few lines dropped for reference clara bow obviously as the lead actress with the most lewd stories referenced sex with the entire usc football team for instance the fact that she settled down with rex bell into a rural ranching life wasnt sensationalistic enough for the story arc jack was a synthesis though john gilbert seems most probable the real actor had an entirely different history his big romance was with greta garbo the polar opposite of clara bow personality wise and his downward spiral was largely a result of louis b mayer sabotaging his career my favorite character was elinor she was written as a hopper or parsons gossip columnist but her name was a combination of elinor glyn and adela rogers st john both were popular novelists and popular magazine writers appearance wise the look is totally based on glyn a flaming redhead with exotic taste in style she was a british best selling novelist of three weeks and other risque novels married into minor nobility she moved to hollywood in her mid fifties and reinvented herself as an expert on culture and etiquette she worked at mgm and elsewhere as an advisor and writer as her books were turned into films her magazine articles shaped opinion and were where she announced bow as the it girl and did become her personal advisor for a time but she moved back to england before talking pictures became dominant the best scene in the movie is her pontificating about fame and legacy with jack an actual serious subdued quiet scene maybe the only one the vignettes about film making were exaggerated but generally ok in the context of showing the changes over time from silent to sound a little more explicit reference to pre code issues might have added depth to the story the parties and debauchery were modern interpretations of hollywood babylons versions of history the excessive over the top pornographic ensemble scenes look like choreographed calisthenics rather than anything erotic the torture and vomiting scenes seem intended to evoke shock nothing more gratuitous the trumpeter saga as a subplot seems a concession to modern sensibilities rather integral to the world of old hollywood as it actually was popular mainstream music did not have thumping bass lines or the blaring tonality of this soundtrack more paul whiteman who actually was in early sound pictures a nice story for a different context irving thalberg begging an actor to star in an acknowledged crappy movie that really is a deviation from history thalberg fought for quality and prestige films a bit irreverent to gratuitously use his name for a cheap reaction the movie itself was far too long it should have been more about character development than imagery and cliches more focus and fewer subplots the stories about unknowns becoming stars and then fading have been around forever show people came out in what price hollywood and a star is born in the early thirties amongst so many more over the years the ending seems very artificial as if they realized that nothing was cohesive and tacking on historical clips somehow meant that babylon too was part of the cutting edge historical stream i was originally excited about the premise i bought the k video and watched it in my theater room with a big screen and sound quality look disappointing result but credit at least for actually trying to deal with an era many are unfamiliar with maybe it will get some to delve further into the actual sources,NEGATIVE,Comedy
346,1.0,20 January 2023,"December 23, 2022 (United States)",it is certain that is the type of movie you love or you hate with passion so i will give a few clues to help maybe a few gentlemen at picking their side and maybe not waste their time babylon is a movie about the filmaking industry of the early s era it shows the struggles of different people that work in the business in their road to sucess on a deeper level it uses the setting to expose the sins of the human nature the pleasures of the flesh and shows how the grinding machine exploits those actors or directors the moment their shares start dropping it is packed with many crazy and intense visuals plot is really thin simple and common for a hour movie except maybe from brad pitts character the rest are undeveloped serving the bigger picture as caricatures only the great acting saves it for me what makes up for the missing deep and narrative storytelling is the non stop intensity and momentum there is some may get dizzy but i got along it starts with good vibes partying showing the lifestyle as it progresses you eventually see the bad side what i liked is that it got me threw all the spectre of emotions from extreme laugh to depression and horror trust me there are some horror and disturbing stuff its not r only cause of nudity finally i wanna highlight a few scenes that i thought were pure diamond st there is a comedy scene that is the most funny sht i have ever witnessed and second theres an impactful discussion towards the end small observation the sound is very carefully placed again we switch from silence to extremely loud noise in an instant on a closing note if you enjoyed the wolf of wall street you will propably like this one too,POSITIVE,Comedy
347,9.0,13 July 2023,"December 23, 2022 (United States)",some great filming brilliant use of music and some great scenes accompanied by some high energy interesting performances by the cast in particular brad pitt diego calva maggie robbie lil jun li and a number of appearances by some well known faces and you end up with a good film with an interesting story about the early days of hollywood from silent film to talkies the overindulgence greed and lack of reality they can become all too real when the camera faces you all the time are beautifully captured in colour and sound unfortunately fails to reach the status of a great film due to the inability to leave so much more of the movie on the cutting room floor couldve been great under two hours hard to stay interested for three especially in the movie that starts with such a pace worth a watch i dont think ill rewatch,POSITIVE,Comedy
348,7.0,27 December 2022,"December 23, 2022 (United States)",this movie starts with low brow humor and continues on for an entire hours of self indulgence the debauchery of the first minutes alone are meant to appeal to the new age audiences that cant focus without something shocking happening to draw their attention every moment the only aspects of substance in this entire plot are ironically in the subtext of core narratives that are marred by repeat moments of disgust or violence the leads of this movie do shine and they are charismatic and capable of pulling the story by their charm alone however the characters that margot robbie and brad pitt play are far too ignorant for real world scenarios there are many moments of striking visuals coincidental comedy and emotional intensity that are notable but sadly this movie overall is just too much all at once for no good reason at all which is very evident by the bloated length and the unease that is exhibited in the last minutes not to mention the music sounds like a redux of the la la soundtrack which made me very sad because i loved that movie if youre the kind of mouth breathing modern theater goer that laughs at low brow low class bs and is enthralled by celebrity gossip incessant social media then this might be for you but if youre an adult expecting an adult storyline with nuance and prose unfortunately you will be severely let down,NEGATIVE,Comedy
349,9.0,5 January 2023,"December 23, 2022 (United States)",a fun hour party that lacks luster in the story but makes up for in presentation margot robbie gives her best performance since i tonya and tobey maguire needs a patrick bateman type role in the near future diego calva should be on hollywoods radar and brad pitt gives a fun less intense s version of a successful rick dalton although some of the performances are great enough to deserve oscar nominations this party is one youll enjoy going to but wont leave much to talk about afterwards the excitement and effort it took to make this film seem like one intense ride through hollywood and s parties took away from the depth and story these characters had an opportunity to really dive into fun watch but shallow story,POSITIVE,Comedy
350,7.0,26 January 2024,"December 23, 2022 (United States)",this movie had parts worthy of s s and s it also had parts worthy of s and s within the minutes worth of movie about stories were told and couldve had their own movie in my opinion it couldve and maybe should have been constructed in a show format and distributed as such it shoots itself in the foot with the length the first rds of it went by fairly fast good pacing and then it just turns into quicksand the rest of the way that is in no part to the actors just the story itself the faster parts of the movie were interesting and drew you in with how the characters stories would go theyd separate and meet again under certain circumstances then some would stay in the same within the same story as the other would stray and eventually their paths would cross again if only for a brief moment or at a meaningless party the slow part was surprising in that there was action climaxes closures of stories yet its hampered by the pacing in which it does occur and the hours you wouldve already put in the actors music cinematography were fantastic throughout and i think deserve a the way the story can convolute itself and in the rd portion of the movie have no real direction or logical reason for the things to be occurring really knock it down its hours that you have to sit and put in just for the last hour to not be on par with the first two the last hour is helped and hampered by the last minutes of the movie with one character coming back and going to the movies to complete a full circle yet in the middle of this emotional and very beautiful scene is a brief loose montage of cinema progressing the montage is very nostalgic and also fails to completely make sense it ends up showing matrix and terminator along with some other modernish movies that dont fit into the plot of progress yes terminator were massive steps in movie magic and matrix was a big step into something new for the time they dont fit entirely into the theme of this movie in which ends in i believe dont knock me for the year i believe the last minutes of the movie truly encapsulates the whole review it is a beautiful scene with a montage that continues the beauty only to unfortunately add extra that ends up taking away from it its a hour movie that feels way too long but also incomplete at the same time youre left feeling something is missing so i give the story a the actors music and cinematography a,NEGATIVE,Comedy
351,8.0,18 January 2023,"December 23, 2022 (United States)",good character study good analysis of hollywood or should i say babylon wink wink love letter to all the fans who go to movies its always been there and always will be movie is long longer than it should be but thats not detrimental for the experience last hour kinda loses its thread but its a true movie going experience go see it and make up your mind dont trust the media and think for yourself we dont get creative movies anymore and thats enough for me to support it this is one of those flicks which will forever be with me its a true movie experience and a fresh reminder what can hollywood be in the sea of mediocre superhero flicks it stands out creative unapologetic fun little messy just like life cheers,POSITIVE,Comedy
352,6.0,7 March 2023,"December 23, 2022 (United States)",only a well established director could pull of a hour movie about making movies all hail to damien chazelle interestingly there are two movies this year about making movies who received oscar nominations the one is the fabelmans directed by steven spielberg and then this one babylon babylon is an ambitious movie to say the least its a period film set in hollywood in the s during the silent movie era and the transition to talkies or movies with sound if you like brad pitt stars as jack conrad the most successful and highest paid actor of the silent era the film follows his life as well as the lives of nellie laroy margot robbie who wants to be an actress manny torres diego calva who wants to work on a film set and jazz musician sidney palmer jovan adepo who becomes a music sensation nellie is a very determined opportunist who will do whatever it takes to succeed she uses way too much drugs and is maybe overambitious in contrast manny doesnt believe there is a future for him in the film business when these two meet however their lives change irrevocably in the midst of everything is jack whose career and personal life is in a downward spiral theres so much happening in this film theres drama humour action adventure an interesting look into silent films and the transition to sound and a fantastic thumping vibrant score the production design is incredible and the films editing is so well done i cant believe it did not receive an oscar nomination for film editing the costumes are also fantastic babylon reminded me of s the artist also a film about the silent movie era only babylon is a lot more detailed and twice the running time the films first minutes are dedicated to a party at a mansion but this party was sensational over the course of three hours theres great character development for every character for a film this long i was actually never bored or watching the clock i found it rather exciting theres a lot to read between the lines as well the film also makes excellent use of music and silence this is definitely a scoredriven movie babylon is an incredible production and certainly entertaining from beginning to end the underground scenes featuring tobey maguire as gangster james mckay were so different to the rest of the movie almost like a completely different film complete with freaks and even horror elements the film takes many unexpected turnsjust like life itself during the finale the film pays homage to films through the decades amazing this film is deserving of the many accolades it received,POSITIVE,Comedy
353,2.0,14 January 2023,"December 23, 2022 (United States)",unlike sunset boulevard the bad and the beautiful the player swimming with sharks and tropic thunder all classic films about the contemporary film industry at the time of filming babylon is a genuine period piece that looks at hollywoods rise as the capital of global cinema armed with excellent writing acting and photography damian chazelle pulls off this epic feat masterfully immersing the audience in the bombastic debauchery and criminality that fueled the rise of tinseltown this film earns the ultimate compliment of a work portraying historical fiction its poetical in that with fictional characters the filmmakers are guessing as to what really happened with the real people on which theyre based but we have the visceral feeling theyve guessed right,POSITIVE,Comedy
354,9.0,5 November 2023,"December 23, 2022 (United States)",damien chazelle had not made a movie yet that i did not like a lot until now and i cannot say that i really disliked this as it is fascinating in its own ugly over the top way it has its moments and it should have given its long running time and it is never boring as it is nonstop visual delights or atrocities the lengthy opener before the films title is excess to the max i was exhausted by the time this section alone ended early in the film i couldnt help but think that singin in the rain would be a much better picture for one to see about the advent of sound and its affects only to be surprised later by its own fascination with that film a serious depiction of this era would be interesting and when i first heard about this i thought chazelle was the man for the job but could no one tell him during filming that he was going too far i had a hard time appreciating the performances because i found the characters so unrealistic particularly margot robbies i felt similar to brad pitt and his character though as the film progressed both he and the part he is playing improved the only character with any connection to reality seemed to be the dashing diego calva and he has a terrific moment near the very end appreciating the magic of moviemaking pitt and jean smart also have a special moment later in the film while facing facts there are a ton of actors in this some well known and nobody is bad tobey maguire appears late in the film and is more vile than i thought he could ever be he seems to be having fun playing this horror a lot of this is worthy if it had been shorter with less excess tis a shame,POSITIVE,Comedy
355,7.0,29 December 2022,"December 23, 2022 (United States)",i cant write an honest review because i walked out after minutes in those minutes there was no hint of story no likeable characters no real direction at all we all know hollywood is overpriced overindulged and chaotic do we really need this in your face nonsense jeez i dont know about everyone but i pay good money to go to the theatre and enjoy a movie the least you can do is indulge me the first and only minutes i watched of this supposed hollywood expose were ridiculous and without thought or direction if youre minutes into a movie and you have no clue whats going on do you run or cut bait,NEGATIVE,Comedy
356,8.0,12 March 2023,"December 23, 2022 (United States)",margot robbie is a talented alist actress the current it girl for leading roles unfortunately in she is mixed up in two very elaborate productions in a row that are not only boring and disappointing but complete flops at the box office amsterdam is a snoozer and so is this one babylon does have redeeming qualities though especially the snake scene and the multiple takes with sound problems ironically what the film is trying to showcase excess and decadence are exactly what the film suffers from nobody wants to sit through a threehour movie nowadays with repetitive scenes somehow the production crew forgets that less is more and instead crams as many disjointed scenes in the movie as much as possible making it into a jumbled mess i am being too harsh because i have high expectations with the cast but i still give it stars for effort acting and production design,NEGATIVE,Comedy
357,9.0,24 February 2023,"December 23, 2022 (United States)",i approached this movie with trepidation the trailer combined with initial reviews from the imdb community led me to believe this would be a pretentious funhouse glory piece on par with wolf of wall street i considered not watching it altogether decided to click it on after watching a youtube channel explain how the marketing team really failed the movie the movie is really good i was fully immersed and engaged learning about the transition from the silent film era to talkies i thought it was especially touching when one studio exec quipped something like the audience seems to like having sound in the movie of course from our vantage point this seems like duh of course sound is important in a movie the trials and tribulations of sound engineering was definitely interesting it was very satisfying watching how the movies get made although im still befuddled to think that a movie set from the s was essentially a lifedeath affair the performances were well done also ive been falling out of favor with brad pitt recently but he brought an excellent emotional range to his character there was a scene in particular looking into his eyes where you can feel that he resonates with the character of jack conrad in close if youre thinking about watching it just watch it you wont find anything better to do with the hours the rating is a tad biased by admission the night before i had watched brokers by koreeda hirokazu i didnt feel like i could give babylon a after seeing that,POSITIVE,Comedy
358,6.0,18 January 2023,"December 23, 2022 (United States)",this movie is an absolutely refreshing pure piece of cinema the storytelling was fantastic and it is a true nod to the industry and history of film making its more of a journey than a movie and i found myself thinking about it for a long time after leaving the cinema this movie evokes emotion in so many ways the sort of movie that feels like a work art i have enormous praise for the cast some of the film had complex and lengthy scenes in which the actors absolutely nailed although a long film this is one i highly recommend for a unique cinema experience and has to be seen at least once,POSITIVE,Comedy
359,3.0,19 March 2023,"December 23, 2022 (United States)",the movie was good the beginning of the movie was a lot of fun and the story as a whole was pretty interesting the problem was really that a little over two hours in and started to wonder if the movie was ever going to end there were like five or more perfectly fine endings i would see the ending and think the credits were about to start rolling but then another scene would start i was beginning to wonder if the movie was ever going to end or if watching this movie was going to just be the rest of my life like a twilight zone situation i was worried that my life was going to be one scene after another of these peoples lives just getting progressively worse until they died and new scenes would start with all new people when it finally ended i got very angry as the actual ending wasnt as good as like the previous five endings i give it a seven because i did enjoy watching it and i did become quite humorous that the movie refused to end,POSITIVE,Comedy
360,8.0,24 January 2023,"December 23, 2022 (United States)",babylon sadly cant maintain its thrilling early momentum but it remains a funny and deliberately overwhelming love letter to hollywood and the power of cinema thats all the better for depicting hollywood in its disgusting warts and all glory margot robbie commands the screen effortlessly with a boundless energy that never lets up across the films hour run time diego calva is a real standout as the calm amongst a storm of chaos keeping the film from completely spiralling out of control brad pitt is great hes disarmingly fine for the first half by simply playing the drunken antics for laughs but then he really shines in the second half where he transitions into a lot of powerful moments of quiet understated contemplation jovan adepo and li jun li have some of the most interesting stories and effortlessly exude confidence but are frustratingly underutilized on the other hand toby maguire only gets one scene but is so effectively creepy that he leaves a lasting impression damien chazelles direction is excellent never lacking in ambition with plenty of snappy movement and an overall scale thats endlessly impressive the music by justin hurwitz is phenomenal its so catchy and easily able to match the chaos on screen,POSITIVE,Comedy
361,6.0,9 March 2023,"December 23, 2022 (United States)",babylon is a movie that depicts excess and the high lifestyle of rising actors from the s we get to see a rise and fall of the main characters but i feel like this couldve been told in a two hour movie rather than an extra hour to shove the lavish excess lifestyle in your face like the first minutes or so is just there to show the lavish overindulgence of the guests in the mansion like its a new years party id compare this movie to boogie nights except its about s hollywood rather than the s rise in the prn industry the main actor rises as a big star then crumbles upon their own ego i did enjoy babylon especially the part where the actors had to do multiple retakes its a nice gag but the rest feels so dragged out why am i giving this movie because the movies run time just feels dragged out it becomes distracting and not as incapsulating as other movies also the ending couldve been cut short rather than force a recap on the party from the beginning of the movie,NEGATIVE,Comedy
362,5.0,9 February 2023,"December 23, 2022 (United States)",this is an odé to the movie industrys cradle as well as an expose over the vulgarity and profanity that surrounded the early days the thing that keeps you from leaving the theatre is the short moments of actual storytelling and acting performances however when you find yourself in the end of the movie jumped by the sheer volume of the obscenities you cant help but feel a bit disappointed the movie industry has come a long way since its early days and while there are still plenty of films that feature vulgarity and profanity the majority of them focus on actual storytelling the transition from mute to sound film and the cowboyfilmmaking and heaps of money that flowed in the industrys youth makes for an interesting scenery but this film fails to deliver on this and everything else,NEGATIVE,Comedy
363,8.0,6 February 2023,"December 23, 2022 (United States)",what a movie first and foremost in my opinion you will love or hate this movie no middle ground for me it was absolutely fantastic from the smart plot and the accuracy in pacing to the fine acting from all the cast especially margot robbie brad pitt and diego calva they did carry this movie and damien chazelle once again a masterpiece this man has never missed fro whiplash to lala land to this what a genious without getting into spoilers this is simply a celebration of cinema a true masterpiece of our time and i am pretty sure if you truly love cinema you will appreciate this movie regardless of your opinion towards it p s amazing ending overall,POSITIVE,Comedy
364,7.0,5 September 2023,"December 23, 2022 (United States)",another movie that is too difficult to rate lots of upsides lots of flaws first of all it should have been shorter minutes duration time is an artistic suicide if your movie is not a masterpiece and this isnt a masterpiece there are too many subplotsscenes that could easily skipped furthermore it should be full comedy when its comedy its almost excellent when its drama its not that good this movie was too superficial and shallow for a drama the only great dramatic moment was the at the end when robbie was talking to diego calva and realised some things this was an entertaining movie there was no reason for all that drama but if you want to add some drama do it correctly drama here seemed like a parody viewer didnt empathize with these characters in order to feel their struggles at least that was the case for me i didnt care much about anyones fate however this was so enjoyable that i cant give it less than stars first of this movie is a pandemonium hilarious and frenetic a feast for the eyes as long as you are ok with a bit debauchery excellent editing excellent acting there were times i was laughing hard a lot of time since i ve watched some good slapstick comedy it reminded me kinda of the party not so great of course after these crazy sequences i cant say that i got boring because it kept my interest until the end the scene with robbie struggling due to the transition to sound movie was delightful but something felt off it kinda dragged damien chazelle created one of the best movies of th century whiplash i trust him as an artist its unthinkable that he is still only years old the best is yet to come,POSITIVE,Comedy
