,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
321,321,9.0,29 July 2019,"Things make sense. Absolute power corrupts absolutely. Not only do the ""Supes"" have powers, they also have the media behind them. Supes, are big business! Advertising, movies, products.

This mirrors my own experience and observations in life. I live in Syracuse Ny. Where everybody in the antiques business knew an auctioneer was wasn't paying consignors for years! But he was spending a lot of advertising money. So you never heard a peep out of TV, radio or the Newspaper. Instead he was constantly proclaimed as honest, integrity, the best one to deal with. When he ran out of money, suddenly he was vilified by all three! The same thing happened with a Mall, and a Mayor, and a big car dealership. Most people knew they were crooks, somehow the news sources were play three blind mice as long as the checks cleared. And that's just in my small community.

This kind getting away with things because the money is good happens all over. Not only getting away with it, but having it reversed on the victims, it was somehow their fault. Like in the very first episode.

But enough preaching about not believing things like these guys must be the best lawyers to hire because they're on TV the most. (it actually means they're looking to settle your case five minutes after you hire them with the least amount of work)

The dialogue is probably the best on TV right now. They define what motivates each character. They writing is superb.

This IS what would happen if 250 super powered beings were running around with nothing to check their activities and hold them accountable. Very few would really be heroes. Actually out helping and saving people.","July 26, 2019 (United States)",things make sense absolute power corrupts absolutely not only do the supes have powers they also have the media behind them supes are big business advertising movies products this mirrors my own experience and observations in life i live in syracuse ny where everybody in the antiques business knew an auctioneer was wasnt paying consignors for years but he was spending a lot of advertising money so you never heard a peep out of tv radio or the newspaper instead he was constantly proclaimed as honest integrity the best one to deal with when he ran out of money suddenly he was vilified by all three the same thing happened with a mall and a mayor and a big car dealership most people knew they were crooks somehow the news sources were play three blind mice as long as the checks cleared and thats just in my small community this kind getting away with things because the money is good happens all over not only getting away with it but having it reversed on the victims it was somehow their fault like in the very first episode but enough preaching about not believing things like these guys must be the best lawyers to hire because theyre on tv the most it actually means theyre looking to settle your case five minutes after you hire them with the least amount of work the dialogue is probably the best on tv right now they define what motivates each character they writing is superb this is what would happen if super powered beings were running around with nothing to check their activities and hold them accountable very few would really be heroes actually out helping and saving people,POSITIVE
323,323,2.0,26 August 2022,"Brilliant series! Just when you think it's going in one direction, it turns around and surprises you.

I was kind of hoping they'd get rid of that annoying, spoiled Homelander, but....err.. nothing. I'll have to wait for next season.

I'm glad they brought Jensen Ackles into the story. I hope to see him again later.","July 26, 2019 (United States)",brilliant series just when you think its going in one direction it turns around and surprises you i was kind of hoping theyd get rid of that annoying spoiled homelander buterr nothing ill have to wait for next season im glad they brought jensen ackles into the story i hope to see him again later,POSITIVE
324,324,10.0,18 August 2022,A masterful deconstruction of the superhero genre expertly blended with dark comedy and brimming with social commentary. I wasn't sure if I was going to like this one at first and it turns out I was right - I don't like it. I love it.,"July 26, 2019 (United States)",a masterful deconstruction of the superhero genre expertly blended with dark comedy and brimming with social commentary i wasnt sure if i was going to like this one at first and it turns out i was right i dont like it i love it,POSITIVE
325,325,10.0,8 July 2022,One of the best super heroes shows of all times. Amazing story and delightful characters development. Impossible not to fall in love with the villain.,"July 26, 2019 (United States)",one of the best super heroes shows of all times amazing story and delightful characters development impossible not to fall in love with the villain,POSITIVE
326,326,10.0,16 November 2020,"I was skeptical to continue watching this show after finishing season 1 because I've read many reviews saying season 2 was not up to par with season 1. After finishing season 2, I must say I don't understand the hate on season 2. Both seasons were great. This show is a lot of fun with dark humor & action and has a refreshing take on superheroes, our superficial society, and even politics. Looking forward to season 3","July 26, 2019 (United States)",i was skeptical to continue watching this show after finishing season because ive read many reviews saying season was not up to par with season after finishing season i must say i dont understand the hate on season both seasons were great this show is a lot of fun with dark humor action and has a refreshing take on superheroes our superficial society and even politics looking forward to season,POSITIVE
328,328,10.0,10 July 2022,"Protagonists have been chasing the same antagonist for three seasons now. After watching the third season, there's no progression in the storyline or plot and just feels like a big waste of time. Not even excited for a fourth season or looking forward to it.","July 26, 2019 (United States)",protagonists have been chasing the same antagonist for three seasons now after watching the third season theres no progression in the storyline or plot and just feels like a big waste of time not even excited for a fourth season or looking forward to it,NEGATIVE
329,329,10.0,7 April 2021,As a non native french speaker I find the Frenchie the best character. I read negative comments about his accent from native speakers. Billy Butchers terrible accent is annoying me personally so I can understand this critique and would wish that American producers would finally understand that native speakers should get casted for roles as such.,"July 26, 2019 (United States)",as a non native french speaker i find the frenchie the best character i read negative comments about his accent from native speakers billy butchers terrible accent is annoying me personally so i can understand this critique and would wish that american producers would finally understand that native speakers should get casted for roles as such,NEGATIVE
330,330,9.0,15 July 2021,"I'll make this quick because I have nothing bad to say about this show.

It's so unique among the superhero genre and that's a huge advantage. The themes and messages the show portrays hold up well and still will years into the future.

Great characters with great actors that make the characters even better. There are so many characters in this show but each one gets their own story and their time to shine.

The story and world building is great as well, with tons of lore put into every episode that helps to solidify the plot and tease future events in the series. With each episode I wanted to watch more and more.

To wrap things up, the comedy almost always hits its mark, the gore is never ending and the absurdness is just the right amount. This show is amazing and I would recommend it to anyone... as long as you don't have a weak stomach cause its VERY brutal.","July 26, 2019 (United States)",ill make this quick because i have nothing bad to say about this show its so unique among the superhero genre and thats a huge advantage the themes and messages the show portrays hold up well and still will years into the future great characters with great actors that make the characters even better there are so many characters in this show but each one gets their own story and their time to shine the story and world building is great as well with tons of lore put into every episode that helps to solidify the plot and tease future events in the series with each episode i wanted to watch more and more to wrap things up the comedy almost always hits its mark the gore is never ending and the absurdness is just the right amount this show is amazing and i would recommend it to anyone as long as you dont have a weak stomach cause its very brutal,POSITIVE
331,331,10.0,3 August 2022,"Honestly this is one of the only 10/10 series in the world in my opinion. Not only is this a good example of what would actualy happen If there were people with superpowers in the world, it also gives one of the best villains ever created: Homelander. The most insane sycopath you'll ever see. As the series goes on you see the bucket get fuller and fuller Until the last drop that makes it overflow. Pacing is great, charachters are really good and you get what they're feeling. It's a must watch.","July 26, 2019 (United States)",honestly this is one of the only series in the world in my opinion not only is this a good example of what would actualy happen if there were people with superpowers in the world it also gives one of the best villains ever created homelander the most insane sycopath youll ever see as the series goes on you see the bucket get fuller and fuller until the last drop that makes it overflow pacing is great charachters are really good and you get what theyre feeling its a must watch,POSITIVE
332,332,7.0,4 September 2019,"The title above basically says it all. Phony superhero's are just like phony celebrities, who seem so honorable but are just a bunch of fakes. So non superhero's put their foot (feet) down & try to do something about it.... maybe they do. Maybe they don't. Have to watch to find out & I'd be shocked if you didn't like the series. Can't wait for next season!","July 26, 2019 (United States)",the title above basically says it all phony superheros are just like phony celebrities who seem so honorable but are just a bunch of fakes so non superheros put their foot feet down try to do something about it maybe they do maybe they dont have to watch to find out id be shocked if you didnt like the series cant wait for next season,NEGATIVE
333,333,4.0,4 September 2024,"The boys was really cool and nice, Billy the leader was creating a special group of people who have feelings of grief from losing their family and friends to the nasty superheroes. There is some really good recruiting with also a lot of uncertainty in the team from Hughie being too jelly like and the Asian girl being super strong but, maybe an enemy lot's of uncertainty in the team which looked nice how it was getting resolved. There is also starlight who had uncertainty in team.

They set traps such as video or CCTV footage that captures illegal pills to enhance the nasty superpowers. The video was then attempted to go public. My favourite part was when Noir got to them in the estate and they had to hide but, Noir was trapped from attacking them cause, of public perception of him.","July 26, 2019 (United States)",the boys was really cool and nice billy the leader was creating a special group of people who have feelings of grief from losing their family and friends to the nasty superheroes there is some really good recruiting with also a lot of uncertainty in the team from hughie being too jelly like and the asian girl being super strong but maybe an enemy lots of uncertainty in the team which looked nice how it was getting resolved there is also starlight who had uncertainty in team they set traps such as video or cctv footage that captures illegal pills to enhance the nasty superpowers the video was then attempted to go public my favourite part was when noir got to them in the estate and they had to hide but noir was trapped from attacking them cause of public perception of him,POSITIVE
334,334,8.0,27 August 2022,"This show is simply awesome. The idea of superheroes being corrupt by corporate money is brilliant.

While there's a serious storyline, these guys could give Trey Parker and Matt Stone a run for their money on making fun of pretty much everything. They take shots at every movement, regardless of political side or angle, and its hilarious the entire way. They don't seem to be slowing down either, it only gets better.

Along with their punches on every mainstream topic, they also throw in a lot of out of the blue dark humor.

I honestly couldn't recommend this series enough, as long as you enjoy a bit of dark humor. If not, eh you probably wouldn't enjoy it.","July 26, 2019 (United States)",this show is simply awesome the idea of superheroes being corrupt by corporate money is brilliant while theres a serious storyline these guys could give trey parker and matt stone a run for their money on making fun of pretty much everything they take shots at every movement regardless of political side or angle and its hilarious the entire way they dont seem to be slowing down either it only gets better along with their punches on every mainstream topic they also throw in a lot of out of the blue dark humor i honestly couldnt recommend this series enough as long as you enjoy a bit of dark humor if not eh you probably wouldnt enjoy it,POSITIVE
336,336,10.0,16 September 2019,"Being a fan of superheroes series/movies, i am used to be extremely dissapointed with the current superheroes productions (coff coff marvel) . I started watching this show with 0 expectations, and ended up sitting up and clapping of joy at the end of every episode (yes..my wife was a little concerned but i couldnt help it)

Awesome series, awesome acting, awesome script.","July 26, 2019 (United States)",being a fan of superheroes seriesmovies i am used to be extremely dissapointed with the current superheroes productions coff coff marvel i started watching this show with expectations and ended up sitting up and clapping of joy at the end of every episode yesmy wife was a little concerned but i couldnt help it awesome series awesome acting awesome script,POSITIVE
337,337,10.0,9 October 2020,"Surprised by all the 10/10 ratings. It's an ok show, but the ratings are a bit inflated.","July 26, 2019 (United States)",surprised by all the ratings its an ok show but the ratings are a bit inflated,POSITIVE
338,338,10.0,17 June 2024,"A terrible script and a predictable story. The series stagnates and the characters feel weak, unwilling to work. Homelander is the only good thing about the show, the problem with that is that the performances of his fellow ""superheroes"" are somewhat poor. Butcher does not seem like that charismatic leader of past seasons. I kind of like that it follows the line of making fun of everything that has society in such a bad state. I wish our team (The Boys) had some victory, even if it was a small one. I hope it improves with the new chapters because they honestly don't make you want to keep watching.","July 26, 2019 (United States)",a terrible script and a predictable story the series stagnates and the characters feel weak unwilling to work homelander is the only good thing about the show the problem with that is that the performances of his fellow superheroes are somewhat poor butcher does not seem like that charismatic leader of past seasons i kind of like that it follows the line of making fun of everything that has society in such a bad state i wish our team the boys had some victory even if it was a small one i hope it improves with the new chapters because they honestly dont make you want to keep watching,NEGATIVE
339,339,9.0,9 July 2022,"If super heros were real in America, this is exactly how it would go down. Brilliant use of super hero powers and corporate America tell such a gory, comedic story.","July 26, 2019 (United States)",if super heros were real in america this is exactly how it would go down brilliant use of super hero powers and corporate america tell such a gory comedic story,POSITIVE
340,340,9.0,30 July 2019,"From the beginning throughout and to the very last episode, this show keeps you engaged. It's believable, rigid, and polished enough to hopefully span over several seasons. Each actor perfectly complemented the next not in a cheesy way but in a let's take our time on casting this show way. Netflix, particularly since they have gotten into the rhythm of churning out terrible shows and movies and only a few gems is in trouble with the quality that Amazon is releasing. This is EASILY the best superhero show I've seen.

Side note: it's not family friendly. But it's damn good. Binged the entire season in a couple of days and looking forward to the next.","July 26, 2019 (United States)",from the beginning throughout and to the very last episode this show keeps you engaged its believable rigid and polished enough to hopefully span over several seasons each actor perfectly complemented the next not in a cheesy way but in a lets take our time on casting this show way netflix particularly since they have gotten into the rhythm of churning out terrible shows and movies and only a few gems is in trouble with the quality that amazon is releasing this is easily the best superhero show ive seen side note its not family friendly but its damn good binged the entire season in a couple of days and looking forward to the next,POSITIVE
341,341,10.0,24 July 2023,"This is quite the opposite of your average marvel movie. ""The Boys"" is a gripping and inventive TV series that fearlessly deconstructs the superhero genre. Led by Karl Urban's magnetic performance as Billy Butcher, the ragtag group of vigilantes takes audiences on a rollercoaster ride through a dark world of corrupt superheroes. With thought-provoking storytelling and sharp humor, this Amazon Prime Original stands tall amidst an oversaturated market of superhero content. However, be warned of its unapologetically mature content that pushes boundaries. If you crave a thrilling and unforgettable journey that challenges your perceptions of heroism, ""The Boys"" is a must-watch.","July 26, 2019 (United States)",this is quite the opposite of your average marvel movie the boys is a gripping and inventive tv series that fearlessly deconstructs the superhero genre led by karl urbans magnetic performance as billy butcher the ragtag group of vigilantes takes audiences on a rollercoaster ride through a dark world of corrupt superheroes with thoughtprovoking storytelling and sharp humor this amazon prime original stands tall amidst an oversaturated market of superhero content however be warned of its unapologetically mature content that pushes boundaries if you crave a thrilling and unforgettable journey that challenges your perceptions of heroism the boys is a mustwatch,POSITIVE
343,343,4.0,4 August 2020,"If there were really super heroes, they would be corrupt in this corrupt world. A superb production. I'm looking forward to the second season","July 26, 2019 (United States)",if there were really super heroes they would be corrupt in this corrupt world a superb production im looking forward to the second season,POSITIVE
344,344,10.0,8 August 2021,"The series is really good, the first season is a masterpiece in the superhero show out there and way better than all the CW crap of shows(Arrow, Flash, Supergirl), the series combine perfectly comedy with the gore and dark humor; season 2 is also good but not at the level of season 1.","July 26, 2019 (United States)",the series is really good the first season is a masterpiece in the superhero show out there and way better than all the cw crap of showsarrow flash supergirl the series combine perfectly comedy with the gore and dark humor season is also good but not at the level of season,POSITIVE
345,345,10.0,6 January 2024,"Violent, Gory, Explicit but also Deeply Satirical and Critical of the world of superheroes and more importantly, the corporate driven world we live in. As one of the characters in the show very rightly puts it ""When in history has it ever been about anything other than Business."" Its unafraid and unapologetic in exposing the glam and gloom side of celebrity culture, and the consequences of treating them as gods. And its a treat to watch.

Anthony Starr as Homelander is hands down the best written and acted villain in all of TV show history, maybe even all of cinema dare I say. Karl Urban (as Billy Butcher) is also amazing in the role. The show is worth watching based on these 2 actors' charismatic performances alone.

Not to take anything away from any of the other cast members, Erin Moriarty ( as Starlight), Jack Quaid (as Hughie), Tomer Capone (as Frenchie), Laz Alonso (as MM) and many others all bring their A game which makes the show all the more entertaining to watch.

Binge The Boys if you are looking for an escape from the endless superhero media content out there.","July 26, 2019 (United States)",violent gory explicit but also deeply satirical and critical of the world of superheroes and more importantly the corporate driven world we live in as one of the characters in the show very rightly puts it when in history has it ever been about anything other than business its unafraid and unapologetic in exposing the glam and gloom side of celebrity culture and the consequences of treating them as gods and its a treat to watch anthony starr as homelander is hands down the best written and acted villain in all of tv show history maybe even all of cinema dare i say karl urban as billy butcher is also amazing in the role the show is worth watching based on these actors charismatic performances alone not to take anything away from any of the other cast members erin moriarty as starlight jack quaid as hughie tomer capone as frenchie laz alonso as mm and many others all bring their a game which makes the show all the more entertaining to watch binge the boys if you are looking for an escape from the endless superhero media content out there,POSITIVE
346,346,10.0,26 July 2019,"The humor, so many unnecessary deaths, the contempt against the normal humans ... i love it :)","July 26, 2019 (United States)",the humor so many unnecessary deaths the contempt against the normal humans i love it,POSITIVE
347,347,8.0,26 July 2019,Loved the show from the first episode till the last. Now I see why Amazon renewed it for the second season before the first season even aired.,"July 26, 2019 (United States)",loved the show from the first episode till the last now i see why amazon renewed it for the second season before the first season even aired,POSITIVE
349,349,9.0,28 July 2019,Amazing series finally something different from marvel and dc,"July 26, 2019 (United States)",amazing series finally something different from marvel and dc,POSITIVE
350,350,10.0,26 July 2019,"My god this is so great! Gory, wild, mature. A tad predictable but still refreshing enough. Absolutely stunning piece of television entertainment. All acting are pretty on point, the scenario seems plausible enough to be ""real,"" think about it, we are all human and when human obtain absolute power bad thing happens. BTW, from what I heard from my friend, this is already toned down compares to original comic which kinda blew my mind.","July 26, 2019 (United States)",my god this is so great gory wild mature a tad predictable but still refreshing enough absolutely stunning piece of television entertainment all acting are pretty on point the scenario seems plausible enough to be real think about it we are all human and when human obtain absolute power bad thing happens btw from what i heard from my friend this is already toned down compares to original comic which kinda blew my mind,POSITIVE
351,351,6.0,1 August 2019,The best antidote of crazy fake super heroes from Marvel and DC. The antagonist and protagonist are super epic the cast is RIGHT on. Every moment has intense psychology to it. This anti super hero squad has just the right amount of gore drama fiction and emotions,"July 26, 2019 (United States)",the best antidote of crazy fake super heroes from marvel and dc the antagonist and protagonist are super epic the cast is right on every moment has intense psychology to it this anti super hero squad has just the right amount of gore drama fiction and emotions,POSITIVE
352,352,2.0,5 October 2020,Used to be great.... now it's just another show pushing the left agenda. Can't we just make shows without some type of bias anymore? Garbage,"July 26, 2019 (United States)",used to be great now its just another show pushing the left agenda cant we just make shows without some type of bias anymore garbage,POSITIVE
353,353,10.0,26 July 2019,"This is what happens when you get good actors and script that gives them something to work with.

Has been done before (like all thing) but this does it more well produced and clever. Best iteration of it","July 26, 2019 (United States)",this is what happens when you get good actors and script that gives them something to work with has been done before like all thing but this does it more well produced and clever best iteration of it,POSITIVE
354,354,10.0,26 July 2019,"Honestly, I respect the minds behind TV series like ""The boys"". Those creators are worth to be talked about. I mean, I love MCU! They are on their way to make an epic for the ages of cinema and movie industry. But a very few people read non-mainstream comic books, and even less thinks deep enough to make a good show about that. And my, this show. It becomes better by every passing moment. Just give it a watch. And if you have started late up night, there is a good chance you will mess up your schedule for next morning.","July 26, 2019 (United States)",honestly i respect the minds behind tv series like the boys those creators are worth to be talked about i mean i love mcu they are on their way to make an epic for the ages of cinema and movie industry but a very few people read nonmainstream comic books and even less thinks deep enough to make a good show about that and my this show it becomes better by every passing moment just give it a watch and if you have started late up night there is a good chance you will mess up your schedule for next morning,POSITIVE
355,355,8.0,12 August 2019,Finally a series that is relevant without being woke. Not afraid to push the boundaries. Outrageously funny! This is the type of fresh creative content we desperately need. Great work Amazon for stepping outside the box!,"July 26, 2019 (United States)",finally a series that is relevant without being woke not afraid to push the boundaries outrageously funny this is the type of fresh creative content we desperately need great work amazon for stepping outside the box,POSITIVE
356,356,9.0,18 October 2020,"S1 was great. The acting, storytelling, everything. S2 was decent but I felt it was VERY preachy and I felt the whole arch in S2 was lame. Yes racism is bad we know but making an entire season based on that premise? I also felt like it was a little more predictable and cliche in S2.

Also some of the stories are just boring and I found myself skipping through. All of The Deeps scenes were an insta skip for me. Adds absolutely nothing to the story. Also way to much filler. But theres so much filler because the actual story is paper thin. All in all I feel like this show tries to be different but its actually pretty predictable and they try to throw you ""off guard"" with gore scenes here and there. S1 = 8. S2 = 6.5.","July 26, 2019 (United States)",s was great the acting storytelling everything s was decent but i felt it was very preachy and i felt the whole arch in s was lame yes racism is bad we know but making an entire season based on that premise i also felt like it was a little more predictable and cliche in s also some of the stories are just boring and i found myself skipping through all of the deeps scenes were an insta skip for me adds absolutely nothing to the story also way to much filler but theres so much filler because the actual story is paper thin all in all i feel like this show tries to be different but its actually pretty predictable and they try to throw you off guard with gore scenes here and there s s,NEGATIVE
357,357,9.0,23 June 2024,"After watching the first 4 episodes of season four I am so disappointed. Is this show here to entertain an audience, or to display and promote Kripke's politics? He is giving into hubris, thinking his views are more important than the story. His comments about the audience shows he thinks very little of us and obviously considers himself above the common viewer. I think this show needs to be cancelled now, stop before you ruin this franchise.

Maybe hire some decent writers? Start catering to your audience. Stop mocking your viewers. I'm not watching this anymore, it's the some as all the other garbage.","July 26, 2019 (United States)",after watching the first episodes of season four i am so disappointed is this show here to entertain an audience or to display and promote kripkes politics he is giving into hubris thinking his views are more important than the story his comments about the audience shows he thinks very little of us and obviously considers himself above the common viewer i think this show needs to be cancelled now stop before you ruin this franchise maybe hire some decent writers start catering to your audience stop mocking your viewers im not watching this anymore its the some as all the other garbage,NEGATIVE
358,358,8.0,4 August 2019,Really good. Can't wait for season 2. Watched it all in a day,"July 26, 2019 (United States)",really good cant wait for season watched it all in a day,POSITIVE
359,359,8.0,27 July 2019,"Very entertaining, great effects and a great cast!","July 26, 2019 (United States)",very entertaining great effects and a great cast,POSITIVE
360,360,7.0,7 November 2021,"Dint quite like & enjoy season 1, but season 2 definitely made the cut. Great storyline, acting & character development. A few scenes were a bit off, yet continued watching season 2 and was worth it. Recommend watching!","July 26, 2019 (United States)",dint quite like enjoy season but season definitely made the cut great storyline acting character development a few scenes were a bit off yet continued watching season and was worth it recommend watching,POSITIVE
361,361,1.0,2 November 2019,"A few people mentioned The Boys, but none were effusive about it. So my expectations were that it would be ok, but not great. I'm glad to say my expectations were wrong.

It's at the other end of the scale from the excellent Marvel films, which unflinchingly portray heroic superheroes; much closer to the Marvel series like Jessica Jones, that delve into the psyche of the heroes themselves. Unlike Marvel's heroes, those in The Boys aren't just flawed, they are convincingly broken.

The subtext, the shocking brutality, the corporate manipulation, the impotence or obliviousness of ordinary people and the terrifying prospect of such power in the hands of charismatic, amoral celebrity makes for an outstanding alternative to the superhero mythos; one that is almost believable (bad physics notwithstanding). Add some excellent acting, especially from Homelander, and this is a series you should watch.","July 26, 2019 (United States)",a few people mentioned the boys but none were effusive about it so my expectations were that it would be ok but not great im glad to say my expectations were wrong its at the other end of the scale from the excellent marvel films which unflinchingly portray heroic superheroes much closer to the marvel series like jessica jones that delve into the psyche of the heroes themselves unlike marvels heroes those in the boys arent just flawed they are convincingly broken the subtext the shocking brutality the corporate manipulation the impotence or obliviousness of ordinary people and the terrifying prospect of such power in the hands of charismatic amoral celebrity makes for an outstanding alternative to the superhero mythos one that is almost believable bad physics notwithstanding add some excellent acting especially from homelander and this is a series you should watch,POSITIVE
362,362,9.0,22 October 2021,"An entertaining look into a world where being super doesn't necessarily mean being better.

I haven't read the comics but I love the show. I didn't realize a mostly evil, misguided version of the Justice League could be so fun!

An interesting twist in that the real heroes of the show, who are trying to bring the supes to justice, are a ragtag group made up of mostly regular people.

Very much looking forward to season 3 and the addition of Jensen Ackles.","July 26, 2019 (United States)",an entertaining look into a world where being super doesnt necessarily mean being better i havent read the comics but i love the show i didnt realize a mostly evil misguided version of the justice league could be so fun an interesting twist in that the real heroes of the show who are trying to bring the supes to justice are a ragtag group made up of mostly regular people very much looking forward to season and the addition of jensen ackles,POSITIVE
363,363,9.0,24 September 2019,Loved it! loved it! Loved it! A particular high point for me was Urbans take on Dickins's Bill Sikes. All thats missing is Bulls-eye the dog!,"July 26, 2019 (United States)",loved it loved it loved it a particular high point for me was urbans take on dickinss bill sikes all thats missing is bullseye the dog,POSITIVE
364,364,9.0,23 October 2019,"Okay, it's a very good show. I usually do not watch fantasy's shows, but this one kept me from skipping boring minutes of being bored ( erm, just a few ). BTW, it's not comedy, more of a drama, crime and, of course, fantasy with a dose of reality.","July 26, 2019 (United States)",okay its a very good show i usually do not watch fantasys shows but this one kept me from skipping boring minutes of being bored erm just a few btw its not comedy more of a drama crime and of course fantasy with a dose of reality,POSITIVE
365,365,8.0,10 September 2019,"Karl urban & Anthony Starr are the show runners. Thanks to Amazon for making this TV show, big relief from all the generic & pathetic superhero movies. Although, I have a issue with the ending of this series where suddenly things appear out of no where, like any other TV show.","July 26, 2019 (United States)",karl urban anthony starr are the show runners thanks to amazon for making this tv show big relief from all the generic pathetic superhero movies although i have a issue with the ending of this series where suddenly things appear out of no where like any other tv show,NEGATIVE
366,366,9.0,1 July 2024,"Big fan of Karl Urban but this is worst season of this show and of any show I have ever seen. It like the producers and directors are trying to be every single thing in that would shock or offend anyone who watches just for that purpose. Your audience is better than this or are they. I know I am. I am not watching this crap anymore. Karl, find better scrips. That goes for every actor in here. Was the money just too good to turn down? Money really is the root of all evil and least in this case. This show is just nasty and what is so bad is I enjoyed the 1st season and it just kept going downhill.","July 26, 2019 (United States)",big fan of karl urban but this is worst season of this show and of any show i have ever seen it like the producers and directors are trying to be every single thing in that would shock or offend anyone who watches just for that purpose your audience is better than this or are they i know i am i am not watching this crap anymore karl find better scrips that goes for every actor in here was the money just too good to turn down money really is the root of all evil and least in this case this show is just nasty and what is so bad is i enjoyed the st season and it just kept going downhill,NEGATIVE
367,367,9.0,25 September 2019,"It is the best dark comedy tv show I have ever seen. Having been thrilled with plot twist at the last episode, I cannot say that I could have guessed what would happen at the end.","July 26, 2019 (United States)",it is the best dark comedy tv show i have ever seen having been thrilled with plot twist at the last episode i cannot say that i could have guessed what would happen at the end,POSITIVE
368,368,9.0,28 September 2019,"Best thing I've seen in a long time. Superb acting across the board, brilliant writing. This is an excellent series. Definitely intended for mature audiences, but this sets the standard for a super hero series.","July 26, 2019 (United States)",best thing ive seen in a long time superb acting across the board brilliant writing this is an excellent series definitely intended for mature audiences but this sets the standard for a super hero series,POSITIVE
369,369,9.0,27 October 2019,Very good stories about heroes. Butcher is a good man. Fight scenes so good and perfect. I wanna to see the 2 season .,"July 26, 2019 (United States)",very good stories about heroes butcher is a good man fight scenes so good and perfect i wanna to see the season,POSITIVE
370,370,6.0,23 September 2019,Loved watching a different type of super hero movie. Plus I'm quite proud of my cousin playing Ashley Bennett.,"July 26, 2019 (United States)",loved watching a different type of super hero movie plus im quite proud of my cousin playing ashley bennett,POSITIVE
371,371,8.0,30 September 2019,"Written well and nice to see something different than the normal superhero show. Has romance, drama, and even a few laughs","July 26, 2019 (United States)",written well and nice to see something different than the normal superhero show has romance drama and even a few laughs,POSITIVE
372,372,9.0,30 December 2021,"The show has quite an original and interesting plot. Superheroes aren't a force of good, they are not saving the day. At best they are an inefficient, violent, and glorified police force. But more often than not the (super)power gets to their head and they become unpleasant, some even psychopathic. Many of the ""supes"" abuse their power and cause more harm than good. It has good action and an interesting story.

The missing star is because it is often a bit too graphicly violent for me. Graphic violence can be great for inciting strong emotions, but sometimes it gets a little too unpleasant. However, that is not a major point. I strongly recommend this series, it is perhaps the most exciting series I have ever watched.","July 26, 2019 (United States)",the show has quite an original and interesting plot superheroes arent a force of good they are not saving the day at best they are an inefficient violent and glorified police force but more often than not the superpower gets to their head and they become unpleasant some even psychopathic many of the supes abuse their power and cause more harm than good it has good action and an interesting story the missing star is because it is often a bit too graphicly violent for me graphic violence can be great for inciting strong emotions but sometimes it gets a little too unpleasant however that is not a major point i strongly recommend this series it is perhaps the most exciting series i have ever watched,POSITIVE
373,373,9.0,9 January 2022,"Amazon know how to create a great captivating superhero series. Both the invincible and the boys.

It's the perfect example on how to respect the source material in comics and still add a flavor of it's own.

Advised for all!

I still can't believe how two Amazon creators can be this great in the boys and this awful in the Wheel of time. I would love to see the wheel of time redone by the boys creators.","July 26, 2019 (United States)",amazon know how to create a great captivating superhero series both the invincible and the boys its the perfect example on how to respect the source material in comics and still add a flavor of its own advised for all i still cant believe how two amazon creators can be this great in the boys and this awful in the wheel of time i would love to see the wheel of time redone by the boys creators,POSITIVE
375,375,8.0,8 July 2022,"If you find yourself ""rolling your eyes"" at superhero films because the good heroes never let their powers get the better of them and always save the day without hurting anyone ""innocent"" (aka those that ""deserve"" to live), and the bad guys/girls who initially seemed superior becoming exponentially inferior towards the end, so they are defeated with seconds to spare, then The Boys is a great antidote.

So why 6/10 instead of 10/10?

Because of the last episode of season 3. What a disappointment (1/10).

It goes against everything the show is about (according to me anyway).

That episode itself feels like the show is now a victim of it's own success.

What a shame that it chose to go down the same path as all the other boring, ""by the book"", ""off the shelf"", ""factory scripted"" superhero films.","July 26, 2019 (United States)",if you find yourself rolling your eyes at superhero films because the good heroes never let their powers get the better of them and always save the day without hurting anyone innocent aka those that deserve to live and the bad guysgirls who initially seemed superior becoming exponentially inferior towards the end so they are defeated with seconds to spare then the boys is a great antidote so why instead of because of the last episode of season what a disappointment it goes against everything the show is about according to me anyway that episode itself feels like the show is now a victim of its own success what a shame that it chose to go down the same path as all the other boring by the book off the shelf factory scripted superhero films,NEGATIVE
376,376,8.0,3 February 2020,"After all the copy-paste action superhero movies that filled the last decade, The Boys bring some fresh air with its different take on the superhero stereotype. No more paladins of justice but exploitative, manipulative bastards thriving in a capitalistic world where the superhero is now a commodity. It's gritty, dark and hilarious without being pretentious or pandering. Most of all, though, it's just fun. Great characters, acting and an interesting, although at times reused, storyline. Especially the main protagonist and antagonist, elevate the quality of the show presenting two opposing views that coalesce in a communal disregard for the boundaries of good and evil. Definitely worth watching. Hopefully, after the great first season, it will stay on the right track.","July 26, 2019 (United States)",after all the copypaste action superhero movies that filled the last decade the boys bring some fresh air with its different take on the superhero stereotype no more paladins of justice but exploitative manipulative bastards thriving in a capitalistic world where the superhero is now a commodity its gritty dark and hilarious without being pretentious or pandering most of all though its just fun great characters acting and an interesting although at times reused storyline especially the main protagonist and antagonist elevate the quality of the show presenting two opposing views that coalesce in a communal disregard for the boundaries of good and evil definitely worth watching hopefully after the great first season it will stay on the right track,POSITIVE
