,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
153,153,8.0,17 March 2023,"Golden Globe Winner

Best Performance by an Actor in a Television Series - Drama

Michael C. Hall

Golden Globe Winner

Best Performance by an Actor in a Supporting Role

John Lithgow

Primetime Emmy Winner

Outstanding Directing for a Drama Series

Steve Shill

Primetime Emmy Winner

Outstanding Guest Actor in a Drama Series

Screen Actors Guild Awards (2010)

Actor Winner

Outstanding Performance by a Male Actor in a Drama Series

Michael C. Hall

love this series though normally I don't like bloody shows. It puts you on edge for most part. It started strong, but it seems they run out of ideas on some episodes. All characters were great though on some parts Debra gave me headache.... I feel like they pushed the character too hard on the love part that the character was annoying sometimes.","October 1, 2006 (United States)",golden globe winner best performance by an actor in a television series drama michael c hall golden globe winner best performance by an actor in a supporting role john lithgow primetime emmy winner outstanding directing for a drama series steve shill primetime emmy winner outstanding guest actor in a drama series screen actors guild awards actor winner outstanding performance by a male actor in a drama series michael c hall love this series though normally i dont like bloody shows it puts you on edge for most part it started strong but it seems they run out of ideas on some episodes all characters were great though on some parts debra gave me headache i feel like they pushed the character too hard on the love part that the character was annoying sometimes,POSITIVE
154,154,8.0,26 January 2020,"This shows potential was incredible. Season 1-4 was phenomenal (a clear 10/10), but then it went down more and more and the series finale ended in a disaster. Such a dissapointment... :'(","October 1, 2006 (United States)",this shows potential was incredible season was phenomenal a clear but then it went down more and more and the series finale ended in a disaster such a dissapointment,NEGATIVE
155,155,10.0,2 October 2008,"So far the only interesting aspect of this show is the fact that this guy is a well trained sociopath though the fact that it's overstressed through his inner monologue, flashbacks and knee-jerk reaction to ""real"" emotion i'm probably going to get tired of that. The Latin American co-worker is overplayed and kills me when he says something in Spanish and then hurriedly repeats it in English. I live in LA. I know what spanglish is. This is extremely lame. I will say the girlfriend relationship is quasi interesting but it seems to be screaming at you that they'll attempt sex and then it will get weird. shocking. Like i said, the flash backs and inner monologue trash this show. When using a subject like a socially adapted psycho you really don't need to shove down my throat the fact that the guy is a weird-o. I get it. shell of a man...blah blah blah. what else.....hummm..... well i've got this disk one of the first season and they are two, maybe three episodes left and i just don't think it will be worth watching the rest. Does it get better?","October 1, 2006 (United States)",so far the only interesting aspect of this show is the fact that this guy is a well trained sociopath though the fact that its overstressed through his inner monologue flashbacks and kneejerk reaction to real emotion im probably going to get tired of that the latin american coworker is overplayed and kills me when he says something in spanish and then hurriedly repeats it in english i live in la i know what spanglish is this is extremely lame i will say the girlfriend relationship is quasi interesting but it seems to be screaming at you that theyll attempt sex and then it will get weird shocking like i said the flash backs and inner monologue trash this show when using a subject like a socially adapted psycho you really dont need to shove down my throat the fact that the guy is a weirdo i get it shell of a manblah blah blah what elsehummm well ive got this disk one of the first season and they are two maybe three episodes left and i just dont think it will be worth watching the rest does it get better,NEGATIVE
156,156,10.0,9 June 2022,"Superb series, contains everything; crime, drama, dark humor, comedy, mystery, upheavals, etc. It does not disappoint in any way. The movie line always keeps you in suspense, always new materials. I recommend it, and if you are of the same opinion, there is a little surprise attached to this series, Books ""Darkly Dreaming Dexter"" and a mini series ""Dexter New Blood"". I hope they continue with New Blood.","October 1, 2006 (United States)",superb series contains everything crime drama dark humor comedy mystery upheavals etc it does not disappoint in any way the movie line always keeps you in suspense always new materials i recommend it and if you are of the same opinion there is a little surprise attached to this series books darkly dreaming dexter and a mini series dexter new blood i hope they continue with new blood,POSITIVE
157,157,6.0,21 May 2021,Wow.. what a web series! Just couldn't sleep.. u get so involved in the series that u can't just shut the TV.. One of the best series ever created.. Background music is awesome.. The way each and every season is interlinked and gets traced back to Dexter and the way he escapes everytime is just amazingly written and taken..,"October 1, 2006 (United States)",wow what a web series just couldnt sleep u get so involved in the series that u cant just shut the tv one of the best series ever created background music is awesome the way each and every season is interlinked and gets traced back to dexter and the way he escapes everytime is just amazingly written and taken,POSITIVE
158,158,10.0,27 May 2021,Such an amazing show. Only flaw of the show would be too much coincidences. Anyways looking forward for the season 9.,"October 1, 2006 (United States)",such an amazing show only flaw of the show would be too much coincidences anyways looking forward for the season,POSITIVE
161,161,10.0,13 July 2021,"The day I started watcing dexter,I told anyone that it's gonna get to my top 3 and now what i said has come true!","October 1, 2006 (United States)",the day i started watcing dexteri told anyone that its gonna get to my top and now what i said has come true,POSITIVE
162,162,10.0,26 May 2019,"The 1st season was incredible. Such a surprise show at the time.

But the 3rd didn't work as good.

The last season I was like wtf. Like game of thrones.... So I recommend 2 first seasons and keep going till you decide not too.

I even imagined a season story where dexter would be visiting like Scotland or Ireland(is red hair lol) and would use is knowledge to track down an evil Priest. Then came season 4 with a religious killer ! Strange....","October 1, 2006 (United States)",the st season was incredible such a surprise show at the time but the rd didnt work as good the last season i was like wtf like game of thrones so i recommend first seasons and keep going till you decide not too i even imagined a season story where dexter would be visiting like scotland or irelandis red hair lol and would use is knowledge to track down an evil priest then came season with a religious killer strange,POSITIVE
163,163,9.0,3 August 2024,"Season 4 of ""Dexter"" was both fun and nightmarish. It managed to strike an incredible balance between gallows humor and trauma. The series created its own unique, insulated world where we became invested in the hopes and dreams of the dysfunctional, vigilante murderer Dexter Morgan. This season revolved around Dexter's quest for a balanced home life while satisfying his inner bloodlust. Ultimately, it taught him a tragic lesson: there's no way to serve two masters. The finale left us with a mix of emotions, reflecting Dexter's evolution and the consequences of his choices. I love Dexter serie.","October 1, 2006 (United States)",season of dexter was both fun and nightmarish it managed to strike an incredible balance between gallows humor and trauma the series created its own unique insulated world where we became invested in the hopes and dreams of the dysfunctional vigilante murderer dexter morgan this season revolved around dexters quest for a balanced home life while satisfying his inner bloodlust ultimately it taught him a tragic lesson theres no way to serve two masters the finale left us with a mix of emotions reflecting dexters evolution and the consequences of his choices i love dexter serie,POSITIVE
164,164,10.0,7 May 2023,"I just finished binging 96 episodes of Dexter's from beginning to end and it gives me vibes of classics such as ""the wire"" or ""the sopranos"".

However, unlike those series, It surprisingly consistent across 8 years of shooting and you would be hard press to know this is now almost 20 years old.

It's also very consistent in the writing department. The first season is an adaptation of the book while the subsequent ones introduce the villain of the year, usually a very high profile guest star.

Even the shooting angles are kept consistent across episodes and we are treated to a few cross-references and enough Easter eggs without it being gaudy.

Having ended in 2013, the show is mercifully free of any woke material, and for those of you tired of politics rammed into everything we watched these days, it is a very good choice.

Direction is good but nothing incredible and the writing is solid without being out there. We get the usual deus ex machina, and only 3x7 stands out as being particularly well written.

The show ends rather abruptly and you can tell midseason that they were given their marching orders as suddenly arcs are droppped, secondary characters disappear and the story takes a turn for behaviors that are out of character.

Overall, the budget does not match some of the more outlandish settings and you will quickly get used to some rather cheap sets, including oh hum ""airports"" and ""restaurants"".

Acting is on point but for a show about serial killers. It is surprisingly light on psychology and just repeats the same point over and over again which can get a little tiring.

However, it is extremely bingeable and again the absence of woke content suddenly gives it a new shine in 2023

7/10, solid television, would be a 5 or 6 usually but it's consistency saves it.","October 1, 2006 (United States)",i just finished binging episodes of dexters from beginning to end and it gives me vibes of classics such as the wire or the sopranos however unlike those series it surprisingly consistent across years of shooting and you would be hard press to know this is now almost years old its also very consistent in the writing department the first season is an adaptation of the book while the subsequent ones introduce the villain of the year usually a very high profile guest star even the shooting angles are kept consistent across episodes and we are treated to a few crossreferences and enough easter eggs without it being gaudy having ended in the show is mercifully free of any woke material and for those of you tired of politics rammed into everything we watched these days it is a very good choice direction is good but nothing incredible and the writing is solid without being out there we get the usual deus ex machina and only x stands out as being particularly well written the show ends rather abruptly and you can tell midseason that they were given their marching orders as suddenly arcs are droppped secondary characters disappear and the story takes a turn for behaviors that are out of character overall the budget does not match some of the more outlandish settings and you will quickly get used to some rather cheap sets including oh hum airports and restaurants acting is on point but for a show about serial killers it is surprisingly light on psychology and just repeats the same point over and over again which can get a little tiring however it is extremely bingeable and again the absence of woke content suddenly gives it a new shine in solid television would be a or usually but its consistency saves it,POSITIVE
165,165,8.0,15 June 2016,"It says a LOT about modern audiences that a show in which someone commits a slow BDSM murder on a crying human being in the opening five minutes of the first episode is one of the biggest hits in TV history.

I don't care what kind of excuses the show gives itself - this is about a man who methodically hunts people down and the climax is him slaughtering that individual in a creative, brutal manner.

Wake up call to people who enjoy this series: you are a closet sadist and/or masochist. You need to open up to yourself about these hidden feelings.

Addition: This is not what a psychopath (APD) is like. I have spent time with psychopaths before, even shared a house with one for three years, and they are absolutely NOT like this. Dexter is the Hollywood interpretation of antisocial personality disorder, not the real deal.","October 1, 2006 (United States)",it says a lot about modern audiences that a show in which someone commits a slow bdsm murder on a crying human being in the opening five minutes of the first episode is one of the biggest hits in tv history i dont care what kind of excuses the show gives itself this is about a man who methodically hunts people down and the climax is him slaughtering that individual in a creative brutal manner wake up call to people who enjoy this series you are a closet sadist andor masochist you need to open up to yourself about these hidden feelings addition this is not what a psychopath apd is like i have spent time with psychopaths before even shared a house with one for three years and they are absolutely not like this dexter is the hollywood interpretation of antisocial personality disorder not the real deal,POSITIVE
166,166,10.0,8 February 2022,"The only problem with this series is that the Deb is endlessly horny. It was pretty useless to watch their ridiculous relationships. Dexter is a classic for me. Despite the newly released new blood series, it still feels better. Because here we get to know and watch Dexter more.","October 1, 2006 (United States)",the only problem with this series is that the deb is endlessly horny it was pretty useless to watch their ridiculous relationships dexter is a classic for me despite the newly released new blood series it still feels better because here we get to know and watch dexter more,POSITIVE
168,168,10.0,6 October 2020,"I enjoyed this series, like a lot!

It is a very unique show. The feeling of survival and never ending criminals lurking, and dexter as the main character, it is super fun, seriously.

It had very good seasons as well as some neutral ones. Overall, quality had its stability, the sense of the show continued. And I mean even the 6th and 7th season perhaps.

However, my kind of generous rooting for the show cannot let 8th season be another valuable season. The theme of the show and moments it sure provided early on, 8th season didn't introduce any excitement whatsoever. It was a dull, uncared repetition which I am sure everyone realized. Imagine how worse it would feel if Evelyn Vogel was not portrayed by that wonderful lady!

I just realized maybe there should be a story behind this 8th season ridiculousness... anyways...

Despite, especially the uniqueness of the show and of course well execution of it, will always make this show in the 'one level behind top tiers' for me.","October 1, 2006 (United States)",i enjoyed this series like a lot it is a very unique show the feeling of survival and never ending criminals lurking and dexter as the main character it is super fun seriously it had very good seasons as well as some neutral ones overall quality had its stability the sense of the show continued and i mean even the th and th season perhaps however my kind of generous rooting for the show cannot let th season be another valuable season the theme of the show and moments it sure provided early on th season didnt introduce any excitement whatsoever it was a dull uncared repetition which i am sure everyone realized imagine how worse it would feel if evelyn vogel was not portrayed by that wonderful lady i just realized maybe there should be a story behind this th season ridiculousness anyways despite especially the uniqueness of the show and of course well execution of it will always make this show in the one level behind top tiers for me,POSITIVE
170,170,4.0,26 September 2024,"In general, it made me struggle with moral and philosophical thoughts. Of course, this varies depending on which perspective you look at. The series is really great in this aspect, Dexter may be the best serial killer series ever (there aren't many options anyway). If I didn't really think that the story got worse towards the end, it would have been rated 10 in my eyes. But still, the character of Dexter is unique in my eyes, I have never seen a character like him before. Additionally the bond of love with his sister reminded me once again how much I love my sister, but in the way it should be ofc :))","October 1, 2006 (United States)",in general it made me struggle with moral and philosophical thoughts of course this varies depending on which perspective you look at the series is really great in this aspect dexter may be the best serial killer series ever there arent many options anyway if i didnt really think that the story got worse towards the end it would have been rated in my eyes but still the character of dexter is unique in my eyes i have never seen a character like him before additionally the bond of love with his sister reminded me once again how much i love my sister but in the way it should be ofc,POSITIVE
171,171,9.0,29 September 2020,"I had some troubles at first watching this TV Show. I don't know why but the first season is difficult to watch in some ways. Because it's difficult to understand Dexter and to have empathy for him at first. Then, each season is great with great new characters and a great casting. I must say, one of the best thing in Dexter is the casting and the performance of all actors. The story writting is also great. My advice, don't stop at the first episodes, try at least 2 seasons.","October 1, 2006 (United States)",i had some troubles at first watching this tv show i dont know why but the first season is difficult to watch in some ways because its difficult to understand dexter and to have empathy for him at first then each season is great with great new characters and a great casting i must say one of the best thing in dexter is the casting and the performance of all actors the story writting is also great my advice dont stop at the first episodes try at least seasons,POSITIVE
173,173,10.0,14 October 2021,"A very captivating series, the script is super clever and well built, and I liked it terribly, the actors are well chosen especially Michael C. Hall who plays great For a long time I wanted to look at the Dexter, but being too long I never started it. Thanks to quarantine I saw the best series, in my opinion.....","October 1, 2006 (United States)",a very captivating series the script is super clever and well built and i liked it terribly the actors are well chosen especially michael c hall who plays great for a long time i wanted to look at the dexter but being too long i never started it thanks to quarantine i saw the best series in my opinion,POSITIVE
174,174,10.0,28 September 2021,"First, full disclosure. I don't think Dexter is a 'monster.' I have no moral dilemmas with his character. I like what Dexter does. He's a trash man. He provides a very valuable service to society.

I hadn't watched Dexter since it first aired, but I wanted to rewatch the series preparatory to a new and final season that was announced, especially after Season 8 was such an unmitigated disaster. I hope the new limited series, Dexter: New Blood, coming in November, can give Dexter the appropriate send-off it deserves.

The absolute highlight of the series continues to be the perfectly written and note-perfect delivery of the narration by Michael C. Hall as 'Dexter.' They are so wry and dry, almost British.

Also, it remains a great mystery as to where Dexter's money comes from. He has a great boat. Bought his apartment, then the one next door and broke through. Employs a full-time Nanny. Has a go-bag with 10's, if not 100's, of thousands in cash in multiple currencies and several passports. All this on a salary of about 50K.

As is becoming a popular theme with popular streaming series', most of them run too long. There are so few 'The Soprano's' that had perfect runs and brilliant endings. Even 'Breaking Bad' ran one season too long, with the Season 4 ending, with Walter White saying to Skyler: ""I won!"" Being perfect. So did 'Boardwalk Empire' with a terrible final season. So too, Dexter should have ended after Season 4. Season 6 was the worst, closely followed by Season 8.

Lazy, Hollywood writing: Dexter coping to be a drug addict for an entire season. Deb being promoted from patrolman to Lieutenant-absurd. Dexter toying with 'Trinity' passing up repeated opportunities to kill him.

Michael C. Hall is just outstanding in the title role. He has a very tough job to stay within the lines. In less skilled hands, 'Dexter' could have become unlikeable and then the show would fail. Conversely, he could have become over-the -top camp and then we wouldn't have taken his 'dark passenger' seriously. Hall captures the multi-faceted aspects of Dexter's character, and then delivers the brilliant narration of 'Dexter's' inner monologue. His interactions with 'Harry' are also a highlight.

Jennifer Carpenter inhabits the character of (Deb) and delivers humor and pathos. But, upon second watching, I found her (Deb) original charms to be tedious and annoying. Her insatiable neediness, wearing. Her rude, profane manner, tiring. In addition, Deb is one of these people who are always upset when someone close is withholding info. ""Tell me. Tell me. I need to know."" Then, when they find out, they cannot handle it and blame the messenger. She is a bad interviewer because of the fact that she cannot shut up. She talks when she should listen. She has no poker face. She is an emotional wreck who has no business being a homicide investigator. I found her annoying in the extreme as her insatiable neediness, combined with absolutely no filter on her motor mouth, wore thin on this viewing. As well as her raging promiscuity and her hopeless taste in men.

James Remar is note-perfect as Dexter's deceased father, although he is overused in some episodes.

Julie Benz, is not my cuppa, but worse her manipulative, passive-aggressive character was even more annoying than her acting. I was glad when she was out.

David Zayas is an absolute standout as Sgt. Angel Batista, character-wise solid gold. He's the best policeman and the best person on the force. He also has some of the best dead-pan lines, beautifully delivered.

C. S. Lee's 'Masuka' is a delightfully, creepy, comedic foil and tension breaker.

How did Desmond Harrington wrangle a 'Guest Starring' credit? Not a fan of the actor, nor the character.

I was surprised to see that I changed my view of LaGuerta. I really disliked her in my original viewing, but this time around I found myself wondering why I had done so. She is perfectly played by Luna Lauren Velez.

The guest stints: Ray Stevenson was my favorite, followed by John Lithgow and Jimmy Smits.

Best Episodes: S1:E12 Born Free; S2: E11 Left Turn Ahead; S2: E12 The British Invasion; S3: E12 Do You Take Dexter Morgan?; S4: E12 The Getaway; S5: E9 Teenage Wasteland; S5: E12 The Big One; S7: E1 You...?; S7: E12 Surprise M*****F*****!; S8: E5 This Little Piggy;

Worst Episodes: S2: E5 The Dark Defender; S4: E1 Living The Dream (one of the worst of the entire series); S4: E2 Remains To Be Seen; Season 4: E3 Blinded By The Light; S4: E7 Slack Tide; S4: E8 Road Kill (absolutely absurd plotting that Dexter saves Trinity so he can kill him-terrible episode!); S4: E9 Hungry Man; Season 5:E1 My Bad; S. Season 5:E1 My Bad; Season 5, huge plot hole: The photos of Dexter and Lumen were left in Quinn's apt. Most assuredly, after Quinn was taken into custody, the police would have searched his apt. And found those photos. The entire Season 6; S7: E2; S8: E1.

Best Season: Season 1 Worst Season: Season 6.

UPDATE: After watching the absolutely horrid reboot, Dexter: New Blood, and it's repugnant ending, this series ending is much better.","October 1, 2006 (United States)",first full disclosure i dont think dexter is a monster i have no moral dilemmas with his character i like what dexter does hes a trash man he provides a very valuable service to society i hadnt watched dexter since it first aired but i wanted to rewatch the series preparatory to a new and final season that was announced especially after season was such an unmitigated disaster i hope the new limited series dexter new blood coming in november can give dexter the appropriate sendoff it deserves the absolute highlight of the series continues to be the perfectly written and noteperfect delivery of the narration by michael c hall as dexter they are so wry and dry almost british also it remains a great mystery as to where dexters money comes from he has a great boat bought his apartment then the one next door and broke through employs a fulltime nanny has a gobag with s if not s of thousands in cash in multiple currencies and several passports all this on a salary of about k as is becoming a popular theme with popular streaming series most of them run too long there are so few the sopranos that had perfect runs and brilliant endings even breaking bad ran one season too long with the season ending with walter white saying to skyler i won being perfect so did boardwalk empire with a terrible final season so too dexter should have ended after season season was the worst closely followed by season lazy hollywood writing dexter coping to be a drug addict for an entire season deb being promoted from patrolman to lieutenantabsurd dexter toying with trinity passing up repeated opportunities to kill him michael c hall is just outstanding in the title role he has a very tough job to stay within the lines in less skilled hands dexter could have become unlikeable and then the show would fail conversely he could have become overthe top camp and then we wouldnt have taken his dark passenger seriously hall captures the multifaceted aspects of dexters character and then delivers the brilliant narration of dexters inner monologue his interactions with harry are also a highlight jennifer carpenter inhabits the character of deb and delivers humor and pathos but upon second watching i found her deb original charms to be tedious and annoying her insatiable neediness wearing her rude profane manner tiring in addition deb is one of these people who are always upset when someone close is withholding info tell me tell me i need to know then when they find out they cannot handle it and blame the messenger she is a bad interviewer because of the fact that she cannot shut up she talks when she should listen she has no poker face she is an emotional wreck who has no business being a homicide investigator i found her annoying in the extreme as her insatiable neediness combined with absolutely no filter on her motor mouth wore thin on this viewing as well as her raging promiscuity and her hopeless taste in men james remar is noteperfect as dexters deceased father although he is overused in some episodes julie benz is not my cuppa but worse her manipulative passiveaggressive character was even more annoying than her acting i was glad when she was out david zayas is an absolute standout as sgt angel batista characterwise solid gold hes the best policeman and the best person on the force he also has some of the best deadpan lines beautifully delivered c s lees masuka is a delightfully creepy comedic foil and tension breaker how did desmond harrington wrangle a guest starring credit not a fan of the actor nor the character i was surprised to see that i changed my view of laguerta i really disliked her in my original viewing but this time around i found myself wondering why i had done so she is perfectly played by luna lauren velez the guest stints ray stevenson was my favorite followed by john lithgow and jimmy smits best episodes se born free s e left turn ahead s e the british invasion s e do you take dexter morgan s e the getaway s e teenage wasteland s e the big one s e you s e surprise mf s e this little piggy worst episodes s e the dark defender s e living the dream one of the worst of the entire series s e remains to be seen season e blinded by the light s e slack tide s e road kill absolutely absurd plotting that dexter saves trinity so he can kill himterrible episode s e hungry man season e my bad s season e my bad season huge plot hole the photos of dexter and lumen were left in quinns apt most assuredly after quinn was taken into custody the police would have searched his apt and found those photos the entire season s e s e best season season worst season season update after watching the absolutely horrid reboot dexter new blood and its repugnant ending this series ending is much better,POSITIVE
175,175,10.0,14 November 2018,"After a good start to build good will, it proceeded to leech off that, as it fairly rapidly became worse, then worse, the maybe improved slightly, then became trash, which continued until the show ended.","October 1, 2006 (United States)",after a good start to build good will it proceeded to leech off that as it fairly rapidly became worse then worse the maybe improved slightly then became trash which continued until the show ended,NEGATIVE
176,176,10.0,4 September 2020,"I so didn't want to love this show because it pushes the boundaries of my fears, but every episode I found myself getting deeper and deeper into the storyline. So many times I said ""Ok, that's it, I can't watch this anymore"" only to have day dreams about what's going to happen next to jaw me on the edge of my seat again. It's the kind of show that makes you forget that they are actors. You feel like you actually know them personally. For better or for worse. Lol","October 1, 2006 (United States)",i so didnt want to love this show because it pushes the boundaries of my fears but every episode i found myself getting deeper and deeper into the storyline so many times i said ok thats it i cant watch this anymore only to have day dreams about whats going to happen next to jaw me on the edge of my seat again its the kind of show that makes you forget that they are actors you feel like you actually know them personally for better or for worse lol,POSITIVE
178,178,10.0,1 June 2021,Look yes the last few seasons it wasn't as great but for us people who love the serial killer genre it was magnificent and gave us a different take a storyline. Dexter the ultimate killer who only kills bad people unless he makes a mistake from time to time. This was top 3 all time series for me. I am so glad it's coming back after a disappointing finale. Glad Deborah is dead she was so annoying! Can't wait for the new plot but I'll admit will be missing most of the original cast. This was and will forever be a unique and groundbreaking show that always kept you on the edge of your seat with killers. Hail Dexters return hopefully for many more seasons!!,"October 1, 2006 (United States)",look yes the last few seasons it wasnt as great but for us people who love the serial killer genre it was magnificent and gave us a different take a storyline dexter the ultimate killer who only kills bad people unless he makes a mistake from time to time this was top all time series for me i am so glad its coming back after a disappointing finale glad deborah is dead she was so annoying cant wait for the new plot but ill admit will be missing most of the original cast this was and will forever be a unique and groundbreaking show that always kept you on the edge of your seat with killers hail dexters return hopefully for many more seasons,POSITIVE
179,179,6.0,15 December 2021,"A character that we sympathize with. One of the best written series aside from Breaking Bad. If you where to binge all.

The first two series where based upon book called Darkly Dreaming Dexter by Jeff Lindsay. No i havent read it yet but i own it.","October 1, 2006 (United States)",a character that we sympathize with one of the best written series aside from breaking bad if you where to binge all the first two series where based upon book called darkly dreaming dexter by jeff lindsay no i havent read it yet but i own it,POSITIVE
180,180,2.0,27 May 2020,Truely the one man show. There were loopeholes in the cases but this man just makes everything go away. And makes this one of the best series ever made.,"October 1, 2006 (United States)",truely the one man show there were loopeholes in the cases but this man just makes everything go away and makes this one of the best series ever made,POSITIVE
181,181,10.0,17 July 2021,"Maybe I shouldn't give it 10 stars because the ending of the series is the worst (after GoT of course) and I found season 6 just mediocre. But otherwise this show is just perfect. And the protagonist, Dexter Morgan- a serial killing psychopathic anti hero, is surprisingly the fictional character that I can most relate with.

Seasons 1-5 and Season 7 are among the best things ever created for television. It has everything- humour, family drama, brilliant acting, excellent writing, haunting soundtrack and a wonderful cast. There are many thrilling moments in every episode and they usually end on a cliffhanger. Dexter is a good choice for binge-watch.

Even those who haven't watched Dexter might be familiar with the premise since it's one of the widely discussed shows. Dexter Morgan is a unique character in entire fiction played amazingly well by Michael C Hall. He also delivered probably the best voice over narration in tv show history. All other cast have acted so well such that I can't imagine them in any other roles. Deb, Batista, Masuka, LaGuerta, Lundy, Doakes, Trinity killer, ice truck killer.. damn, the show had too many strong characters.

I highly recommend this show to anyone who is looking for a good crime thriller series. Perhaps you want to skip the finale and just wait for season 9 to release.","October 1, 2006 (United States)",maybe i shouldnt give it stars because the ending of the series is the worst after got of course and i found season just mediocre but otherwise this show is just perfect and the protagonist dexter morgan a serial killing psychopathic anti hero is surprisingly the fictional character that i can most relate with seasons and season are among the best things ever created for television it has everything humour family drama brilliant acting excellent writing haunting soundtrack and a wonderful cast there are many thrilling moments in every episode and they usually end on a cliffhanger dexter is a good choice for bingewatch even those who havent watched dexter might be familiar with the premise since its one of the widely discussed shows dexter morgan is a unique character in entire fiction played amazingly well by michael c hall he also delivered probably the best voice over narration in tv show history all other cast have acted so well such that i cant imagine them in any other roles deb batista masuka laguerta lundy doakes trinity killer ice truck killer damn the show had too many strong characters i highly recommend this show to anyone who is looking for a good crime thriller series perhaps you want to skip the finale and just wait for season to release,POSITIVE
186,186,10.0,12 March 2022,"These shows are so well thought out, you find yourself cheering for the serial killer. Hope they continue in after New Blood. Highly addictive. Great story line, a little more sex scenes than I would prefer-we get it, they had sex, move on.","October 1, 2006 (United States)",these shows are so well thought out you find yourself cheering for the serial killer hope they continue in after new blood highly addictive great story line a little more sex scenes than i would preferwe get it they had sex move on,POSITIVE
188,188,9.0,30 June 2021,I just completed dexter I don't know what to do with my 50 years left.,"October 1, 2006 (United States)",i just completed dexter i dont know what to do with my years left,POSITIVE
189,189,7.0,10 February 2021,I loved this show from the beginning. Great cast. Superb acting. Different from other crime shows. If you are considering watching this show just watch. You wont regret. Love all the characters.,"October 1, 2006 (United States)",i loved this show from the beginning great cast superb acting different from other crime shows if you are considering watching this show just watch you wont regret love all the characters,POSITIVE
190,190,4.0,21 January 2023,"I really loved my previous watch... Banshee - probably the best box set I've seen so far with Anthony Starr playing the perfect goodie / baddie perfectly, courting disaster, fighting crime and being on both sides of the law at the same time... all while being a whisker away from being caught throughout.

Then I got that empty feeling when you finally finish a box set so I searched for suggestions for similar box sets to watch and was not disappointed with Dexter!

Compelling, edgy, nervy, clever and definitely one of the most suspenseful watches I've seen!

One of those watches where you don't want to turn the tv off and go to bed. Literally keeping you up late at night watching more! Many great late nights watching this.

The dynamics with the cast, filming style and well coordinated flashbacks to let you into the mind of the character make this a must watch!!

Michael C Hall knocks this one well out of the park!

In one word... brilliant!","October 1, 2006 (United States)",i really loved my previous watch banshee probably the best box set ive seen so far with anthony starr playing the perfect goodie baddie perfectly courting disaster fighting crime and being on both sides of the law at the same time all while being a whisker away from being caught throughout then i got that empty feeling when you finally finish a box set so i searched for suggestions for similar box sets to watch and was not disappointed with dexter compelling edgy nervy clever and definitely one of the most suspenseful watches ive seen one of those watches where you dont want to turn the tv off and go to bed literally keeping you up late at night watching more many great late nights watching this the dynamics with the cast filming style and well coordinated flashbacks to let you into the mind of the character make this a must watch michael c hall knocks this one well out of the park in one word brilliant,POSITIVE
191,191,9.0,23 October 2021,"Loved the series a lot and waiting eagerly for Season 9.

How Dexter manages every critical situation and every time his luck saving him is the key of this series, best suspense series.","October 1, 2006 (United States)",loved the series a lot and waiting eagerly for season how dexter manages every critical situation and every time his luck saving him is the key of this series best suspense series,POSITIVE
192,192,9.0,28 January 2020,"High quality stuff from Season 01 to 04, with a great/careful character construction for Dexter, but then it just goes down the hole. It's a shame they did not take the opportunity to wrap it up perfectly with the epic Season 04 ending. After that it is just disappointment after disappointment until it has become a big pile of garbage.","October 1, 2006 (United States)",high quality stuff from season to with a greatcareful character construction for dexter but then it just goes down the hole its a shame they did not take the opportunity to wrap it up perfectly with the epic season ending after that it is just disappointment after disappointment until it has become a big pile of garbage,NEGATIVE
193,193,10.0,2 June 2024,"There are few TV shows that manage to maintain such a high level of quality from the beginninguntiltheend. I watched the whole show waiting for a physiological drop in hype or plot holes, but every season kept me glued to the screen. I was intrigued, excited and entertained. An exceptional cast for a compelling story made of ""greys"", of nuances, where there are no stereotypes, no good and evil, but all the facets of human beings formed by different experiences. I laughed, cried and held my breath. I grew fond of the characters and felt empty after the last episode. These are the emotions that a show should arouse in the viewer.","October 1, 2006 (United States)",there are few tv shows that manage to maintain such a high level of quality from the beginninguntiltheend i watched the whole show waiting for a physiological drop in hype or plot holes but every season kept me glued to the screen i was intrigued excited and entertained an exceptional cast for a compelling story made of greys of nuances where there are no stereotypes no good and evil but all the facets of human beings formed by different experiences i laughed cried and held my breath i grew fond of the characters and felt empty after the last episode these are the emotions that a show should arouse in the viewer,POSITIVE
