,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
409,409,9.0,8 February 2019,"A touching story about 2 very unlikely friends turns out to be one of the best films I have ever seen. Before this I had never seen a French film and was worried about being lost in translation and unfamiliarity with the cast, but the language does not at all take away from the experience and the acting is phenomenal. Although no art form is perfect, this film is a masterpiece and deserves every 10 stars I have given here. It hits the mark in every area. The music is excellent and very well fitting, the humor is absolutely hilarious and relatable, the cinematography is on point, and the story itself has good structure and is very well fitting. This is an experience you won't forget.","November 2, 2011 (France)",a touching story about very unlikely friends turns out to be one of the best films i have ever seen before this i had never seen a french film and was worried about being lost in translation and unfamiliarity with the cast but the language does not at all take away from the experience and the acting is phenomenal although no art form is perfect this film is a masterpiece and deserves every stars i have given here it hits the mark in every area the music is excellent and very well fitting the humor is absolutely hilarious and relatable the cinematography is on point and the story itself has good structure and is very well fitting this is an experience you wont forget,POSITIVE
410,410,1.0,18 December 2023,"One of the strengths of ""Intouchables"" lies in the brilliant performances of its lead actors. François Cluzet and Omar Sy share excellent on-screen chemistry, delivering performances that are both heartwarming and humorous. The film's success also stems from its ability to tackle serious themes, such as disability and societal expectations, with a light touch and genuine humanity.

The soundtrack, featuring a variety of genres and styles, adds to the film's charm and emotional impact. The use of music, particularly the recurring theme of ""Una Mattina"" by Ludovico Einaudi, enhances the emotional resonance of key scenes.","November 2, 2011 (France)",one of the strengths of intouchables lies in the brilliant performances of its lead actors françois cluzet and omar sy share excellent onscreen chemistry delivering performances that are both heartwarming and humorous the films success also stems from its ability to tackle serious themes such as disability and societal expectations with a light touch and genuine humanity the soundtrack featuring a variety of genres and styles adds to the films charm and emotional impact the use of music particularly the recurring theme of una mattina by ludovico einaudi enhances the emotional resonance of key scenes,POSITIVE
413,413,1.0,12 March 2023,"The first time I watched Intouchables was back in high school. We had to watch the film in English in order to improve our listening skills. Since then, I have watched this movie a few times and it has become one of my favorite films ever. Intouchables is a heartfelt story about friendship. The film is loosely based on the true story of Abdel Sallou's friendship with a paralysed millionaire Phillipe. In the film, Phillipe hires a young man from the projects named Driss to take care of him and they both develop an unlikely friendship.

The story is very interesting and shows that two people from different races can confront their obstacles in life. The main leads, Francois Cluzet and Omar Sy, are fantastic and share great chemistry together.

It also has great moments of humour that brought a smile to my face. I love how the relationship between Driss and Phillipe develops from two people arguing against each other to becoming true friends.

Some movies can work with a good story but they need good performances; in Untouchables, it's almost impossible to determine who carried the film, both Cluzet and Sy were great.

The soundtrack of the film is also brilliant and adds to the emotional scenes in the film. Great movie, it's a must-watch.","November 2, 2011 (France)",the first time i watched intouchables was back in high school we had to watch the film in english in order to improve our listening skills since then i have watched this movie a few times and it has become one of my favorite films ever intouchables is a heartfelt story about friendship the film is loosely based on the true story of abdel sallous friendship with a paralysed millionaire phillipe in the film phillipe hires a young man from the projects named driss to take care of him and they both develop an unlikely friendship the story is very interesting and shows that two people from different races can confront their obstacles in life the main leads francois cluzet and omar sy are fantastic and share great chemistry together it also has great moments of humour that brought a smile to my face i love how the relationship between driss and phillipe develops from two people arguing against each other to becoming true friends some movies can work with a good story but they need good performances in untouchables its almost impossible to determine who carried the film both cluzet and sy were great the soundtrack of the film is also brilliant and adds to the emotional scenes in the film great movie its a mustwatch,POSITIVE
414,414,1.0,16 January 2021,The Intouchables is film about a quadriplegic millionaire who hires a man who is not suited for the job to take care of him. The film is a masterpiece its funny and really makes you appreciate life more and more. I though if I ever was a quadriplegic I will want Omar Sy to be my assistant definitely. I always think that the worst feeling to have for someone is pity what ever the situation is. The scene most magical scene is at the party of Philippe's birthday - that music by the orchestra was not to dance-to everyone thought that if the music is danceble is going to make Philippe uncomfortable but when Driss decides to dance everyone just started to dance with him and Philippe really was happy despite that he couldn't. The film was based on a true story and ITS A MUST SEE for everyone.,"November 2, 2011 (France)",the intouchables is film about a quadriplegic millionaire who hires a man who is not suited for the job to take care of him the film is a masterpiece its funny and really makes you appreciate life more and more i though if i ever was a quadriplegic i will want omar sy to be my assistant definitely i always think that the worst feeling to have for someone is pity what ever the situation is the scene most magical scene is at the party of philippes birthday that music by the orchestra was not to danceto everyone thought that if the music is danceble is going to make philippe uncomfortable but when driss decides to dance everyone just started to dance with him and philippe really was happy despite that he couldnt the film was based on a true story and its a must see for everyone,POSITIVE
415,415,1.0,5 March 2023,"My taste in movies is pretty narrow. Untouchables was recommended to me and about 10 mins I could tell that it was going to be at the very least a worthwhile watch even though its not what would typically be on my 'To Watch' list.

Give me low budget mind-bending sci Fi, and I'll be satisfied with anything you could throw at me. While I enjoy typical dramas on occasion, you'd rarely see me mark one more than a 6 or 7. Even something like 'The Father' had to have a certain twisty element like it did to work for me.

To be brutally honest 'Intouchable' is far from an original movie. The 'odd-couple who end up bringing out the best in each other' trope has been done a million times.

Yet Untouchable feels fresh and unique somehow. The acting is excellent, as is the direction, cinematography, music and sound.","November 2, 2011 (France)",my taste in movies is pretty narrow untouchables was recommended to me and about mins i could tell that it was going to be at the very least a worthwhile watch even though its not what would typically be on my to watch list give me low budget mindbending sci fi and ill be satisfied with anything you could throw at me while i enjoy typical dramas on occasion youd rarely see me mark one more than a or even something like the father had to have a certain twisty element like it did to work for me to be brutally honest intouchable is far from an original movie the oddcouple who end up bringing out the best in each other trope has been done a million times yet untouchable feels fresh and unique somehow the acting is excellent as is the direction cinematography music and sound,POSITIVE
416,416,1.0,4 April 2020,"There are no words to explain how awesome this movie is. A true friendship, based in real life events, can be two-way rewarding. Excellent!","November 2, 2011 (France)",there are no words to explain how awesome this movie is a true friendship based in real life events can be twoway rewarding excellent,POSITIVE
417,417,8.0,30 September 2024,"Intouchables uses camera language and a unique film genre to show the deep friendship between two social classes. In the first meeting between Philip and Driss, close-ups and close-ups emphasize the differences in their personalities. Philip's elegance and calmness contrast with Driss's confidence and humor. In the scene where Driss takes Philip for a ride, dynamic shots capture the relaxed atmosphere in the car, showing the transformation of their relationship. As a comedy drama, the film alleviates the heaviness of life through humor and warmth, showing friendship across social classes, and has a strong emotional resonance.","November 2, 2011 (France)",intouchables uses camera language and a unique film genre to show the deep friendship between two social classes in the first meeting between philip and driss closeups and closeups emphasize the differences in their personalities philips elegance and calmness contrast with drisss confidence and humor in the scene where driss takes philip for a ride dynamic shots capture the relaxed atmosphere in the car showing the transformation of their relationship as a comedy drama the film alleviates the heaviness of life through humor and warmth showing friendship across social classes and has a strong emotional resonance,POSITIVE
418,418,1.0,21 September 2020,"Untouchables (original title) must be one of the movies with perfect jokes about a misfortune, despite it has a lot of sarcastic and ironic dialogues, it doesn't bother you but it immerses into a naivety and honesty world. The cast is gorgeous, the music very touching and the final really makes you sigh. Perhaps the best comedy-biography-drama movie of this century. Period.","November 2, 2011 (France)",untouchables original title must be one of the movies with perfect jokes about a misfortune despite it has a lot of sarcastic and ironic dialogues it doesnt bother you but it immerses into a naivety and honesty world the cast is gorgeous the music very touching and the final really makes you sigh perhaps the best comedybiographydrama movie of this century period,POSITIVE
420,420,8.0,26 December 2023,"No explosions, no special effects, no superheroes.... OOppps superheroes... there are two of them.,..... wonderful story told by two fantastic actors..... And script played so well that you cry and laugh at the same time....

Story is simple - [simple?] - a very rich aristocrat get paralyzed and he is limited to wheelchair with no control over his body except head. He gets a care taker who not only proves to be black but also seems to have no respect to the man. And since he does not struggle to please him he treats him a as a normal guy!

That is a story of a friendship and bond created between two unique men. They fit. They complete each other. Their energy is filled with will of life.

Lots of wonderful sense of humor. Watch for the moments when Omar Sy plays barber and makes fun from his ""helpless victim"" who gets most of the fun of it actually ....

Watching this movie is like a powerful pill of life motivation. I have watched it some 10 times and will another 100 more. Enjoy!","November 2, 2011 (France)",no explosions no special effects no superheroes ooppps superheroes there are two of them wonderful story told by two fantastic actors and script played so well that you cry and laugh at the same time story is simple simple a very rich aristocrat get paralyzed and he is limited to wheelchair with no control over his body except head he gets a care taker who not only proves to be black but also seems to have no respect to the man and since he does not struggle to please him he treats him a as a normal guy that is a story of a friendship and bond created between two unique men they fit they complete each other their energy is filled with will of life lots of wonderful sense of humor watch for the moments when omar sy plays barber and makes fun from his helpless victim who gets most of the fun of it actually watching this movie is like a powerful pill of life motivation i have watched it some times and will another more enjoy,POSITIVE
421,421,1.0,25 March 2022,"This was the perfect antidote to watching a rather dark humourless series. No great depth in the plot but it was amusing and well-acted by the two main characters.

I'd certainly recommend this.","November 2, 2011 (France)",this was the perfect antidote to watching a rather dark humourless series no great depth in the plot but it was amusing and wellacted by the two main characters id certainly recommend this,POSITIVE
422,422,1.0,9 March 2023,"The first time I watched Intouchables was back in high school. We had to watch the film in English in order to improve our listening skills. Since then, I have watched this movie a few times and it has become one of my favorite films ever. Intouchables is a heartfelt story about friendship. The film is about the relationship and prejudice between two races. The film is loosely based on the true story of Abdel Sallou's friendship with a paralyzed millionaire, Phillipe Pozzo di Borgo. In the film, Phillipe hires a young man from the projects named Driss to take care of him and they both develop an unlikely friendship.

The story is very interesting and shows that two people from different races can confront their obstacles in life. The main leads, Francois Cluzet and Omar Sy, are fantastic and share great chemistry together. It also has great moments of humor that brought a smile to my face.

I love how the relationship between Driss and Phillipe develops from two people arguing against each other to becoming true friends. Some movies can work with a good story but they need good performances; in Untouchables, it's almost impossible to determine who carried the film, both Cluzet and Sy were great. The soundtrack of the film is also brilliant and adds to the emotional scenes in the film.

Great movie, it's a must-watch 🙂","November 2, 2011 (France)",the first time i watched intouchables was back in high school we had to watch the film in english in order to improve our listening skills since then i have watched this movie a few times and it has become one of my favorite films ever intouchables is a heartfelt story about friendship the film is about the relationship and prejudice between two races the film is loosely based on the true story of abdel sallous friendship with a paralyzed millionaire phillipe pozzo di borgo in the film phillipe hires a young man from the projects named driss to take care of him and they both develop an unlikely friendship the story is very interesting and shows that two people from different races can confront their obstacles in life the main leads francois cluzet and omar sy are fantastic and share great chemistry together it also has great moments of humor that brought a smile to my face i love how the relationship between driss and phillipe develops from two people arguing against each other to becoming true friends some movies can work with a good story but they need good performances in untouchables its almost impossible to determine who carried the film both cluzet and sy were great the soundtrack of the film is also brilliant and adds to the emotional scenes in the film great movie its a mustwatch,POSITIVE
423,423,9.0,11 April 2020,"Funny and emotional at the same time, highly recomend you to watch. Very educational movie.","November 2, 2011 (France)",funny and emotional at the same time highly recomend you to watch very educational movie,POSITIVE
424,424,1.0,6 January 2021,The end makes you feel incredibly good. Such an amazing feel-good movie with fantastic music and great storytelling. Omar Sy does an amazing job at portraing his character and it is 100% a recommendation and one of the best foreign films.,"November 2, 2011 (France)",the end makes you feel incredibly good such an amazing feelgood movie with fantastic music and great storytelling omar sy does an amazing job at portraing his character and it is a recommendation and one of the best foreign films,POSITIVE
425,425,9.0,13 October 2020,"I smiled, I laughed, got choked up, but mostly I smiled. This was time well spent. The interaction between the Philippe and Driss was phenomenal, touching, almost childlike. I kept waiting for some weird abruption from Philippe that never came as I relate several scenes to the movie ""The Bucket List."" You should not be disappointed watching this movie.","November 2, 2011 (France)",i smiled i laughed got choked up but mostly i smiled this was time well spent the interaction between the philippe and driss was phenomenal touching almost childlike i kept waiting for some weird abruption from philippe that never came as i relate several scenes to the movie the bucket list you should not be disappointed watching this movie,POSITIVE
426,426,1.0,28 July 2020,"The story has been portrayed wonderfully. No unnecessary drama, just simple and encouragin. It will be unjust if I don't say anything about the soundtrack! Perfect choice in a word! I would say a must watch!","November 2, 2011 (France)",the story has been portrayed wonderfully no unnecessary drama just simple and encouragin it will be unjust if i dont say anything about the soundtrack perfect choice in a word i would say a must watch,POSITIVE
427,427,1.0,11 March 2024,"The story of Philippe and Driss, seemingly vastly different characters at first glance, proves to be incredibly rich in meaning. The richness of the film lies in its ability to touch the deepest depths of the human soul and extract its innermost feelings. The superb performances by François Cluzet and Omar Sy give life and authenticity to the characters. Their dialogues and emotional fluctuations will not leave any viewer indifferent. ""1+1"" is not just a film about friendship and acceptance; it is a true story about self-discovery and finding one's place in the world. It teaches us that we should not judge a person by their appearance or past, as each of us has our own unique story and merits. Despite the heavy moments and profound themes, the film is enveloped in an incredible light of optimism and hope. It shows that even in the darkest times, one can find a glimmer of light and together overcome all trials. In the end, ""1+1"" is not just a film; it is a story that will stay in the heart of every viewer. It reminds us that friendship and understanding are forces capable of overcoming any obstacles and making the world brighter and kinder.","November 2, 2011 (France)",the story of philippe and driss seemingly vastly different characters at first glance proves to be incredibly rich in meaning the richness of the film lies in its ability to touch the deepest depths of the human soul and extract its innermost feelings the superb performances by françois cluzet and omar sy give life and authenticity to the characters their dialogues and emotional fluctuations will not leave any viewer indifferent is not just a film about friendship and acceptance it is a true story about selfdiscovery and finding ones place in the world it teaches us that we should not judge a person by their appearance or past as each of us has our own unique story and merits despite the heavy moments and profound themes the film is enveloped in an incredible light of optimism and hope it shows that even in the darkest times one can find a glimmer of light and together overcome all trials in the end is not just a film it is a story that will stay in the heart of every viewer it reminds us that friendship and understanding are forces capable of overcoming any obstacles and making the world brighter and kinder,POSITIVE
428,428,9.0,19 August 2012,"Not many movies deserve a 10.

This one does.

The comedy is real.

The acting is superb.

The drama is light hearted yet striking.

A lasting impression is what this movie will leave you with.

Simply put, Oscar worthy material.

Now stop reading the reviews and start watching.

ps. I almost passed up this movie because of the language barrier, though french movies seldom disappoint. Don't let that scare you off.

Oh, if you liked this one, you might want to check the movie ""Barney's version"".","November 2, 2011 (France)",not many movies deserve a this one does the comedy is real the acting is superb the drama is light hearted yet striking a lasting impression is what this movie will leave you with simply put oscar worthy material now stop reading the reviews and start watching ps i almost passed up this movie because of the language barrier though french movies seldom disappoint dont let that scare you off oh if you liked this one you might want to check the movie barneys version,POSITIVE
429,429,1.0,20 October 2012,"Hilarious and moving, Intouchables is simply one of the best films of 2012. Based on a true story the unlikely pairing of an immensely wealthy quadriplegic with an African immigrant carer produces line after line and scene after scene that are genuinely funny (and I mean really funny not just a gentle smirk) and also wonderfully acted.

It's a hard film to fault - it isn't over-sentimental or maudlin, but it makes us care - the drama could have been deeper and more dramatic but I, for one, like that it is a genuine odd couple, buddy comedy - it is simply a pleasure to watch - I have seen it twice and enjoyed it more the second time around.

It is also, significantly, one of the most affirming film about disability to date - this is not a film looking for your sympathy or tears - but neither does it gloss over or veer away from disability - but it shouts that disability is not inability or shaming - it is certainly a very strong contender for Best Foreign Film and expect to see an American version (Dustin Hoffman would be great - they are almost twins) soon....","November 2, 2011 (France)",hilarious and moving intouchables is simply one of the best films of based on a true story the unlikely pairing of an immensely wealthy quadriplegic with an african immigrant carer produces line after line and scene after scene that are genuinely funny and i mean really funny not just a gentle smirk and also wonderfully acted its a hard film to fault it isnt oversentimental or maudlin but it makes us care the drama could have been deeper and more dramatic but i for one like that it is a genuine odd couple buddy comedy it is simply a pleasure to watch i have seen it twice and enjoyed it more the second time around it is also significantly one of the most affirming film about disability to date this is not a film looking for your sympathy or tears but neither does it gloss over or veer away from disability but it shouts that disability is not inability or shaming it is certainly a very strong contender for best foreign film and expect to see an american version dustin hoffman would be great they are almost twins soon,POSITIVE
430,430,8.0,24 June 2013,"Brilliant feelgood-movie, based on a true story, of two very different people who become very good friends. Driss is a troubled man without a job and applying to be Phillipe's ""handyman"". Phillipe is paralyzed and needs help to do everything, but everyone that works for him only gives him pity, when he decides to hire Driss he knows that he won't get pity. Driss treats him like he would treat any other person, and that's the start of a very good friendship.

This is one of my absolute favorites of all time, and on my top 10 list of greatest movies ever. This is also my first review at IMDb.

This is a movie for everyone, and unless you speak good french; remember to turn on the subtitles.","November 2, 2011 (France)",brilliant feelgoodmovie based on a true story of two very different people who become very good friends driss is a troubled man without a job and applying to be phillipes handyman phillipe is paralyzed and needs help to do everything but everyone that works for him only gives him pity when he decides to hire driss he knows that he wont get pity driss treats him like he would treat any other person and thats the start of a very good friendship this is one of my absolute favorites of all time and on my top list of greatest movies ever this is also my first review at imdb this is a movie for everyone and unless you speak good french remember to turn on the subtitles,POSITIVE
431,431,1.0,29 August 2012,"Why 10/10? The casting is magnificent, simply perfect in most of the cases... Rarely does the movie uselessly linger. The characters' laughter is simply contagious and in many cases you feel like you'd really like to be able to just somehow cross the line and enter into the movie and become part of it.

Oh, and it's French, which really adds to its flavor.

I didn't read anything about this movie before or after watching it today. But if someone in the future will tell me - ""From the Director of The Intouchables"", I would go for it.

The only thing I found redundant in this movie was the way the story flows - a linear story-line structure would have suited me much better. I think the script tried to hide the fake-ish looking climax to the end of the story... Moving things in front only made it worse.","November 2, 2011 (France)",why the casting is magnificent simply perfect in most of the cases rarely does the movie uselessly linger the characters laughter is simply contagious and in many cases you feel like youd really like to be able to just somehow cross the line and enter into the movie and become part of it oh and its french which really adds to its flavor i didnt read anything about this movie before or after watching it today but if someone in the future will tell me from the director of the intouchables i would go for it the only thing i found redundant in this movie was the way the story flows a linear storyline structure would have suited me much better i think the script tried to hide the fakeish looking climax to the end of the story moving things in front only made it worse,NEGATIVE
432,432,1.0,29 September 2012,"A film full of such delightful twists, surprises and fun-poking at societal norms that I came out refreshed and ready to embrace humanity with all its frailties once again! The acting, above all, is superb. Not a detail is overlooked; it's a life-affirming film. If you miss this, you're a boor! :)

Phillipe and his surprise choice for a caregiver, Driss, have the time of their lives and take us with them. Every preconceived idea about people with special challenges and those from difficult backgrounds is blown to bits by the dynamics of this gem of a film. It's been an international hit! Don't miss it because you're too unadventurous to go to a movie that isn't in English. :)","November 2, 2011 (France)",a film full of such delightful twists surprises and funpoking at societal norms that i came out refreshed and ready to embrace humanity with all its frailties once again the acting above all is superb not a detail is overlooked its a lifeaffirming film if you miss this youre a boor phillipe and his surprise choice for a caregiver driss have the time of their lives and take us with them every preconceived idea about people with special challenges and those from difficult backgrounds is blown to bits by the dynamics of this gem of a film its been an international hit dont miss it because youre too unadventurous to go to a movie that isnt in english,POSITIVE
433,433,1.0,24 March 2013,"I'm not one for leaving reviews and I shall not attempt to describe The Intouchables from a technical standpoint as is often the case with reviews, in terms of lightning and cinematography etc as I'm not the best judge in that sense. I do feel compelled however to comment on the film simply because I have not enjoyed a movie as much as this in a long time, especially a foreign language film which is very much a minority in my viewing history. It's a wonderful heartwarming story of two people from polar opposite walks of life who form the strongest of bonds living in each other's pockets and it is also at times hilarious and I have not laughed so much for as long as I can remember. I found it to be very well acted and the two leads are both very well suited to their roles, it is thoroughly worth watching and can only leave you feeling good at the end","November 2, 2011 (France)",im not one for leaving reviews and i shall not attempt to describe the intouchables from a technical standpoint as is often the case with reviews in terms of lightning and cinematography etc as im not the best judge in that sense i do feel compelled however to comment on the film simply because i have not enjoyed a movie as much as this in a long time especially a foreign language film which is very much a minority in my viewing history its a wonderful heartwarming story of two people from polar opposite walks of life who form the strongest of bonds living in each others pockets and it is also at times hilarious and i have not laughed so much for as long as i can remember i found it to be very well acted and the two leads are both very well suited to their roles it is thoroughly worth watching and can only leave you feeling good at the end,POSITIVE
434,434,8.0,1 February 2012,"Far too often this film is discussed within the limits of the so-called 'political correctness' (why a black man instead of an Arab, as it was in reality, and why must a black man serve a white man, etc. etc.). This film is about friendship of two very different persons, no matter if they are black or white.

I think, that the black man (Omar Sy) was a very good actor in this role, and the white man (Francois Cluzet)was a good actor in this role as well.

And I think that racism will be no more virulent only when people are no more interested in the question if a black, yellow, white or mixed person plays a certain role, but only in the question if he/ she plays the role good or not.","November 2, 2011 (France)",far too often this film is discussed within the limits of the socalled political correctness why a black man instead of an arab as it was in reality and why must a black man serve a white man etc etc this film is about friendship of two very different persons no matter if they are black or white i think that the black man omar sy was a very good actor in this role and the white man francois cluzetwas a good actor in this role as well and i think that racism will be no more virulent only when people are no more interested in the question if a black yellow white or mixed person plays a certain role but only in the question if he she plays the role good or not,POSITIVE
437,437,9.0,21 July 2012,"If you are looking for an alternative to blockbuster superhero movies or Hollywood cookie-cutter romantic comedies, you can do no better than Oliver Nakache and Eric Toledano's film, The Intouchables. Though it has aspects that are familiar and even formulaic, the film redeems itself with its honest emotion and humane message of how vastly different people can learn from each other. Hugely popular in France where it earned $280 million (the second highest grossing film in their history) and was nominated for nine Cesar Awards, The Intouchables can make you forget, however briefly, the day's headlines, and feel good once more about people and the world they inhabit.

Omar Sy, César Best Actor Award winner, is Driss, a poor Senegalese man from the ghettos who is hired to take care of multimillionaire Philippe (Francois Cluzet), a quadriplegic from a paragliding accident. Based on a true story adapted from the memoir ""You Changed My Life"" by Abdel Sellou, Driss is an ex-con who served six months in prison for his part in a robbery and applied for the job in order to be eligible to receive government benefits after he was turned down. Surprisingly, Philippe hires Driss to be his caretaker, telling him that he likes people who ""tell it like it is"" without overt displays of pity or compassion.

The film begins with Driss driving Phillipe's Maserati at dangerous speeds with Philippe next to him on the passenger seat. Stopped by the police, Driss tells the officers that his paralyzed friend must be taken to the hospital immediately as Philippe pretends to have a stroke. Exhilarated by their experience, the two men drive to the seashore to watch the waves in contemplative silence. The events leading up to the incident are then told in flashback. As Philippe's recently hired caretaker, Driss moves into the aristocrat's opulent Paris apartment and learns the job quickly. Before long, he is carrying Philippe from his bed to a chair, carefully dressing him, and even flirting with his assistant Magalie (Audrey Fleurot), but he does draw the line on some activities.

As a result of Driss' high energy, Philippe begins to renew his enthusiasm for life and the two are drawn together by their love of music of diverse types, fast cars, and off-color humor. There are a few sub-plots including Philippe's snarky teenage daughter (Alba Gaïa Kraghede Bellugi) and her problems with her mop-haired boyfriend, and that of Driss' younger brother Adama (Cyril Mendy) and his fears of being the victim in a drug deal but they do not distract from what is essentially a two-character story. There is a lot of warmth and humor in the growing relationship. Driss introduces the staid Philippe to the music of Earth, Wind, and Fire to which Driss dances flamboyantly at Philippe's birthday party, the young caretaker becomes Philippe's barber, showing him some different and not too flattering mustaches, and they enjoy a hang gliding adventure in the French countryside.

While some aspects of culture are ridiculed, the film shows respect for the arts in a way most Hollywood films never would. We actually listen to classical music, view paintings in a museum, and hear Philippe's impassioned poetic letters to Eleonore, who lives in Dunkirk, a woman he's never met. Driss also takes up painting and sells his first work for 11,000 Euros. Also, unlike mainstream American films that seem to exist in a vacuum, there are even references to real life contemporary figures such as Obama, Bush, and Nixon.

While the opportunity is certainly present for mawkish sentimentality, Nakache and Toledano steer clear of that pitfall and opt instead for a genuineness and sincerity that allows us to truly care about each character. Though The Intouchables does have aspects of racial stereotyping, it can be enjoyed simply as a charming, warm-hearted, and funny depiction of friendship between two very different people who are willing to learn from each other about how to celebrate life. While happiness in their lives may still be elusive, in the words of existential psychiatrist Rollo May, ""Joy, rather than happiness, is the goal of life, for joy isbased on the experience of one's identity as a being of worth and dignity.""","November 2, 2011 (France)",if you are looking for an alternative to blockbuster superhero movies or hollywood cookiecutter romantic comedies you can do no better than oliver nakache and eric toledanos film the intouchables though it has aspects that are familiar and even formulaic the film redeems itself with its honest emotion and humane message of how vastly different people can learn from each other hugely popular in france where it earned million the second highest grossing film in their history and was nominated for nine cesar awards the intouchables can make you forget however briefly the days headlines and feel good once more about people and the world they inhabit omar sy césar best actor award winner is driss a poor senegalese man from the ghettos who is hired to take care of multimillionaire philippe francois cluzet a quadriplegic from a paragliding accident based on a true story adapted from the memoir you changed my life by abdel sellou driss is an excon who served six months in prison for his part in a robbery and applied for the job in order to be eligible to receive government benefits after he was turned down surprisingly philippe hires driss to be his caretaker telling him that he likes people who tell it like it is without overt displays of pity or compassion the film begins with driss driving phillipes maserati at dangerous speeds with philippe next to him on the passenger seat stopped by the police driss tells the officers that his paralyzed friend must be taken to the hospital immediately as philippe pretends to have a stroke exhilarated by their experience the two men drive to the seashore to watch the waves in contemplative silence the events leading up to the incident are then told in flashback as philippes recently hired caretaker driss moves into the aristocrats opulent paris apartment and learns the job quickly before long he is carrying philippe from his bed to a chair carefully dressing him and even flirting with his assistant magalie audrey fleurot but he does draw the line on some activities as a result of driss high energy philippe begins to renew his enthusiasm for life and the two are drawn together by their love of music of diverse types fast cars and offcolor humor there are a few subplots including philippes snarky teenage daughter alba gaïa kraghede bellugi and her problems with her mophaired boyfriend and that of driss younger brother adama cyril mendy and his fears of being the victim in a drug deal but they do not distract from what is essentially a twocharacter story there is a lot of warmth and humor in the growing relationship driss introduces the staid philippe to the music of earth wind and fire to which driss dances flamboyantly at philippes birthday party the young caretaker becomes philippes barber showing him some different and not too flattering mustaches and they enjoy a hang gliding adventure in the french countryside while some aspects of culture are ridiculed the film shows respect for the arts in a way most hollywood films never would we actually listen to classical music view paintings in a museum and hear philippes impassioned poetic letters to eleonore who lives in dunkirk a woman hes never met driss also takes up painting and sells his first work for euros also unlike mainstream american films that seem to exist in a vacuum there are even references to real life contemporary figures such as obama bush and nixon while the opportunity is certainly present for mawkish sentimentality nakache and toledano steer clear of that pitfall and opt instead for a genuineness and sincerity that allows us to truly care about each character though the intouchables does have aspects of racial stereotyping it can be enjoyed simply as a charming warmhearted and funny depiction of friendship between two very different people who are willing to learn from each other about how to celebrate life while happiness in their lives may still be elusive in the words of existential psychiatrist rollo may joy rather than happiness is the goal of life for joy is based on the experience of ones identity as a being of worth and dignity,POSITIVE
438,438,8.0,10 March 2017,"It was a great movie, great acting, great script.

I enjoyed watching it, even though i watched it more than 10 times, i still enjoy it and don't get bored.

Their friendship is amazing, the differences between them where visible, but that didn't stopped them for making it great.

I recommend it to everyone !

Watch it now if you haven't done it yet.","November 2, 2011 (France)",it was a great movie great acting great script i enjoyed watching it even though i watched it more than times i still enjoy it and dont get bored their friendship is amazing the differences between them where visible but that didnt stopped them for making it great i recommend it to everyone watch it now if you havent done it yet,POSITIVE
