,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
391,391,10.0,21 June 2005,"I just don't understand why everybody makes such a fuss over this sit com. Sure it's funny sometimes, but it's all bad! We can start with the cast and the acting: IT'S LAME! Did those boys and girls ever take acting lessons? If so, they must have had some pretty lousy teachers, because non of them can act. It's just constant waving and hysterical screaming and yelling. The producers should have hired clowns instead. And the actors got payed for that? And so many awards! Such a waste of time and money...

And the plot. Does it say something? Well, yes, one thing - friends are very important and it's good to have them. And I totally agree. Sure, the atmosphere is warm and friendly, but there is nothing else they can tell. It's just sex, dating and stupid skeleton's coming out of Monica's stuffed closet.

Just lame.","September 22, 1994 (United States)",i just dont understand why everybody makes such a fuss over this sit com sure its funny sometimes but its all bad we can start with the cast and the acting its lame did those boys and girls ever take acting lessons if so they must have had some pretty lousy teachers because non of them can act its just constant waving and hysterical screaming and yelling the producers should have hired clowns instead and the actors got payed for that and so many awards such a waste of time and money and the plot does it say something well yes one thing friends are very important and its good to have them and i totally agree sure the atmosphere is warm and friendly but there is nothing else they can tell its just sex dating and stupid skeletons coming out of monicas stuffed closet just lame,NEGATIVE
392,392,10.0,15 August 2020,"It's been more than a decade since this show is over, but still makes me laugh out loud more than any other shows that are so-called on the same category. I've watched it over and over again and never get bored of the show. The jokes still make sense today.","September 22, 1994 (United States)",its been more than a decade since this show is over but still makes me laugh out loud more than any other shows that are socalled on the same category ive watched it over and over again and never get bored of the show the jokes still make sense today,POSITIVE
393,393,10.0,15 June 2020,Just loved it...nothing to say... Really gonna miss those imaginary buddies,"September 22, 1994 (United States)",just loved itnothing to say really gonna miss those imaginary buddies,POSITIVE
394,394,10.0,28 May 2021,"It's simply one of the best shows ever that ALWAYS manages to make you smile, laugh and cry. It's an emotional bombardment that is unique in it's own. Simply amazing.","September 22, 1994 (United States)",its simply one of the best shows ever that always manages to make you smile laugh and cry its an emotional bombardment that is unique in its own simply amazing,POSITIVE
395,395,7.0,23 January 2019,"Best ever series before you die can see

Acting so pure and naturel","September 22, 1994 (United States)",best ever series before you die can see acting so pure and naturel,POSITIVE
396,396,3.0,10 December 2020,This is the best comedy tv show .. the way it started and the way it ended is perfect .,"September 22, 1994 (United States)",this is the best comedy tv show the way it started and the way it ended is perfect,POSITIVE
397,397,10.0,24 February 2021,"I don't even find the premise important, because it stands by itself even beyond it. After various other attempts from roughly the same team (other sitcoms), they hit the jackpot with Friends. Once seen, you cannot imagine the TV world without it. The characters became institutions, the actors forever fused with their roles here, the stories remain ""do you remember the time when...?"" stories for almost all who watched the series. Friends is the common meeting point for quite a few generations of viewers. Also stands the trial of time, because it made personal stories and quirks into myths, and so the 90s particularities are just a far background thing. Just say what is your favourite episode, I know you have one. Also, even if you know the lines by heart, you still laugh out loud at many of them. Is there a Friends museum somewhere, I wonder? There should be, as they are a part of many people's lives much more than some dusty historical dude that changed the world at some point.","September 22, 1994 (United States)",i dont even find the premise important because it stands by itself even beyond it after various other attempts from roughly the same team other sitcoms they hit the jackpot with friends once seen you cannot imagine the tv world without it the characters became institutions the actors forever fused with their roles here the stories remain do you remember the time when stories for almost all who watched the series friends is the common meeting point for quite a few generations of viewers also stands the trial of time because it made personal stories and quirks into myths and so the s particularities are just a far background thing just say what is your favourite episode i know you have one also even if you know the lines by heart you still laugh out loud at many of them is there a friends museum somewhere i wonder there should be as they are a part of many peoples lives much more than some dusty historical dude that changed the world at some point,POSITIVE
398,398,10.0,4 September 2021,One of the best TV shows of all time. Every episode gives a feel good vibe.,"September 22, 1994 (United States)",one of the best tv shows of all time every episode gives a feel good vibe,POSITIVE
399,399,10.0,16 May 2020,"I thought I always hated comedy series and movies. Almost all new comedy series only offer jokes that make me feel ashamed. I had watched all the series on netflix I was interested in and thought I could try to watch some popular comedy to see what was really fascinating about them. After a few very bad comedy series I started watching the Friends.

The beginning didn't convince me right away. I hated laughter tracks (live audience). After a few episodes, the audience laughter no longer disturbed at all. I decided to give this series a chance. The first season is the worst. The characters still seek their places and are slightly different compared to later seasons. But after the first season, everything starts working. There is all kinds of humor. Something for everybody.

For me, the best humor in the series isn't the numerous jokes but the expressions and gestures of the actors. the acting in this series is awesome.

For example voices and facial expressions:

Bhoebe's drum solo (04-18) Ross dinosaur tie (03-12) Ross dino soldier and G.I Joe voices (03-04)

Accidents:

Joey's power saw (03-05) Chandler's handcuffs (04-03) Ross learher pants (05-11)

And many other ingenious scenes.

Even though it's a comedy, Friends is the first series to make me tear up. It has beautiful love stories and also annoying relationships. Friends makes you use the full emotional scale. Before watching the series I would never have thought I would say this. Friends is the best series I've ever watched. It's not full of action and excitement, but every episode makes me in a good mood and smile to myself just when I think of some hilarious scene.

If you have never watched it. Watch it now. And if you aren't sure after the first episodes you like it then keep watching. If at the end of the series you can say you hate it, you are lying. Because this series is true masterpiece.","September 22, 1994 (United States)",i thought i always hated comedy series and movies almost all new comedy series only offer jokes that make me feel ashamed i had watched all the series on netflix i was interested in and thought i could try to watch some popular comedy to see what was really fascinating about them after a few very bad comedy series i started watching the friends the beginning didnt convince me right away i hated laughter tracks live audience after a few episodes the audience laughter no longer disturbed at all i decided to give this series a chance the first season is the worst the characters still seek their places and are slightly different compared to later seasons but after the first season everything starts working there is all kinds of humor something for everybody for me the best humor in the series isnt the numerous jokes but the expressions and gestures of the actors the acting in this series is awesome for example voices and facial expressions bhoebes drum solo ross dinosaur tie ross dino soldier and gi joe voices accidents joeys power saw chandlers handcuffs ross learher pants and many other ingenious scenes even though its a comedy friends is the first series to make me tear up it has beautiful love stories and also annoying relationships friends makes you use the full emotional scale before watching the series i would never have thought i would say this friends is the best series ive ever watched its not full of action and excitement but every episode makes me in a good mood and smile to myself just when i think of some hilarious scene if you have never watched it watch it now and if you arent sure after the first episodes you like it then keep watching if at the end of the series you can say you hate it you are lying because this series is true masterpiece,POSITIVE
400,400,10.0,21 January 2021,Unfunny boring. Proves that American comedy is terrible. There is a laugh sound track after nearly every line,"September 22, 1994 (United States)",unfunny boring proves that american comedy is terrible there is a laugh sound track after nearly every line,NEGATIVE
401,401,10.0,17 February 2022,"A very average show, I remember loving it at the age of 10-12, but then on a rewatch a realised the flaws. Yo be honest it's not that funny, the jokes are not clever abd are lazy. I watched drew gooden doing a video about laugh tracks, did you know five minutes of the show is just cannned laughter and no talking.

I appreciate the fans and once was a fan.","September 22, 1994 (United States)",a very average show i remember loving it at the age of but then on a rewatch a realised the flaws yo be honest its not that funny the jokes are not clever abd are lazy i watched drew gooden doing a video about laugh tracks did you know five minutes of the show is just cannned laughter and no talking i appreciate the fans and once was a fan,POSITIVE
402,402,10.0,18 March 2010,"Throughout this show's tenure and being in the age category that this show was supposed to appeal to, I could never understand why it was so popular. Re-watching one or two episodes in syndication years later, my opinion hasn't changed

Unfunny and forced humor, weak dialogue,awful acting, annoying characters, inane story lines -this show literally had it all. How did this unfunny drivel find an audience? This is probably the worst attempt at comedy I have ever seen and that's saying something Also the suspension of disbelief needed for the premise of this show to work is amazing. These people have jobs that would pay an average salary at best, yet they can afford to live in a plush Manhattan apartment. Give me a break. And notice the lack of African-Americans and other minorities on this show? In a multicultural melting point like New York? You'd think they were living in the segregated South during the 1940s rather than a modern, vibrant, culturally diverse city (To be fair, I'll give David Schwimmer credit where it's due because he seems to have been the sole cast/crew member who actually realized the stupidity of all this and to that extent he actually lobbied for the inclusion of an African-American character, leading to the casting of Aisha Tyler for at least a few episodes. But it's sad to think that he's the only one out of the whole cast and crew who didn't just blindly accept the absurd premise on which this show was based during its whole decade of existence) Ugh...to think this was on for almost a decade. Defies belief","September 22, 1994 (United States)",throughout this shows tenure and being in the age category that this show was supposed to appeal to i could never understand why it was so popular rewatching one or two episodes in syndication years later my opinion hasnt changed unfunny and forced humor weak dialogueawful acting annoying characters inane story lines this show literally had it all how did this unfunny drivel find an audience this is probably the worst attempt at comedy i have ever seen and thats saying something also the suspension of disbelief needed for the premise of this show to work is amazing these people have jobs that would pay an average salary at best yet they can afford to live in a plush manhattan apartment give me a break and notice the lack of africanamericans and other minorities on this show in a multicultural melting point like new york youd think they were living in the segregated south during the s rather than a modern vibrant culturally diverse city to be fair ill give david schwimmer credit where its due because he seems to have been the sole castcrew member who actually realized the stupidity of all this and to that extent he actually lobbied for the inclusion of an africanamerican character leading to the casting of aisha tyler for at least a few episodes but its sad to think that hes the only one out of the whole cast and crew who didnt just blindly accept the absurd premise on which this show was based during its whole decade of existence ughto think this was on for almost a decade defies belief,NEGATIVE
403,403,10.0,24 August 2022,"Friends is an excellent tv show. All of the actors are excellent!

People are saying they don't understand it, which confuses me. Yes it could have been more diverse. It's great entertainment! Friends are talking and living their life, and you see what goes on. It's going to be hell when it is finally over! The writers are the best I have seen. How could it be a horrible show when actresses such as Jennifer Aniston have won Golden Globes because of her work in it. No one who has watched this show once can say they did not laugh their ass off at least once during the 30 minute period!","September 22, 1994 (United States)",friends is an excellent tv show all of the actors are excellent people are saying they dont understand it which confuses me yes it could have been more diverse its great entertainment friends are talking and living their life and you see what goes on its going to be hell when it is finally over the writers are the best i have seen how could it be a horrible show when actresses such as jennifer aniston have won golden globes because of her work in it no one who has watched this show once can say they did not laugh their ass off at least once during the minute period,POSITIVE
404,404,10.0,23 August 2019,"The following are few reasons why this is so great!

The viewers relate to all of the characters in some way, as each character has their own funny moments that are unforgettable. Ask someone who their favorite character was on the show and I guarantee they will go back and forth a couple times.

Each episode focused on some sort of drama between the friends or drama that the friends had got into. I remember being able to watch the show and translate their problems into my own and figure out how to properly fix it.

The story line never gets old. I can still watch episodes and laugh, as the situations are still relevant. With story lines like trying to find your calling in life, finding the right kind of love, falling in love with a friend, how living with a friend can tear you apart and so on; these stories are still happening to a lot of us.

The characters life seemed so real and progressed on a very natural note. I feel like I grew with Rachel, Pheobe, Joey, Ross, Chandler and Monica as I watched all 10 seasons over and over. The fact that love is found between the best friends was always a thought that I had for the show, and really felt natural.","September 22, 1994 (United States)",the following are few reasons why this is so great the viewers relate to all of the characters in some way as each character has their own funny moments that are unforgettable ask someone who their favorite character was on the show and i guarantee they will go back and forth a couple times each episode focused on some sort of drama between the friends or drama that the friends had got into i remember being able to watch the show and translate their problems into my own and figure out how to properly fix it the story line never gets old i can still watch episodes and laugh as the situations are still relevant with story lines like trying to find your calling in life finding the right kind of love falling in love with a friend how living with a friend can tear you apart and so on these stories are still happening to a lot of us the characters life seemed so real and progressed on a very natural note i feel like i grew with rachel pheobe joey ross chandler and monica as i watched all seasons over and over the fact that love is found between the best friends was always a thought that i had for the show and really felt natural,POSITIVE
405,405,7.0,24 July 2020,"I grew up with Monica, Ross, Phoebe and Rachel. Monica's my favourite female character because I can relate to her the most (having a highly critical mother and being narcotic) while Phoebe is my least favourite. I actually can't stand her in later seasons because she gets dumber and bitchier. I love Rachel because she's so ditzy and adorable all at the same time. Ross is my favourite guy while Joey is my least favourite. Chandler I'm neither here or there his sarcasm can get old.","September 22, 1994 (United States)",i grew up with monica ross phoebe and rachel monicas my favourite female character because i can relate to her the most having a highly critical mother and being narcotic while phoebe is my least favourite i actually cant stand her in later seasons because she gets dumber and bitchier i love rachel because shes so ditzy and adorable all at the same time ross is my favourite guy while joey is my least favourite chandler im neither here or there his sarcasm can get old,POSITIVE
406,406,2.0,28 May 2021,Love the whole thing.....the plot the casts the story the chemistry n what not.,"September 22, 1994 (United States)",love the whole thingthe plot the casts the story the chemistry n what not,POSITIVE
407,407,10.0,19 December 2023,"It is a therapy. It's the best. I have been watching friends since I was in my 10th std. I have rewatched this show more than 20 times. The cast is beautiful, they feel like your real friends. Every episode is so well thought, so homely, it's like I am sitting with my real friends. I have suffered with anxiety and depression pretty much my whole life but when I watch friends it all just goes away. I am a doctor currently and the exams have been so stuff but all I do is rewatch friends. Be it breakups, bad times or anything I have had the company of my six best friend's phoebe, Monica, Ross, Rachel, chandler and joey!","September 22, 1994 (United States)",it is a therapy its the best i have been watching friends since i was in my th std i have rewatched this show more than times the cast is beautiful they feel like your real friends every episode is so well thought so homely its like i am sitting with my real friends i have suffered with anxiety and depression pretty much my whole life but when i watch friends it all just goes away i am a doctor currently and the exams have been so stuff but all i do is rewatch friends be it breakups bad times or anything i have had the company of my six best friends phoebe monica ross rachel chandler and joey,POSITIVE
408,408,10.0,23 August 2018,"After finishing the series you fill that no show will ever be able to take place in your heart as friends does...

Part of heart fill empty inside after last scene and the instrumental after last scene can make anyone cry...","September 22, 1994 (United States)",after finishing the series you fill that no show will ever be able to take place in your heart as friends does part of heart fill empty inside after last scene and the instrumental after last scene can make anyone cry,POSITIVE
409,409,10.0,8 November 2020,Until today I keep watching the series over and over and over 😅,"September 22, 1994 (United States)",until today i keep watching the series over and over and over,POSITIVE
410,410,10.0,3 June 2021,"My favorite, favorite tv show ever. Love it so so much. Never gets bored to watch it and never too old.","September 22, 1994 (United States)",my favorite favorite tv show ever love it so so much never gets bored to watch it and never too old,POSITIVE
411,411,10.0,9 December 2004,"Network: NBC; Genre: Sitcom; Content Rating: TV-14 (for adult content and suggested sex); Available: on DVD and syndication; Classification: Classic (Star range: 1 - 5);

Season Reviewed: Completed Series (10 seasons)

In the 1989 film ""When Harry Met Sally..."" Billy Crystal states that it is impossible for men and women to be friends without sex getting in the way. Looking back on a decade of ""Friends"" you'll be hard pressed to find a theme, point or sense of planning running through the show other than a feverish desire to prove this idea true to an entire generation. ""Friends"" is creators/executive producers David Crane, Kevin Bright and Marta Kauffman's commercialized, utopian New York fantasy of massive apartments, feminized men, Pottery Barn furniture and trendy clothes, in which 6 yuppies show us that the fun of college doesn't have to end when your work-a-day life begins. Riding in on the success of ""Seinfeld"", ""Friends"" is exactly what you get when a disposable time-filling sitcom, with a conceptually short shelf life, inexplicably becomes a huge hit. Where other shows failed, ""Friends"" was blessed with the opportunity to produce an obscenely mammoth 10 years of television and seemed unprepared for the task from beginning to it's predictable end.

This show is pretty much the definition of an assembly-line, network-contrived sitcom. The characters are vapid, filled in with the simplest 1-dimensional traits. Among the men he have neurotic Chandler (Matthew Perry), would-be actor Joey (Matt LeBlanc) and nerd Ross (David Schwimmer). On the female side we have the neurotic Monica (Courtney Cox[-Arquette]), the ditzy Phoebe (Lisa Kudrow) and self-absorbed star Rachael (Jennifer Aniston) - the quintessential post-feminist fantasy character whose big problems include clothes, great jobs, and her sex life. Aniston doesn't have nearly the acting chops to pull it off though. In fact, the entire cast is generic theater school caliber. Given a salary strike high enough you could have found 6 new friends on a street corner anywhere in the country.

People feel they can relate to the characters because (drum roll) they are all so widely drawn and broadly played that, of course, everybody knows someone like them. That's the point. Like a politician that poles his every move, nothing about the show feels natural. The dialog is a phony construction of obvious set-ups and punch-lines: one person says something, and then another person makes a joke out of a word the first person said. That's right, on ""Friends"" knock-knock jokes are what passes for high comedy. The show is lit and paced like a soap opera, dragging at 30 minutes each week. It operates on a rock-bottom level of the comedy that is consistently as timely and witty as a joke in a Bazooka Joe wrapper (how's that for timely). For me it is like watching paint dry. It never pulsates or comes alive but sits on the screen.

In labored attempts to please ever whim of it's audience, the running story lines herein are a mangled train wreck of breakups, love confessions, secret crushes, obnoxious boyfriends, quirky girlfriends, pregnancies and wedding cliffhangers. Ross, in particular, becomes an increasingly pathetic disaster entangled in a dysfunctional web of marriages and children.The series was built by committee based on demos, fads and ratings. It bends and shifts character focus with the prevailing wind. If the point of it all was to convince a generation that the only way to succeed is to just go with the flow and never challenge conventional wisdom - mission accomplished. Life, to this show, is a dull, repetitive and predictable cycle in which meeting someone, having sex, getting married and having kids (although not exactly in that order) are inevitabilities and that one cannot achieve happiness until all are met.

My theory regarding TV and the corresponding ratings is that, given time, quality almost always rises to the top. But ""Friend"" began as pure mediocrity and it rose to the top with just that. The show's slavish following is an utter mystery to me. I can see the need for the kind of escapist fluff. The stories are light, breezy, somewhat cute on paper and the show plays somewhat like a female ""Seinfeld"" in it's intentionally childish inanity. On principal, I'm all for it, but execution is another story. I'll even forgive the opening title sequence which is so upbeat and zany that it masks how ridiculous it actually is (I don't know... just get in the fountain and dance around a little bit). It seems that the show provides an outlet in which the viewers can gossip about people without consequence. The show is a true product of the celebrity tabloid culture. We are supposed to talk about Rachael's hair, wonder who will get together with who next and then ""woo"" & ""ah"" like Pavlovian dogs when it happens.

It is jam-packed with enough incestuous bed-hopping to qualify it as the ultimate Relationship Sitcom. The show might have gotten by as pure fluff, but the real nail in the coffin are it's attempts to give us something of substance. It's in these instances, where ""Friends"" turns into a sappy, soap opera-ish melodrama, that the show becomes such an insufferable bore. These moments swing wildly out of tone from the broad and childish nature of everything else going on.

'Friends' is just about as dull, witless and unimaginative as it comes. It might make a good starter sitcom for someone who has never watched TV before. As bad as this was, it's even worse to image the shockwaves resulting from this show and what it will inspire from future slacker sitcoms. We aren't going to know the full extent of the damage this show has done to the sitcom for years to come.

* / 5","September 22, 1994 (United States)",network nbc genre sitcom content rating tv for adult content and suggested sex available on dvd and syndication classification classic star range season reviewed completed series seasons in the film when harry met sally billy crystal states that it is impossible for men and women to be friends without sex getting in the way looking back on a decade of friends youll be hard pressed to find a theme point or sense of planning running through the show other than a feverish desire to prove this idea true to an entire generation friends is creatorsexecutive producers david crane kevin bright and marta kauffmans commercialized utopian new york fantasy of massive apartments feminized men pottery barn furniture and trendy clothes in which yuppies show us that the fun of college doesnt have to end when your workaday life begins riding in on the success of seinfeld friends is exactly what you get when a disposable timefilling sitcom with a conceptually short shelf life inexplicably becomes a huge hit where other shows failed friends was blessed with the opportunity to produce an obscenely mammoth years of television and seemed unprepared for the task from beginning to its predictable end this show is pretty much the definition of an assemblyline networkcontrived sitcom the characters are vapid filled in with the simplest dimensional traits among the men he have neurotic chandler matthew perry wouldbe actor joey matt leblanc and nerd ross david schwimmer on the female side we have the neurotic monica courtney coxarquette the ditzy phoebe lisa kudrow and selfabsorbed star rachael jennifer aniston the quintessential postfeminist fantasy character whose big problems include clothes great jobs and her sex life aniston doesnt have nearly the acting chops to pull it off though in fact the entire cast is generic theater school caliber given a salary strike high enough you could have found new friends on a street corner anywhere in the country people feel they can relate to the characters because drum roll they are all so widely drawn and broadly played that of course everybody knows someone like them thats the point like a politician that poles his every move nothing about the show feels natural the dialog is a phony construction of obvious setups and punchlines one person says something and then another person makes a joke out of a word the first person said thats right on friends knockknock jokes are what passes for high comedy the show is lit and paced like a soap opera dragging at minutes each week it operates on a rockbottom level of the comedy that is consistently as timely and witty as a joke in a bazooka joe wrapper hows that for timely for me it is like watching paint dry it never pulsates or comes alive but sits on the screen in labored attempts to please ever whim of its audience the running story lines herein are a mangled train wreck of breakups love confessions secret crushes obnoxious boyfriends quirky girlfriends pregnancies and wedding cliffhangers ross in particular becomes an increasingly pathetic disaster entangled in a dysfunctional web of marriages and childrenthe series was built by committee based on demos fads and ratings it bends and shifts character focus with the prevailing wind if the point of it all was to convince a generation that the only way to succeed is to just go with the flow and never challenge conventional wisdom mission accomplished life to this show is a dull repetitive and predictable cycle in which meeting someone having sex getting married and having kids although not exactly in that order are inevitabilities and that one cannot achieve happiness until all are met my theory regarding tv and the corresponding ratings is that given time quality almost always rises to the top but friend began as pure mediocrity and it rose to the top with just that the shows slavish following is an utter mystery to me i can see the need for the kind of escapist fluff the stories are light breezy somewhat cute on paper and the show plays somewhat like a female seinfeld in its intentionally childish inanity on principal im all for it but execution is another story ill even forgive the opening title sequence which is so upbeat and zany that it masks how ridiculous it actually is i dont know just get in the fountain and dance around a little bit it seems that the show provides an outlet in which the viewers can gossip about people without consequence the show is a true product of the celebrity tabloid culture we are supposed to talk about rachaels hair wonder who will get together with who next and then woo ah like pavlovian dogs when it happens it is jampacked with enough incestuous bedhopping to qualify it as the ultimate relationship sitcom the show might have gotten by as pure fluff but the real nail in the coffin are its attempts to give us something of substance its in these instances where friends turns into a sappy soap operaish melodrama that the show becomes such an insufferable bore these moments swing wildly out of tone from the broad and childish nature of everything else going on friends is just about as dull witless and unimaginative as it comes it might make a good starter sitcom for someone who has never watched tv before as bad as this was its even worse to image the shockwaves resulting from this show and what it will inspire from future slacker sitcoms we arent going to know the full extent of the damage this show has done to the sitcom for years to come,NEGATIVE
413,413,10.0,28 May 2016,"I feel like the only person ever who just doesn't like Friends, but I honestly think it's the most overrated show ever. It's not that funny. At all. Yeah an occasional smile, but nothing hilariously funny, and none of the stories are funny either. 99% of the main story lines are about who's dating who, which is more like a soap opera than a sitcom. And the small, single episode story lines are just not funny. Think of Seinfeld's genius single-episode story lines compared to Friends, and it's like comparing wine and tap water. It's just not funny. The male actors aren't all that great actors, and this is evident by their lack of success after Friends. Cheesy and not funny with lame repetitive story lines about who's dating who. The only redeeming quality is that it is still exponentially better than the sitcoms that followed and the ones that are currently on today. None of them are funny, including some other modern ""classics"" like Full House and That 70s Show are intensely overrated and just not funny. Seinfeld and Cheers reign supreme, while current sitcoms continue to flop, with the exception of a few like The Middle (hilarious and perfect, but lost steam in the past couple seasons), Arrested Development, and maybe Modern Family... Maybe Big Bang's early seasons.","September 22, 1994 (United States)",i feel like the only person ever who just doesnt like friends but i honestly think its the most overrated show ever its not that funny at all yeah an occasional smile but nothing hilariously funny and none of the stories are funny either of the main story lines are about whos dating who which is more like a soap opera than a sitcom and the small single episode story lines are just not funny think of seinfelds genius singleepisode story lines compared to friends and its like comparing wine and tap water its just not funny the male actors arent all that great actors and this is evident by their lack of success after friends cheesy and not funny with lame repetitive story lines about whos dating who the only redeeming quality is that it is still exponentially better than the sitcoms that followed and the ones that are currently on today none of them are funny including some other modern classics like full house and that s show are intensely overrated and just not funny seinfeld and cheers reign supreme while current sitcoms continue to flop with the exception of a few like the middle hilarious and perfect but lost steam in the past couple seasons arrested development and maybe modern family maybe big bangs early seasons,NEGATIVE
414,414,10.0,3 June 2020,The strength of this series is in its characters. The actors and writing inject a lot of personality into them. We feel like we know them personally and we follow them across the course of the episodes and their overall arcs.,"September 22, 1994 (United States)",the strength of this series is in its characters the actors and writing inject a lot of personality into them we feel like we know them personally and we follow them across the course of the episodes and their overall arcs,POSITIVE
415,415,6.0,29 July 2020,"I've been watching F.R.I.E.N.D.S over and over since I was in school. First on TV, then random snippets on YouTube and more recently on Netflix. It is really relatable and never fails to uplift your mood. It's a light & easy watch and will always bring a smile to your face.","September 22, 1994 (United States)",ive been watching friends over and over since i was in school first on tv then random snippets on youtube and more recently on netflix it is really relatable and never fails to uplift your mood its a light easy watch and will always bring a smile to your face,POSITIVE
416,416,5.0,3 December 2023,"In the words of a great gentleman: 'Friends was a magical thing, and no one's going to ever have anything like that again.'

What I personally liked about this series, is that it shows that New Yorker's are just normal People - like you and me :)

Being one of the most successful comedies of all time, which was received very well for 10 year in the entire world, my review of this masterpiece will probably not do it justice. But as Americans say: Nothing ventured nothing gained :)

First off all, I think the make-up and hair stylists did a great job with the entire cast; even though they overdid it a bit with Rachel, I think :) Just stick with the bun, honey; that suits you the best and it's a timeless classic - just like Friends :) I also would like to commend the creators of the series, for promoting New Age and Psychic stuff. Even though our great New Age Guru Phoebe Buffay was portrayed a bit as an airhead :) In fact, I was pretty close to a girl like that once myself; when I was active at the Rosicrucian Order (AMORC); but it did not work out, so I went over to MI6; me and my girl Lucy tapping into incredible inner resources to manifest World Peace :)

PS: But I'm still a mystic; so I also have the skill to connect to dead souls sometimes; at least on a good day :)

So here is a message from somebody from the other side: ""Hello everybody. This is Chandler speaking. I Just want everybody to know that I made it into Heaven. I repeat: Heaven, not Hell. Even though some of my critics thought that I was more of a devil than an angel :) But they were wrong. I may have been an alcoholic, but I was always an angel - especially with the ladies - as God is my witness :) In fact, God is standing right here beside me. Yes, God does exist; and he asked me to help Mark manifest World Peace. So joking time is over my dear Friends - it's time now to get serious and make the dream of World Peace a Reality. So even though I'm now in Heaven - and recovering for my next revival - I will always be with you. And my favorite six words still are: trust God, clean house, and help others.""","September 22, 1994 (United States)",in the words of a great gentleman friends was a magical thing and no ones going to ever have anything like that again what i personally liked about this series is that it shows that new yorkers are just normal people like you and me being one of the most successful comedies of all time which was received very well for year in the entire world my review of this masterpiece will probably not do it justice but as americans say nothing ventured nothing gained first off all i think the makeup and hair stylists did a great job with the entire cast even though they overdid it a bit with rachel i think just stick with the bun honey that suits you the best and its a timeless classic just like friends i also would like to commend the creators of the series for promoting new age and psychic stuff even though our great new age guru phoebe buffay was portrayed a bit as an airhead in fact i was pretty close to a girl like that once myself when i was active at the rosicrucian order amorc but it did not work out so i went over to mi me and my girl lucy tapping into incredible inner resources to manifest world peace ps but im still a mystic so i also have the skill to connect to dead souls sometimes at least on a good day so here is a message from somebody from the other side hello everybody this is chandler speaking i just want everybody to know that i made it into heaven i repeat heaven not hell even though some of my critics thought that i was more of a devil than an angel but they were wrong i may have been an alcoholic but i was always an angel especially with the ladies as god is my witness in fact god is standing right here beside me yes god does exist and he asked me to help mark manifest world peace so joking time is over my dear friends its time now to get serious and make the dream of world peace a reality so even though im now in heaven and recovering for my next revival i will always be with you and my favorite six words still are trust god clean house and help others,POSITIVE
417,417,10.0,11 January 2021,I have watched friend twice and i am going for the third,"September 22, 1994 (United States)",i have watched friend twice and i am going for the third,POSITIVE
418,418,10.0,21 May 2021,"Watching this series is the emotional thing.

Reason: You can perfectly connect and relate to our lives.","September 22, 1994 (United States)",watching this series is the emotional thing reason you can perfectly connect and relate to our lives,POSITIVE
419,419,9.0,4 July 2021,I just finished it and I'm already starting to feel lonely.,"September 22, 1994 (United States)",i just finished it and im already starting to feel lonely,POSITIVE
420,420,10.0,28 October 2019,"This is unarguably one if the best shows ever amazing actors. amazing plot line. amazing writing. the comedy, the romance, the drama, everything flows, it keeps you stuck, still after so many years it hasn't lost its comedic value","September 22, 1994 (United States)",this is unarguably one if the best shows ever amazing actors amazing plot line amazing writing the comedy the romance the drama everything flows it keeps you stuck still after so many years it hasnt lost its comedic value,POSITIVE
421,421,10.0,27 May 2021,"They change my life.

They helped me to be more comfortable in my life.","September 22, 1994 (United States)",they change my life they helped me to be more comfortable in my life,POSITIVE
422,422,10.0,7 October 2002,"I am surprised to see so many bad reviews of this show. Will let me ask you this, ""know-it-alls,"" Why is it the top rated show in all of America? And don't say it's not because it was the number one show in television this last week. A show in its 9th season, and still number one. I'm sorry but millions of viewers aren't stupid like you're saying they are. The show is just for pure fun and entertainment, and truthfully gets me through the day sometimes. I have purchased all the DVD sets and watch them over and over. Not many other things can make me laugh and smile after repeated viewings. People that are analyzing things such as why no one else sits in the chairs/couches at the coffee house, not knocking on doors before walking in, so on and so on have obviously NEVER seen a tv show in their life. All TV is like that! We like friends because of the familiar setting. Imagine how uncomfortable and time-waisting it would be if they always knocked and waited to be let in the apartments, or sitting at different spots at Central Perk. Well whether or not Friends ends this year, we will always have 9 great seasons that are priceless.

And sorry to the ""cynics,"" but Friends will more than likely never disappear like you desperately claim you want it to. Such popular shows get shown in reruns, and Friends already has top marks on TBS and other channels.","September 22, 1994 (United States)",i am surprised to see so many bad reviews of this show will let me ask you this knowitalls why is it the top rated show in all of america and dont say its not because it was the number one show in television this last week a show in its th season and still number one im sorry but millions of viewers arent stupid like youre saying they are the show is just for pure fun and entertainment and truthfully gets me through the day sometimes i have purchased all the dvd sets and watch them over and over not many other things can make me laugh and smile after repeated viewings people that are analyzing things such as why no one else sits in the chairscouches at the coffee house not knocking on doors before walking in so on and so on have obviously never seen a tv show in their life all tv is like that we like friends because of the familiar setting imagine how uncomfortable and timewaisting it would be if they always knocked and waited to be let in the apartments or sitting at different spots at central perk well whether or not friends ends this year we will always have great seasons that are priceless and sorry to the cynics but friends will more than likely never disappear like you desperately claim you want it to such popular shows get shown in reruns and friends already has top marks on tbs and other channels,POSITIVE
