,Unnamed: 0,Rating,Review_Date,Review,Release_Date,Review_clean,Sentiment
62,62,8.0,19 January 2023,"Sylvester Stallone went beyond his acting abilities and did something fantastic in my view for this one. The writing and direction of the series is praiseworthy and the humor with action packed episodes are capable of keeping you on seat for the whole time.

It was really well written how a person being 25 years in prison would see the world when he comes out suddenly. The world has changed a lot in this last 25 years in terms of technological advancement and Mr Manfredi (Stallone)'s expression towards those changes were so real. Besides, this series will be considered as one of a kind with great dialouges. Seemed like the series and Stallone was made for each other.

On the other hand, the other casts were so good in their characters that in a whole it became a masterpiece to me and so much enjoyable the whole time! Hoping for a season 2!","November 13, 2022 (United States)",sylvester stallone went beyond his acting abilities and did something fantastic in my view for this one the writing and direction of the series is praiseworthy and the humor with action packed episodes are capable of keeping you on seat for the whole time it was really well written how a person being years in prison would see the world when he comes out suddenly the world has changed a lot in this last years in terms of technological advancement and mr manfredi stallones expression towards those changes were so real besides this series will be considered as one of a kind with great dialouges seemed like the series and stallone was made for each other on the other hand the other casts were so good in their characters that in a whole it became a masterpiece to me and so much enjoyable the whole time hoping for a season,POSITIVE
63,63,10.0,9 December 2022,"This show is quite entertaining but it's definitely not because of any sort of realistic portrayal of mobster life. Everything is simplified and plays out according to stereotypes. The setting with Stallone being in the mafia plays to just about every stereotype of how the mafia gets portrayed in popular culture. The mafia stuff is a little bit like how it's shown in The Sopranos but it's even more reduced to basic stereotypes. And this show is all about glorification of violence. In real life, the behavior and way Stallone conducts himself would quickly lead to his arrest on a multitude of assault charges. But in this show, he's able to simply get through life and find success by throwing a few punches and enacting violence on those who oppose him. So if you view the show like a sort of comic book/superhero affair and put aside any expectations of reality, it can be quite entertaining. I would also say that although Stallone tries to weave in other philosophies such as 'The Art of War', he's basically just going to clobber his way through everything like the Incredible Hulk.","November 13, 2022 (United States)",this show is quite entertaining but its definitely not because of any sort of realistic portrayal of mobster life everything is simplified and plays out according to stereotypes the setting with stallone being in the mafia plays to just about every stereotype of how the mafia gets portrayed in popular culture the mafia stuff is a little bit like how its shown in the sopranos but its even more reduced to basic stereotypes and this show is all about glorification of violence in real life the behavior and way stallone conducts himself would quickly lead to his arrest on a multitude of assault charges but in this show hes able to simply get through life and find success by throwing a few punches and enacting violence on those who oppose him so if you view the show like a sort of comic booksuperhero affair and put aside any expectations of reality it can be quite entertaining i would also say that although stallone tries to weave in other philosophies such as the art of war hes basically just going to clobber his way through everything like the incredible hulk,POSITIVE
64,64,10.0,24 November 2022,"Pure cheese. Generic one liners, terrible acting, cringy scenes and and overall cheap feel to it. This is a show for simpletons that are easily amused. Couldn't even finish the first episode. It's so bad, it boggles my mind that something this poorly written and executed could receive a score as high as it currently has. I'm losing my faith in humanity. I feel sorry for Stallone, I get that he's in his twilight years and still wants to be the ""tough guy"" but it's just not believable anymore. He doesn't need to hang it up yet but somebody needs to tell him it's time to try something else. This show is just downright awful.","November 13, 2022 (United States)",pure cheese generic one liners terrible acting cringy scenes and and overall cheap feel to it this is a show for simpletons that are easily amused couldnt even finish the first episode its so bad it boggles my mind that something this poorly written and executed could receive a score as high as it currently has im losing my faith in humanity i feel sorry for stallone i get that hes in his twilight years and still wants to be the tough guy but its just not believable anymore he doesnt need to hang it up yet but somebody needs to tell him its time to try something else this show is just downright awful,NEGATIVE
66,66,7.0,13 December 2022,"I can't tell you enough, how long I've waiting for Sylvester Stallone to have his own show. It's the only direction to go when you've been such a hit in movies for so many years.

The show has the feel of Breaking Bad, Sons of Anarchy and 6 Feet Under all rolled into one. I was worried that it would be more of the same but maybe because the star of the show is so big and so beloved, it just all feels fresh to me.

When I say it has the feel of those three other shows, please don't take that to mean it is just like it. It's just a feeling you get when you watch it. Especially after opening credits play this tune that is right out of the Good, the Bad and the Ugly.

Well done show and I hope it lasts for a few more years. Would love to see what Stallone does with this series.","November 13, 2022 (United States)",i cant tell you enough how long ive waiting for sylvester stallone to have his own show its the only direction to go when youve been such a hit in movies for so many years the show has the feel of breaking bad sons of anarchy and feet under all rolled into one i was worried that it would be more of the same but maybe because the star of the show is so big and so beloved it just all feels fresh to me when i say it has the feel of those three other shows please dont take that to mean it is just like it its just a feeling you get when you watch it especially after opening credits play this tune that is right out of the good the bad and the ugly well done show and i hope it lasts for a few more years would love to see what stallone does with this series,POSITIVE
67,67,9.0,28 November 2022,"Sylvester Stallone is a phenomenal actor in this series!! He's a natural! The series is so believable!!! I'm always in anticipation of the next episode! I hope the series continues!! The entire cast is fantastic! Love! I've always been a Sylvester Stallone fan since the very first movie, Rocky was released! And ALL the Rocky movies and Creed movies are classics! Jay Will is phenomenal as well! I'm curious to see how he will mold into this crazy, fascinating and dangerous world of the Tulsa King! The title is so fitting! I can just envision how Sylvester Stallone , Dwight Manfredi, is going to take over Tulsa, Oklahoma. Glued to my tv!!!","November 13, 2022 (United States)",sylvester stallone is a phenomenal actor in this series hes a natural the series is so believable im always in anticipation of the next episode i hope the series continues the entire cast is fantastic love ive always been a sylvester stallone fan since the very first movie rocky was released and all the rocky movies and creed movies are classics jay will is phenomenal as well im curious to see how he will mold into this crazy fascinating and dangerous world of the tulsa king the title is so fitting i can just envision how sylvester stallone dwight manfredi is going to take over tulsa oklahoma glued to my tv,POSITIVE
68,68,6.0,27 September 2024,"Good to see Stallone back. I didn't know what to think at first. It seemed pretty gritty, but as you move along, you realize it's not meant to be a real depiction of anything. It is just entertainment. And that is great. People complaining about the role, Stallone plays, romanticizing, bad people, etc. This is television. This is acting. Just enjoy the ride. It is not as dark as some of the other stuff out there that are gangster related. It is not really based in reality. It is simply entertainment. I would say the same for Taylor, Sheridan's other show, Mayor of Kingstown, same thought process here. And it's over the top in so many ways. It was never meant to be comparable to the mayor of your town. It's simply entertainment. And obviously entertainment that people love because Sheridan is everywhere right now. Enjoy the ride.","November 13, 2022 (United States)",good to see stallone back i didnt know what to think at first it seemed pretty gritty but as you move along you realize its not meant to be a real depiction of anything it is just entertainment and that is great people complaining about the role stallone plays romanticizing bad people etc this is television this is acting just enjoy the ride it is not as dark as some of the other stuff out there that are gangster related it is not really based in reality it is simply entertainment i would say the same for taylor sheridans other show mayor of kingstown same thought process here and its over the top in so many ways it was never meant to be comparable to the mayor of your town its simply entertainment and obviously entertainment that people love because sheridan is everywhere right now enjoy the ride,POSITIVE
69,69,10.0,21 February 2023,"Tulsa King, the 2022 crime drama, is a decent show that entertains viewers with its well-executed crime drama elements. However, while it delivers a solid entertainment experience, it falls short of delivering anything particularly interesting or groundbreaking.

One of the show's strengths lies in its ability to weave an intricate and compelling storyline, keeping the viewers engaged throughout. The cast is also strong, with each actor bringing their A-game and adding depth to their respective characters.

However, the show suffers from a lack of direction in some of its scenes, which can feel unnecessarily prolonged and often pointless. This results in some episodes feeling like filler content, adding little to the overarching plot.

The show's best episode, ""Token Joe,"" is only an alright 8/10, highlighting the lack of extreme highs throughout the season. While the episode is entertaining, it fails to stand out from the rest of the season, which is a shame.

Overall, Tulsa King is a decent crime drama that provides an entertaining watch. While it may not be groundbreaking or particularly memorable, it still has enough going for it to keep viewers engaged. If you're a fan of the genre, Tulsa King is worth a watch.","November 13, 2022 (United States)",tulsa king the crime drama is a decent show that entertains viewers with its wellexecuted crime drama elements however while it delivers a solid entertainment experience it falls short of delivering anything particularly interesting or groundbreaking one of the shows strengths lies in its ability to weave an intricate and compelling storyline keeping the viewers engaged throughout the cast is also strong with each actor bringing their agame and adding depth to their respective characters however the show suffers from a lack of direction in some of its scenes which can feel unnecessarily prolonged and often pointless this results in some episodes feeling like filler content adding little to the overarching plot the shows best episode token joe is only an alright highlighting the lack of extreme highs throughout the season while the episode is entertaining it fails to stand out from the rest of the season which is a shame overall tulsa king is a decent crime drama that provides an entertaining watch while it may not be groundbreaking or particularly memorable it still has enough going for it to keep viewers engaged if youre a fan of the genre tulsa king is worth a watch,POSITIVE
70,70,7.0,14 November 2022,Sylvester Stallone delivers!!! This was good from beginning to end. Wish they had put all the episodes up at one time. I really wasn't ready for it to be over!! Fast pace good story. Can't wait to see the next episode. I like that Andrea Savage is it too. She is always great. Soon as it was over I restarted it again. It was to good not to watch at least one more time. This will definitely be a long running series I just hope they don't take to long with the next season. This season will surely be over to quickly. Looking forward to seeing where this story goes. Will Sly be Tulsa King forever or will he go home. Can't wait to see.,"November 13, 2022 (United States)",sylvester stallone delivers this was good from beginning to end wish they had put all the episodes up at one time i really wasnt ready for it to be over fast pace good story cant wait to see the next episode i like that andrea savage is it too she is always great soon as it was over i restarted it again it was to good not to watch at least one more time this will definitely be a long running series i just hope they dont take to long with the next season this season will surely be over to quickly looking forward to seeing where this story goes will sly be tulsa king forever or will he go home cant wait to see,POSITIVE
72,72,10.0,25 September 2023,"The storyline is so good the acting is 10/10 and it's so nice how he has his actual daughter in the series and she actually does so well with acting. Definitely recommend watching this pure entertainment, I literally watched the whole series in a day so i do think it could do with more episodes in the series but it still came together really well. I can't wait to see what's going to happen in season 2!! Was an unexpected ending but that means season 2 is going to be even better! If your sly fans you are definitely going to enjoy watching this and wishing there was more once the series finishes.","November 13, 2022 (United States)",the storyline is so good the acting is and its so nice how he has his actual daughter in the series and she actually does so well with acting definitely recommend watching this pure entertainment i literally watched the whole series in a day so i do think it could do with more episodes in the series but it still came together really well i cant wait to see whats going to happen in season was an unexpected ending but that means season is going to be even better if your sly fans you are definitely going to enjoy watching this and wishing there was more once the series finishes,POSITIVE
73,73,10.0,9 September 2024,"I for one thru the years have been a fan and watcher of movies and series of the mafia, and anything with Sly Stallone had me in as here in his first major television role which was created by Taylor Sheridan(""Yellowstone"") and written by Terrence Winter(""The Sopranos""). The story is compelling with twist and turns as Sly is Dwight Manfredi a New York City bred Mafia cap who took a fall and spent 25 years in prison. Now after his release a new start and a new life guess what in all places Tulsa, Oklahoma. This series is typical mob dialogue with profane talk and threats, all while the key character Dwight is trying to find himself and be a liked guy, it's like he's such a loveable anti- hero. Flashbacks and memories from ""The Big Apple"" haunt Dwight like his strained relationship with his grown daughter, still building a new empire and new extended family await in the Sooner state. The series is back and fourth with connections, with themes that involve trust, loyalty, and honesty. This series may not be ""The Sopranos"" still Stallone's work is that of gold.","November 13, 2022 (United States)",i for one thru the years have been a fan and watcher of movies and series of the mafia and anything with sly stallone had me in as here in his first major television role which was created by taylor sheridanyellowstone and written by terrence winterthe sopranos the story is compelling with twist and turns as sly is dwight manfredi a new york city bred mafia cap who took a fall and spent years in prison now after his release a new start and a new life guess what in all places tulsa oklahoma this series is typical mob dialogue with profane talk and threats all while the key character dwight is trying to find himself and be a liked guy its like hes such a loveable anti hero flashbacks and memories from the big apple haunt dwight like his strained relationship with his grown daughter still building a new empire and new extended family await in the sooner state the series is back and fourth with connections with themes that involve trust loyalty and honesty this series may not be the sopranos still stallones work is that of gold,POSITIVE
74,74,10.0,22 November 2022,"There was one line of dialogue where I thought the show would have something to say, ""Was it worth losing 25 years of my life for this job? No."" Thinking that maybe in that tough exterior there was a gentle soul coming out of prison to make wrongs righted, and after seeing 1 1/2 episodes, is it worth wasting 10 episodes watching this show? No.

Yet another show written by Taylor Sheridan for man-babies who need a power complex. Except he tries his hand at comedy, and it's almost as bad as Domenick Lombardozzi's wig. A man almost 80 sleeping with a woman half his age, pushing people around, punching people, getting everything he wants immediately after leaving prison. I.e. Boring. I can't complain about Rey from Star Wars knowing everything and doing everything perfectly and not do the same for this. He also gets a plucky black sidekick which made me wonder if Sheridan had ever met one before and a very bored looking Martin Starr is in it too. Wow, wacky weed humor, wake me up when Sheridan realizes what decade he's in.

If you want to see Sly in a comedy/fish out of water story, see Demolition Man... I beg you.","November 13, 2022 (United States)",there was one line of dialogue where i thought the show would have something to say was it worth losing years of my life for this job no thinking that maybe in that tough exterior there was a gentle soul coming out of prison to make wrongs righted and after seeing episodes is it worth wasting episodes watching this show no yet another show written by taylor sheridan for manbabies who need a power complex except he tries his hand at comedy and its almost as bad as domenick lombardozzis wig a man almost sleeping with a woman half his age pushing people around punching people getting everything he wants immediately after leaving prison ie boring i cant complain about rey from star wars knowing everything and doing everything perfectly and not do the same for this he also gets a plucky black sidekick which made me wonder if sheridan had ever met one before and a very bored looking martin starr is in it too wow wacky weed humor wake me up when sheridan realizes what decade hes in if you want to see sly in a comedyfish out of water story see demolition man i beg you,NEGATIVE
75,75,10.0,8 January 2023,"I love this, Sylvester Stallone is a great actor and this series shows that in all its light. Bringing the old school gangsters to the modern world. I didn't think it was going to be this good, I'm up to episode 8 and I'm itching to see the next episodes already. If you love your gangster movies or just love movies with a great storyline get this watched. Manfredi done 25 years in the slammer for things he done with his role in the New York Mafia. He then gets out and sees the family (mafia) things have changed and he must go elsewhere to create his own mafia. It's truly a great watch. Getting ready to watch the next episode tonight :)","November 13, 2022 (United States)",i love this sylvester stallone is a great actor and this series shows that in all its light bringing the old school gangsters to the modern world i didnt think it was going to be this good im up to episode and im itching to see the next episodes already if you love your gangster movies or just love movies with a great storyline get this watched manfredi done years in the slammer for things he done with his role in the new york mafia he then gets out and sees the family mafia things have changed and he must go elsewhere to create his own mafia its truly a great watch getting ready to watch the next episode tonight,POSITIVE
76,76,6.0,13 November 2022,"Not too many new shows are this well written. Taylor Sheridan knocks it out of the park. First episode in and it's already one of the best series. Stallone is better than ever and he was made for this role. His acting is dead on he never misses. Always been a fan since Rocky and Rambo and a few others. Creed 2 showed he's a Hollywood contender but some of his recent movies have been really bad especially Samaritan. Acting was horrible and the movie was just a dumpster fire. He totally redeems himself here with one episode of Tulsa King. It's gritty, funny, and the mix of light action and drama is perfect. Don't miss it.","November 13, 2022 (United States)",not too many new shows are this well written taylor sheridan knocks it out of the park first episode in and its already one of the best series stallone is better than ever and he was made for this role his acting is dead on he never misses always been a fan since rocky and rambo and a few others creed showed hes a hollywood contender but some of his recent movies have been really bad especially samaritan acting was horrible and the movie was just a dumpster fire he totally redeems himself here with one episode of tulsa king its gritty funny and the mix of light action and drama is perfect dont miss it,POSITIVE
77,77,10.0,1 January 2023,"Anything that Sheridan touches turns to gold Have to credit the idea of this TV show I don't know how they did it but getting Silvester Stallone for the lead role is brilliant I love how he creates this person who is not only muscles But also is smart knows how to turn businesses to big profit maker. He's a family man too can't forget Royal There's a lot to the character you can't help but get drawn to see what the next episode got.

Funny how I was in for only one episode now I'm a fan.

Like how characters characters have their own story,demons they are fighting.

One of the best crime drama series I have watched.","November 13, 2022 (United States)",anything that sheridan touches turns to gold have to credit the idea of this tv show i dont know how they did it but getting silvester stallone for the lead role is brilliant i love how he creates this person who is not only muscles but also is smart knows how to turn businesses to big profit maker hes a family man too cant forget royal theres a lot to the character you cant help but get drawn to see what the next episode got funny how i was in for only one episode now im a fan like how characters characters have their own storydemons they are fighting one of the best crime drama series i have watched,POSITIVE
78,78,6.0,6 December 2022,"I saw few comments saying it is very predictable. I would say; Well, topic is same as other Mafia movies, just enjoy it once. The gangs have of course predictable lives, they are ending up got shot or live in the jail for the rest of their lives. I know many of you watch cult movies like godfather, goodfellas, casino blah blah, but don't expect same creativity as these movies have because if you are the one who watched all the Mafia movies you would probably get bored when you find some other show with similar topic too. So watch it or look around for some other unpredictable garbage like Parasite who received several Oscars without a reason.","November 13, 2022 (United States)",i saw few comments saying it is very predictable i would say well topic is same as other mafia movies just enjoy it once the gangs have of course predictable lives they are ending up got shot or live in the jail for the rest of their lives i know many of you watch cult movies like godfather goodfellas casino blah blah but dont expect same creativity as these movies have because if you are the one who watched all the mafia movies you would probably get bored when you find some other show with similar topic too so watch it or look around for some other unpredictable garbage like parasite who received several oscars without a reason,NEGATIVE
79,79,8.0,23 November 2022,"In my opinion Imdb should add comedy to the genre entries of Tulsa King - yes, the basis is a crime show, and yes, there is some personal drama, but there is a good and potent shot of comedy in this show too. Therefore all those complains about cliches, unbelievable characters or plot moves are wasted - this is not a show that tries to be a realistic crime show, this is simply pure entertainment. Mr. Stallone is great fun to watch in his role as Dwight Manfredi, the rest of the cast is solid, the production pro, some subplots are introduced, enough stuff to keep up my interest in the story of cinque stelle.","November 13, 2022 (United States)",in my opinion imdb should add comedy to the genre entries of tulsa king yes the basis is a crime show and yes there is some personal drama but there is a good and potent shot of comedy in this show too therefore all those complains about cliches unbelievable characters or plot moves are wasted this is not a show that tries to be a realistic crime show this is simply pure entertainment mr stallone is great fun to watch in his role as dwight manfredi the rest of the cast is solid the production pro some subplots are introduced enough stuff to keep up my interest in the story of cinque stelle,POSITIVE
80,80,6.0,8 January 2023,"Want to begin with a disclaimer: I'm not a writer and English is my second language, therefore you've been warned. Also, I don't leave reviews because too many characters to type nowadays on IMBD, however just watched the last episode, oh man that was good, I say more; I loved this show, therefore here it is. If you love Yellowstone, SOA, Justified, you would love that one too. Stallone is mature, classy and funny - one of his best roles. I truly believe I will remember him as the ""General"" after this show.

This show does not have a lot of cursing like Sopranos, it is not about mob life style it more about life in general and meaning of it, it about values, family and organized crime. Dwight is very respectful to all women, men, races and takes care of his own (even in the end).

The music in the end of the last episode is perfect, got the same feeling as in SOA with how well the music was chosen.

Great job!","November 13, 2022 (United States)",want to begin with a disclaimer im not a writer and english is my second language therefore youve been warned also i dont leave reviews because too many characters to type nowadays on imbd however just watched the last episode oh man that was good i say more i loved this show therefore here it is if you love yellowstone soa justified you would love that one too stallone is mature classy and funny one of his best roles i truly believe i will remember him as the general after this show this show does not have a lot of cursing like sopranos it is not about mob life style it more about life in general and meaning of it it about values family and organized crime dwight is very respectful to all women men races and takes care of his own even in the end the music in the end of the last episode is perfect got the same feeling as in soa with how well the music was chosen great job,POSITIVE
81,81,2.0,16 December 2022,"It is worth watching, maybe. But not a show that will be remembered. The only thing special here is Sly is doing TV. Other than that, it's just another show that will not be around long. Comparing to the Godfather of Harlem - not even close. This is another example of using an established name to generate viewership but not really investing in the supporting cast to really develop the plot. None of the supporting cast is a known name. The plot is weak and simply skims the surface. We are into episode 4 and the deeper lot isn't developed yet. I am actually not excited to continue this show unless they put in more effort.","November 13, 2022 (United States)",it is worth watching maybe but not a show that will be remembered the only thing special here is sly is doing tv other than that its just another show that will not be around long comparing to the godfather of harlem not even close this is another example of using an established name to generate viewership but not really investing in the supporting cast to really develop the plot none of the supporting cast is a known name the plot is weak and simply skims the surface we are into episode and the deeper lot isnt developed yet i am actually not excited to continue this show unless they put in more effort,NEGATIVE
82,82,9.0,13 November 2022,"I feel like the pilot episode is hitting all the right beats you would expect from Taylor Sheridan. There's the ol' timer, recognizable face, stoic most times, charismatic when needed. They establish the premise of the show from the get go, even starting with some obvious tension. And then, thrust the audience straight into Tulsa, just like Dwight (Stallone). He definitely hits the ground running. He starts recruiting his band of quirky misfits and sets agency in the new environment. And the episode ends with an interesting twist to the call to adventure. *chef's kiss*

Not all of it is positive feedback. I understand we're establishing a fish-out-of-water ex-convict trope, but it's a weird disconnect from time for our anti-hero--like it mentally froze for him. From the way he's being portrayed, I would imagine, he was in the hole for all 25 years. Not knowing anything like Google, iPhone or Uber apps, is very unusual for a society with so much information access.

No knowledge of the current criminal climate coming out of prison is also pretty hard to swallow. New inmates rotate in and out and they have all the time in the world to discuss criminality. That's why they refer to the whole judicial system as the University for Hard Knocks. Not to mention, I have friends in High Level Max's that have Instagram and Facebook accounts, with profile photos from their cell (both meanings).

Just nitpicking the lure but still looking forward to the next episode. Definitely a good start.","November 13, 2022 (United States)",i feel like the pilot episode is hitting all the right beats you would expect from taylor sheridan theres the ol timer recognizable face stoic most times charismatic when needed they establish the premise of the show from the get go even starting with some obvious tension and then thrust the audience straight into tulsa just like dwight stallone he definitely hits the ground running he starts recruiting his band of quirky misfits and sets agency in the new environment and the episode ends with an interesting twist to the call to adventure chefs kiss not all of it is positive feedback i understand were establishing a fishoutofwater exconvict trope but its a weird disconnect from time for our antiherolike it mentally froze for him from the way hes being portrayed i would imagine he was in the hole for all years not knowing anything like google iphone or uber apps is very unusual for a society with so much information access no knowledge of the current criminal climate coming out of prison is also pretty hard to swallow new inmates rotate in and out and they have all the time in the world to discuss criminality thats why they refer to the whole judicial system as the university for hard knocks not to mention i have friends in high level maxs that have instagram and facebook accounts with profile photos from their cell both meanings just nitpicking the lure but still looking forward to the next episode definitely a good start,POSITIVE
83,83,10.0,14 March 2023,"It's not that it doesn't have its moments, or that it's no fun watching Sly in a tailor-made setting, it's that everything about it feels so so passé.

The sensibilities, the setup, the humor, the standards of plausibility, the signifiers of manliness. It all feels stuck at Tango & Cash or Daylight.

The series does have its moments and some of the humor does land. But how people react to Dwight's anachronisms feels like sad pandering to folks who wish the good ol days hadn't evolved. Are people really that easily intimidated? That and there's not a single tired trope left unused. With a little less kowtowing to the star, it could have been terrific.","November 13, 2022 (United States)",its not that it doesnt have its moments or that its no fun watching sly in a tailormade setting its that everything about it feels so so passé the sensibilities the setup the humor the standards of plausibility the signifiers of manliness it all feels stuck at tango cash or daylight the series does have its moments and some of the humor does land but how people react to dwights anachronisms feels like sad pandering to folks who wish the good ol days hadnt evolved are people really that easily intimidated that and theres not a single tired trope left unused with a little less kowtowing to the star it could have been terrific,NEGATIVE
84,84,10.0,21 November 2022,"As a fan of Sylvester Stallone I had to watch and now I feel sorry for him. It's as if he's having to to this because he can't get anything else. I just don't see Sly as a believable wiseguy.

His acting well, it looks as if he took acting lessons from Steven Seagal or Chuck Norris. He's surrounded by unappealing characters and I'm sure the people of Tulsa are going to appreciate looking like ignorant weaklings getting bullied by a 75 year old thug.

Don't get me started on the political correct crap and the cliched writing. Because of my fondness for Stallone I will watch another episode or two on the sheer hope that it will get better; but for that to happen the writers better give Sly's character more depth and a more interesting supporting cast.","November 13, 2022 (United States)",as a fan of sylvester stallone i had to watch and now i feel sorry for him its as if hes having to to this because he cant get anything else i just dont see sly as a believable wiseguy his acting well it looks as if he took acting lessons from steven seagal or chuck norris hes surrounded by unappealing characters and im sure the people of tulsa are going to appreciate looking like ignorant weaklings getting bullied by a year old thug dont get me started on the political correct crap and the cliched writing because of my fondness for stallone i will watch another episode or two on the sheer hope that it will get better but for that to happen the writers better give slys character more depth and a more interesting supporting cast,NEGATIVE
85,85,10.0,11 December 2022,"Never thought I'd give a Stallone TV series 9 stars, but this show is really, really great.

Great directing, great acting, great script, great dialog, great casting, great scenery (who knew Tulsa was so bleak?).

A well-done show with genuine heart and humor is rare, but to see it in a crime show? This show pulls it off exceptionally well. A crime show with heart and humor...what's not to love?

IMO this is Stallone's best acting since Rocky. He completely possesses his character and completely fills the screen. He's riveting; I can't keep my eyes off him. He plays sweet, he plays kind, he plays generous. And he also plays tough and cold and ruthless. But I had no problem reconciling these contradictions because his character is so well-developed and believable. I had no idea Sly had this kind of acting range. Emmy-worthy, for sure.

Would be a perfect 10 stars except for the Dana Delany casting. She's just not believable in the role. Or maybe it's her dialog. Is she really this steely? Here's hoping she doesn't remain so one-dimensional and cliched.","November 13, 2022 (United States)",never thought id give a stallone tv series stars but this show is really really great great directing great acting great script great dialog great casting great scenery who knew tulsa was so bleak a welldone show with genuine heart and humor is rare but to see it in a crime show this show pulls it off exceptionally well a crime show with heart and humorwhats not to love imo this is stallones best acting since rocky he completely possesses his character and completely fills the screen hes riveting i cant keep my eyes off him he plays sweet he plays kind he plays generous and he also plays tough and cold and ruthless but i had no problem reconciling these contradictions because his character is so welldeveloped and believable i had no idea sly had this kind of acting range emmyworthy for sure would be a perfect stars except for the dana delany casting shes just not believable in the role or maybe its her dialog is she really this steely heres hoping she doesnt remain so onedimensional and cliched,POSITIVE
87,87,9.0,8 December 2022,"I say this because of the lead role played by Stallone. His tough guy character is believable. Even though there is violence in the series, the writers also make room for warmth and romance. What more could a tough guy ask for. He gives hope to the other characters around him. I wish Tulsa would come on more than one time a week. Thank God for Paramount!! I do not know what note the series will end on, but I can tell you that I can't wait for the next episode. The chemistry of the other actors is a perfect match. I haven't been this interested in watching a series for quite sometime. Keep up the great writing. Tulsa for me has been a long time coming. Great stuff!!!","November 13, 2022 (United States)",i say this because of the lead role played by stallone his tough guy character is believable even though there is violence in the series the writers also make room for warmth and romance what more could a tough guy ask for he gives hope to the other characters around him i wish tulsa would come on more than one time a week thank god for paramount i do not know what note the series will end on but i can tell you that i cant wait for the next episode the chemistry of the other actors is a perfect match i havent been this interested in watching a series for quite sometime keep up the great writing tulsa for me has been a long time coming great stuff,POSITIVE
88,88,6.0,1 January 2023,"Wow, this show got me hooked from the first episode, this is by far the most entertaining show on tv right now, every Sunday I can't wait to watch it, Stallone is at his best portrayal of main character, writing is superb, characters are amazing its a perfect 10! I don't usually write reviews but this is just an amazing show. Sly has been at top of the game for the past 40 years and he always brings 100 percent in everything he does, every minute of this show is so enjoyable I can't miss a second of it, this is a true gangster show, better than both Ozark and Breaking bad is you ask my opinion!","November 13, 2022 (United States)",wow this show got me hooked from the first episode this is by far the most entertaining show on tv right now every sunday i cant wait to watch it stallone is at his best portrayal of main character writing is superb characters are amazing its a perfect i dont usually write reviews but this is just an amazing show sly has been at top of the game for the past years and he always brings percent in everything he does every minute of this show is so enjoyable i cant miss a second of it this is a true gangster show better than both ozark and breaking bad is you ask my opinion,POSITIVE
89,89,10.0,1 January 2023,"Without a doubt, the living legend Sylvester Stallone is the drawcard.

It's an interesting series, strong opening episode, then not quite as strong in the other episodes, but holds attention enough for you to watch.

Obviously one can't compare it to his great iconic movies, but it's a better than average series, and Taylor Sheridan knows how to write for tv, whether you're a fan of Yellowstone or no, and I'm not really a big fan of it.

This series about Dwight, a guy who served many years in prison, took the fall for others so to speak, because he didn't want to 'rat' on the others in the gang/ mafioso.

He comes out of jail, and after meeting up with those from the said mafia, he is set up in Tulsa, and sets up his new empire, and knocks heads with the other criminal element, so to speak.

Nice to see Andrea Savage, whom I remember from an episode of Curb Your Enthusiasm.

I'd recommend it to watch. If you're not into this kind of show, but are a fan of Sly's, give it a watch.","November 13, 2022 (United States)",without a doubt the living legend sylvester stallone is the drawcard its an interesting series strong opening episode then not quite as strong in the other episodes but holds attention enough for you to watch obviously one cant compare it to his great iconic movies but its a better than average series and taylor sheridan knows how to write for tv whether youre a fan of yellowstone or no and im not really a big fan of it this series about dwight a guy who served many years in prison took the fall for others so to speak because he didnt want to rat on the others in the gang mafioso he comes out of jail and after meeting up with those from the said mafia he is set up in tulsa and sets up his new empire and knocks heads with the other criminal element so to speak nice to see andrea savage whom i remember from an episode of curb your enthusiasm id recommend it to watch if youre not into this kind of show but are a fan of slys give it a watch,POSITIVE
90,90,6.0,5 January 2023,"Well, who would have thought that Stallone could deliver such great and captivating acting.

Don't get me wrong, I love the man and his movie, it's just such an icon in the movie industry. But the films he usually plays in are mostly films with not too heavy fare, if you know what I mean.

So this series surprised me right from the first episode. The script is good, the storyline is correct, the cast is good and refreshing, the dialogues and scenes are well put together and you are curious about what is to come from the start!

Good job!

Or how Stallone would put it.... 'Yo Adrian, we did it!'","November 13, 2022 (United States)",well who would have thought that stallone could deliver such great and captivating acting dont get me wrong i love the man and his movie its just such an icon in the movie industry but the films he usually plays in are mostly films with not too heavy fare if you know what i mean so this series surprised me right from the first episode the script is good the storyline is correct the cast is good and refreshing the dialogues and scenes are well put together and you are curious about what is to come from the start good job or how stallone would put it yo adrian we did it,POSITIVE
