Rating,Review_Date,Review
10.0,14 May 2021,Best show of time Behind the sopranos and the wire.
9.0,13 October 2019,Around two years ago Walt and Jesse entered into my life and nothin's been same since. That's all I can say.
7.0,11 January 2020,"I watched Breaking Bad last month for the first time. For years I had heard that it's a great show but somehow I could not bring myself to watch it. So I decided to give it a chance when I saw it on Netflix. And I'm so glad that I did it. Great acting, flawless scenario and implementation of it. I can't imagine how refreshing this was when it first started to air years ago. As many people say here; watch it asap, thank later. This might be the best show I ever seen or maybe it already is. The only disadvantage you may have is that you won't be satisfied with any other TV show. Ever!!! :) But you're already been warned."
5.0,16 May 2019,"Pretty much as the title says, best of all time. I had watched exactly 63 TV shows. Many of them I had finished and a few were boring I was unable to finish, however I finished Breaking Bad 3 times , with literally the same amount of excitement each time. Thank you so much Vince, Bryan, Aaron, Anna, Betsy, RJ, Dean, Bob, Jonathan and most importantly the one who portrayed my favorite villain of all time Giancarlo. This show will forever be in my heart."
10.0,18 January 2020,"Best TV series ever watched, Im pretty sure nothing I'll watch from now on Will be as good. PS: I watched this recently again and completed all 5 seasons in 3 days. I guess I need to go get a job"
10.0,10 August 2021,"I like Mike most. Aha good guy can break to real bad just like blink an eye, right?"
10.0,10 February 2020,"Hands down best drama tv series ever. If you disagree, you are wrong. Stiry and character arcs are perfect."
10.0,23 May 2020,Couldn't ask anything better from this...totally in love with this series and I watched at least 3 times.
10.0,25 July 2017,"At last I watched all the episodes. And I must announce without any shred of hesitation that this series is the one which knocks! In every filmmaking department, this series excelled. Hats off to the makers. I don't watch much TV series, but I'm glad that I watched it. Long live Heisenberg!"
10.0,27 May 2016,
10.0,27 February 2022,"I hate to say it. The first 2 seasons were great. Obviously, this series peaked when Saul had the most screen time. It started jumping the shark in S3. Then it jumped more than a half-dozen species of sharks by the end of S4. Tiger, leopard, bull, sand, great white, you name it, it jumped them all.

I'd actually love to sit down and watch S3 & S4 with someone who calls this ""brilliant"". What a hoot that would be. There must be a S5? I guess I'll try to watch it.

The other problem: it even stopped trying to be funny over time. Surely Saul was the main source of comedy, but it had some other moments in S1 & S2, but by the end of S4, they just turned the ""drama"" and the coincidence and the plain STUPID decisions up to ""11"". And, not surprisingly, the more ridiculous it got, the higher the imdb rating got."
10.0,3 October 2022,"Fargo and House of Cards have been my favorite shows, and watching this up to season 4, I still did not rate this as high as them. Then there is season 5.

Now after watching everything. Breaking Bad is truly untouchable. SEASON 5 left me so impressed that I have to say, no show will ever Breaking the Badass barrier like this show. If there ever is a show that is the best show I ve watched in my life time, this is it. Nothing else I watch in the future will ever be this good.

There is only one mountain that will is the highest in the world, it is Mount Everest.

There is only one mountain in TV that is the highest in the world, it's Mount Heisenberg.

Now I ve climbed it, I say that it has been a real privilege getting to the highest TV peak. I m forever grateful that I got to watch Breaking Bad. It is an eternal gift that I will treasure the rest of my life."
7.0,3 June 2021,This series presents a very different kind of thoughtfulness. Will take you to a journey where you can't even imagine .
5.0,29 November 2021,"Since everyone know how good this show is, i just want to write this review for the appreciation of the show.

To me it perfect, its the best , and whenever I think of a greatest show ever, this one come to mind."
10.0,11 June 2021,"As far as television series goes, I can genuinely not think of one that is better quality than this. The writing for one is absolutely genius, and Vince Gilligan deserves to be crowned for his efforts. Every bloody corner has something you don't expect, and given that I just finished my second viewing in 4 years, it is remarkable that I am still shocked second guessing every one. The acting, filmmaking, production, editing - perfection. I knew this was good before though, but now that I've grown older and uglier, and (likes to think) I've developed a more critical outlook when viewing films and TV, it's easily more than double as good as I remember. Also just sad that there isn't a thriller out there that comes close, but oh well, will have to return in 4 years time and write another review. True masterpiece."
9.0,2 February 2018,
10.0,22 August 2020,"At first, I was curious, then hooked, then captivated and in the end, I was left bewitched more than with any other TV show or movie, ever. Be aware that because 'Breaking Bad' will most likely, leave you with a sense of permanent nostalgia for the show you may need to rewatch it or find a surrogate as the prequel ""Better Call Saul"" to fill the gap after its finished. All these because of its fascinating script, mesmerizing performances, and solid character building."
10.0,10 February 2020,"I love Breaking Bad, I watch this 3 times......................."
10.0,27 April 2020,"Story 10/10, acting 10/10, screenplay 10/10, direction 10/10, characters development 10/10, result:10. It s really difficult to express how good this is, it is so good that makes me dislike any other series, truly this changed my life."
10.0,5 February 2021,Watch it now if you haven't done it yet. 5 seasons of pure gold.
10.0,4 February 2022,"I just... I tried. I gave it till halfway through season 3 and I couldn't take it anymore. Nothing. Ever. Happens. And everything is constantly dragged out.

Conversations go on and on and on while adding nothing to the plot nor character development. The camera slowly pans over the most mundane, random thing in the scene just to make the show longer.

I hate all the characters too. The only good thing about this show is the premise and the acting. I've heard that seasons 4 and 5 are the best, so perhaps I'll come back to try those someday and update this review.

But god. This has got to be the most boring, overrated show I've ever seen.

Update: I finished the show. Seasons 4 and 5 were much better. I feel like if the writers condensed the show down to 3 seasons, it wouldn't have had such slow pacing and drag on at times.

Seriously I'm still annoyed that a lot of the first few seasons focused on them sitting there staring into space. There are better ways to develop characters."
10.0,7 June 2020,"Don't know what all the fuss is about, the characters just lurch from one disaster to another. Mr White even says 1 step forward, 2 steps back."
6.0,11 April 2016,"No matter what kind of shows your into, I would highly recommend this show. All of my friends finished watching this years ago and said I should watch it. I never really have time for shows but oh boy, I won't regret taking the time to watch this masterpiece. It really is one of the most brilliant, well thought out scripts in the history of television. Every character/actor does a great job as well. I totally disagree with the people saying it started out slow (some of my friends also said the same) I thought it started with a bang right away and you just knew there were gonna be twists and turns throughout the show. another thing I like was almost every character that I didn't really like at first, came around for me. For example Jesse, mike, and Saul. Skyler was prob my least favorite but she was still great at her role. However my favorite thing about the show is that 1) every episode, every season gets better. And 2) Walt just continued to blow me away (especially in the final season) by how smart he was and how he always seemed to have an answer or a plan for everything. It was like he knew it was gonna happen (of course it's a show but his character was portrayed as a very knowledgeable man). All in all, this show will go down in the books, at least for me it will. It truly had everything, even gave me a few laughs here and there. Also teaches a lesson to some extent. Tell your friends to tell there friends that they need to watch this show!"
10.0,2 October 2022,"I absolutely looooved this series!!!! GOT is my number one but this is a very tight second...funny as heck many times, sad which could bring tears to your eyes, shocking scenes that get your blood pumping, and top of the line acting.. i mean, everyone was sooo awesome!

Once again i was not thrilled about the ending.. in fact, i never wanted it to end...hahahhaa... but all good things come to an end. Where have all the great original writers gone now? Everything else is just the same old thing.. recreating whats already been done.

Come on original writers, come back! We are desperate for something good while we come home from a hard days work and just want to forget the worlds craziness and enjoy real content!! We miss you. Why isnt my review showing??"
10.0,19 August 2021,"PERFECT SHOW. Nothing more. Nothing less.

I kept wondering why Breaking Bad is considered as the best show ever made. I kept asking myself what makes this receive that high of a reception. It's not like it has any visual elements to keep your attention or anything.

This show deserves the Universal acclaim for it's unique linear-take of story-telling. Let me tell you, after i've watched this, i felt an intense feeling. A feeling of incomprehension or something or i don't know. At first, i was like, yeah sure it's good and all. But not groundbreaking or anything. I watched BB almost exactly an year ago, in August 2020. But now, when i re-watched it, it hit immensely different, like my-rating-went-from 8.9-to-9.4-way different.

WALTER WHITE is a character of the CENTURY. The way Bryan portrays Walter weighs equal to some legendary statue of someone, im tellin' you.

The shows makes a simplified linear plot point into a complex variety. Breaking Bad is a phenomenal drama in TV. Vince Gilligan made something fabulous! That's it. He made SOME-THING. A revolution in TV.

Thanks for this!! Never forget!"
10.0,17 October 2013,"The best TV show I have seen. I'm one of the people that didn't even know about it until it had nearly ended, and I managed to watch all 5 seasons in just over a month. I had to wait a while for the last few episodes, as they hadn't been broadcast, and the wait was unbearable.

What at first seems like an odd plot, and certainly not one you could stretch over 5 seasons, instantly becomes an utterly fantastic TV show. It is brilliantly acted, particularly by the two main actors, Cranston and Paul. The story lines are so engrossing you won't be able to stop watching - your nights will just be a blur of constant episodes.

It's also one of those brilliant shows that doesn't fluctuate or get worse with the introduction of new seasons. In my opinion, the last season was the best, and the fourth the second. Fantastic characters, fantastic villains, fantastic plots. So many moments are almost too tense to watch.

I would recommend this show to anybody, I've told several of my friends to watch it and not a single one has not said they loved it.

All in all, absolutely brilliant."
10.0,31 May 2019,"Breaking Bad is the greatest show of all time but please, just don't let your toxic brain ruined this platform. How pathetic all of you to praised this show and rated Game of Thrones 1 just because you didn't have the finale you want before."
10.0,26 May 2019,"Well, I have seen about 50 series in my life. proly 10-15 out of them are just garbage, about 20 are good, and the others are very good(like true detective,sherlock). Only ONE is on another level, like others are on earth and it is in the sky with clouds. Of course its BrBa. Only series that is closer is The Sopranos(in fact, only thing I don't like is that it's too stretched). This one is like father or grandfather of BrBa. But there is only one KING."
10.0,29 May 2019,"I don't think that there will be series in the level of breaking bad...It is mysterious, has incredible actors and epic story. it is recommended for everybody"
10.0,8 August 2012,"This is the best show on television. Nowadays the shows that are so- called ""main-stream"" overrun the channels, but there are a few that detach from that group. And in that group there is that 1 show, the show that leaves you aching for the next season premiere, the show that overshadows all the others. That show is Breaking Bad.

This is by-far the best television program I have ever watched. It has that older Tarantino-Scorsese style and flow to it. Like the Pulp Fiction Tarantino and the Goodfellas Scorsese. In order to prove how exhilarating this show is I have to compare to the ELITE writers and directors in cinema. I can't just say that Vince Gilligan made a show I have to say that he made THE show. THE show that movie-lovers adore and can't wait for to air.

GIVE THE SHOW A CHANCE. I know many people that say this, ""I don't condemn a teacher selling meth"". Walter White isn't involved with drugs to sniff and puff. He is involved in order to support his family after he dies because he is diagnosed with lung cancer. So go on NETFLIX and watch the first 4 seasons of the show. It will be worth your while."
10.0,11 December 2013,
7.0,22 February 2020,"Wow! what a hell of a journey it was! BReaking BAd is seriously something worth watching! Keep patience on season 1, and 'when you're in, you're in'.

Fantastic characters, Screenplay, Plot, Direction..It was a masterpiece of these kind.

Best series I've ever watched!

(& Don't miss 'Better call Saul', prequel of Breaking Bad. Maybe It'd be interesting If you watch in this order: 'Better call Saul', then 'Breaking Bad' & atlast 'EL Camino'.)"
5.0,16 January 2010,"Now let's get one thing straight; this is a television program NOT for the faint at heart. If you like your viewing saccharine, with easy answers and everything wrapped up and snapped back to the beginning by the end of the episode, Breaking Bad is not for you. The premise alone should be enough to tell you that; a cancer-stricken father who is a chemistry teacher turns to illegal drug manufacture with a not-too-bright ex-student and struggles with his own mortality and morality along the way, doing his best to hide the new career choice from his pregnant wife, son with cerebal palsy, medic sister-in-law and law enforcer brother. Yes, this isn't light-weight material by any means.

I'm not a fan of these shows that rely on ""inflated sense of tension"" to pump up the viewer's adrenaline levels while covering for poor scripting; stuff like 24, Lost and Prison Break started out well-enough but quickly descended into this cheap shock tactic approach to keep the audience hooked. Once I saw through this I stopped watching them completely and have been seeking out quality American shows that are well-produced and equally well-written, and I am happy to say that Breaking Bad is one of these.

Bryan Cranston is perfectly cast as Walt, the man who has to make tough choices to provide for his family. He so perfectly becomes the character that it was not until later I realised he was previously cast as Hal in Malcolm In The Middle. His emotional range is staggering; with a few well-timed gestures or vocalisations he can convey several feelings at once, and when Walt is in pain it is completely believable. Walt is a man of few words, but chooses these words very carefully, so when he speaks everyone on-screen and in the audience are listening.

Cranston isn't just carrying passengers though; he's ably supported by Anna Gunn as his wife Skylar, who brings just the right amount of care and concern for her husband and baby as needed and RJ Mitte plays the son who has CP and gives a very accurate, non-condescending portrayal of the condition so different from the ham-handed ""sympathy ploy"" approach so overused by shows from the States. Dean Norris plays Walt's brother Hank, the all-American police officer who doesn't take any guff and flushes out drug dealers for a living, with his quirky kleptomaniac wife Marie (the lightest character in this show, amusingly) who is handled with panache by Betsy Brandt. Rounding out the main cast is Aaron Paul as Jesse Pinkman, every inch the nervy, paranoid and streetwise ""cook"" who becomes Walt's new partner and guide to the world of drug trafficking.

There's much to recommend. Tight, well-plotted scripts that make the unbelievable tangible and don't waste a line while doing so. Superb, inventive direction and settings that perfectly fit the mood of the show, an interesting mixture of steadicam, handicam, point-of-view and camcorder shots that appear to be captured by the cast themselves. Excellent choice of soundtrack; almost every episode ends with a classic song and the musical cues throughout really add to the atmosphere without becoming overpowering; witness the searing, high-pitched noises when we see through Walt's eyes as he is in pain or being given bad news for an example.

What is most remarkable is that the show never gives easy answers, never biases us towards the characters (we are given both sides of the debate and left to make our own choices, which respects the viewers intelligence) and always does things that you will not expect. There is not a single cliché to be found here, no way of knowing exactly how each person will react to the situations they are thrust into. These are complex, multi-faceted individuals with free will and their own motivations, who exist not as mere tools to advance the plot. The plot itself is always coherent and leaves very few loose ends. If you see an event or object framed, however subtlety, you can bet it will come back later on. Maybe not in the same episode, but as part of the story arc. And last but not least is the incredibly pitch black humour that crops up every now and then, so dark it almost feels uncomfortable to laugh.

If you liked the first season of Dexter but don't like the direction it has now, Breaking Bad is for you. Not since I saw Firefly (a very different kind of show) have I enjoyed a television program this much. If they can carry this program on for two or three more seasons and then end it without dragging past the logical closure point - and with Walt the way he is, this is crucial - it will be one of the greatest drama series of all time.

If you haven't tried it, start from the pilot episode, keep an open mind, and you just might find your new favourite show. I know I did."
10.0,28 June 2019,"To date, this is the only show that not only never falters in quality, but is consistently fantastic for all five seasons. It deserves all the praise it gets and more. It holds the title of my favorite show with an iron grip and won't let go any time soon."
10.0,1 September 2019,"So I just finished this show today (8/31/19). This was one of the greatest, if not the greatest show I've ever seen. A true thrill ride from start to finish, and there was never a dull moment. A masterpiece all the way through if there ever was one. A great experience to remember. Thank you. 10/10"
10.0,2 April 2020,"Breaking Bad. Is the story of Walt White, a high school chemistry teacher working in a second job (car wash) to try to support his family. He takes a banal life, lives with his pregnant wife and his teenage son, who has cerebral palsy and have locomotive difficulties. Desperately hard up for money and constantly put down by those around him, Walt reaches the breaking point when he's diagnosed with inoperable lung cancer. He connects with former student Jesse Pinkman to start making and selling methamphetamines in order to raise money for his struggling family.

In my opinion, Breaking Bad is the best series that exists in the film industry. The series has a writing and production by Vince Gilligan, who created a story that portrays several problems that we live in society and makes us wonder how far the madness of a desperate man goes. The show also has an amazing actors, since Bryan Cranston, who plays the main character Walter White, representing very well all his moments of despair and insanity that the character has, that holds us every minute of the show and Aaron Paul who plays Jesse Pinkman as a supporting actor, a character who had a difficult and unlucky life manipulated by everyone around him, but with a pure and naive heart living a roller coaster of emotions through out the show very well performed by the actor. The character development is simply incredible, which makes us have a special connection with each of them and the story of the whole series is very well accomplished and does not take us out of the series at any time. I have repeated the show several times, all the episodes are good and I have never regretted watching it. Thanks to Vince Gilligan, AMC and everyone who participated in the realization of the series for the excellent work they have achieved. 10 STARS"
10.0,7 February 2021,"I just finished the show this past week and wow.. It is one of my favorite shows (if not then my favorite). Simply one of the best. The acting, plot, twists, and the soundtrack are all absolutely phenomenal. I loved seeing the transition of Walt's character: from a timid, nerdy teacher to a badass drug lord. I'm still in awe of how amazing this show is. My only complaint is that I wish I had watched it sooner! This is a show I will definitely watch again and again!"
10.0,20 March 2019,Breaking Bad is a complete masterpiece. The only time I was upset was when it was over. Bryan Cranston is phenomenal and the story keeps you on the edge of your seat. If you haven't seen it you need to watch it now!
10.0,22 September 2024,"Television has been on a downhill slope for a long time but this series it one of the few rare exceptions. Not that the stories are in any way realistic but they are well told thus making them more believable.

The show easily held my interest and can even be rewatched. The main characters, Walter and Jessie, make a good team as they go through a love/hate type of relationship while rising to the top of their trade. Even the supporting cast is for the most part an asset though a couple of the characters like Skyler and especially her sistem are not really well written.

This show is highly recommended."
10.0,7 July 2015,
10.0,21 December 2021,
7.0,30 May 2019,"Was so bored. It was just Same thing over n over. Don't compare with GOT, GOT has worst ending, but breaking bad is bad all seasons"
1.0,6 April 2020,"The best in all aspects. If you are about to suggest me a series, i would say if possible just delete breaking bad from my brain, so that i can have a fresh start. after brba no series giving me satisfaction. Perfect one. Thanks Vince & team."
10.0,2 June 2019,"Perfection, top photography and emotions from end to end. I remember the first time I watched it, the S2E2 kept me sweating on my couch for 20 minutes."
10.0,13 September 2024,
10.0,10 July 2019,"I thought GoT was the best show ever that it couldn't be replaced.Well,I was so so wrong.This show is and will be my all time favorite and I truly mean that cannot be replaced.I just finished it a minute ago and I can't calm down.The actors did an amazing job and every member of the crew.Would totally give it a 11/10 ."
10.0,24 October 2020,A slow burn with mixture of emotions and thrill given by Vince Gilligan.
10.0,31 May 2019,"Let me do my part the series was great, lived every second of it"
10.0,22 January 2020,"So...I was a little late to this party, but not the type of late where you get there after it's over and the cops are arresting someone for indecent exspoiler! No, I went in fresh while season 3 was currently airing. Which meant I was able to avoid any major spoilers and caught up to a live season 4. And like EVERYONE else that has ever watched BB, I could not wait for the next episode. That is until the very last one, you know, that last episode where immediately following it you go into a state of panic that includeds depression, feelings of complete emptiness, a total loss of self worth and questions of how in the hell can you even go on??? Then, when you finally come to grips with the end of the world as you know it... a light goes off, and you do the one and only thing that makes any sense, the only thing that can even begin to help make you whole again, that one thing that can wake you from your television induced coma... and completley rewatch the entire series 5 more times! So if your wondering if this is a good show worthy of your time, if this is a show that can change your life, if this is a show that will prepare you for the afterlife and put you at ease knowing there is God spmewhere out there and he/she has a plan, then I'm here to say yes, you should watch this show!"
10.0,20 May 2019,Worlds best series ever.... It deserve 10/10 rating
10.0,3 October 2022,
6.0,26 June 2020,This is an original piece of work with strong performances at its core. It also has some memorable scenes. Ultimately however it feels like an ultra dark comedy that puts style and ingenuity above realism and substance. Whilst ultimately it's a question of taste give me the soul and realism of The Wire every day over the trendy style and at times unremittingly bleak view of humanity on display here.
1.0,14 December 2019,"I tried to like this series. When it debuted, I watched two episodes and quickly just stopped recording it. Later, after c oming to really enjoy ""Better Call Saul"", I bought BB on dvd. It didn't get any better than my first impression. I absolutely hated the two central characters. Cranston, with his mouth sagging open all the time, revealing his bottom row of front teeth, made his character look like an imbecile.

Aaron Paul, looking like a skanky little rodent from a privileged background and acting like a barely sentient child was every bit as annoying as Cranston. I've seen both of them in other work since then and they are the same; annoyingly bad actors.

Maybe if the central characters weren't so insufferable, I would have been able to like this series. The main idea was OK, but the way the story was developed made the whole thing ridiculous. I despise Brian Cranston, to start with, and can't stand to look at him, so maybe that soured me on the series to start with, but his whole family and circle of friends are insufferable as well.

The wife, the son, the sister in law and the DEA brother-in-law are totally unlikable characters. Pauls' circle of friends are imbecilic and the constant nonsense about Paul using dope and making messes is ridiculous and unbelievable. People who do the things he did in a neighborhood like the one where he lives would be in prison in short order. This is supposed to be Albuquerque, not NYC.

The dvd sets had no subtitles and the sound levels were very inconsistent, so maybe I'm missing a lot of what was said, which could be why the whole thing quickly became uninteresting, but that wouldn't have made good characters insufferable. That had to be the fault of the writers and casting directors.

4 stars is being generous. I bought the entire series on dvd because so many people raved over it. I soon learned that all of those people would probably rave over a series about dogs crapping on carpet."
10.0,3 September 2022,"What i found amazing in this show were the detailings it was pulled with, which i have never seen for any other show.

It is perfect show with very amazing and neat ending.

And the show's other elements such title , intro and music were also justified neatly within the show.

And the most important thing in the series is the story line which makes you crazy to binge watch the show, i myself completed watching the series within a week, this is very addictive show with huge amount of suspense ,black comedy ,humour and most importantly chemistry which is the building block for a show.

Amazing show happened for the viewers ,critics and for other actors ,directors, writer to be inspired off."
10.0,1 December 2019,Truly I had to love the every plot and character of this series. This is too much realistic and suspense in every episode. Ahh. I finally saying that I love it.😍 Everybody should watch it.
10.0,18 December 2019,This must be the greatest Tv show!hands down the most captivating show ever created!The hype is real.After completing this i feel like there's nothing else i can watch! Don't miss this!
10.0,6 November 2018,"Breaking Bad is not a TV show, it's a once in a lifetime experience. It's a clever and gripping story, told from start to finish without a single mistake. The acting, the dialogues, the cinematography, the direction, the music, everything is constantly brilliant and never stops to amaze the viewer. Trust me, if you haven't already seen it, do it as soon as possible. Just watch the first couple episodes and you will be addicted."
10.0,14 March 2024,
10.0,22 May 2019,Walthskdbd Sjskfnvb Hsjdjfb Sushejjd SHjskdnfbcdkdon
10.0,1 April 2020,"This show is a mix bag because i can understand the people who are leaving negative comments like ""slow paced OR boring"" but trust me this show knows it as well, it may look boring and dull at first but its the part where u are introduced to characters, little backstory. Its essential to the story, once you do get hooked onto it, you end up wanting more and MORE like drugs. This is so well written and perfectly executed that its almost crazy.

This series has inspired so many spin off's / movies, i mean its a decade old and still one of the best on my list."
10.0,22 December 2021,"Excellent show.

The characters are deep and flawed, and evolve signifcantly over the show.

The minor complaints I would have are starting a little slow and having some filler moments here and there.

But when it's good, it's really really good."
6.0,17 May 2018,"I forced myself to try this out given its ""amazing"" reviews and it's award for being the ""best tv show of all time"". I barely even made it through season 1. I couldn't stand the fighting, and how stupid Walt was acting. None of it really made sense, realistically. Maybe it dosent work for me, cause when I watch tv, I can take it personally. When Hank found out that Walt was smoking pot, he could have totally under every situation taken him down to the station. But he didn't! Which is a federal offence since he works for the DEA!!! Like guys! These are simple mistakes! Was SO bored through majority of it. I mean, I'm not a drug addict so maybe that's also why I'm not a fan of this show??"
10.0,30 July 2018,
10.0,28 June 2017,"Everyone of my friends and family said this was the dogs b****cks first few episodes not so good but you will get into it, I'm now on season 4 episode 4 and its still absolute RUBBISH, one of the supposedly good TV shows I cant get into, I don't get what the big deal is with it, same old rubbish over and over again. I really don't get why this TV show is so high rated, if you want to watch something intriguing climatic with twists watch these shows, I recommend Game of thrones, Wentworth, the 100, Power, The blacklist, Blindspot, Homeland, Stranger things, Empire, How to get away with murder, Making a murderer, Narcos, El Chapo, I don't know if its because I watched these before Breaking Bad but was really terrible compared to these especially as so many people thought breaking bad was amazing."
10.0,22 May 2019,No boring Nice action nice nice Nice ending I love walter white
10.0,4 March 2024,
10.0,20 June 2019,
10.0,18 October 2024,"A story of a genius person, who loses for his family. There is a person known as Walter white. He was a school teacher.

His brother in law is a DEA agent.

At the age of 50 he got cancer.

Then he decides to earn money.

He started cooking meth with his ex student,name Jesse pinkman.

Here the story starts.

Walter white makes a full empire of his business. Some kinds of ups and downs comes in that story.

There is some important characters like gus fring, Saul,Mike.

They play vital rule into this story. Into the middle of the story his wife cheats on him.

By knowing this he became a monster.

Lastly the story ends with a very sad story.

In my Opinion, I prefer people to watch the series."
10.0,14 October 2020,Watch it you won't regret...Gilligan's a genius...👍🏽
10.0,15 October 2024,"This is a masterpiece. Everyone who has lived or will live should watch this series. It is not open to debate.

Believe me just watch this series can change your life.

Great songs, character changes, science, philosophy, psychology and action, this is a series with all these and more.

. .

Do you want to know how good this series is? If you just look at it cinematically, the scenes shot are in a rhythm, or it might be more accurate to call it harmony. We are talking about a series that includes the mysteries of some characters and all these. I don't know if this series is the best, but it is definitely one of the best. There will never be a series like this series, it is one of a kind, it is a very special director, the actors, the places where the set takes place, we are talking about a masterpiece whose small details are always wonderful.

.

If you have any doubts, never mind, listen to me and watch this masterpiece you won't regret it."
7.0,12 July 2022,"Words will never do this show justice. I've seen it 4-5 times now and it never gets old. Every second of this show; every line, every shot, is intentional and perfectly crafted. Every rewatch it never ceases to amaze me. The actors are brilliant, the cinematography is astounding, the writing is consistently perfect, and the story is incredible. If I could only have watched one series in my life, it would be this one. Absolutely perfect, and if you haven't seen it, what are you still reading for? Bravo Vince."
2.0,6 July 2019,"I have to Day that plot in this film is breathtaking. Always when i ended to watch episode, i wanted see a new one."
10.0,5 April 2020,I've watched some slow burns but this is way too slow. Each episode moves at a snails pace I got so bored while watching this. I couldn't get past the season 2 finale. I know this show is beloved by many but I just didn't have the patience for it. There isn't even music in most of the episodes. This show is probably worth it if you can sit down and appreciate the really slow burn.
10.0,5 February 2014,
10.0,8 August 2015,
9.0,1 June 2022,"Breaking Bad is easily the most popular and critically acclaimed show out there. Before I started watching while I was sure I'd have a good time I couldn't help but wonder if it could truly live up to the massive hype surrounding it.

It does.

Breaking Bad achieves something I've not seen a single TV show do, it doesn't have a single bad episode. It doesn't a single boring or mediocre plot line. It is the most consistent show I've ever seen and it is amazing. It is entertainment in the truest sense with its magical ability to transport you and make you stare at your screen in wonder or horror or whatever it decides it wants to do that episode. Walter White and Jesse Pinkman are such complex and engaging characters that you're almost constantly switching between rooting for them and being horrified by them. It's a show that's pure escapism and is just as addictive as Walter's meth. I ended up watching the entire last season in one day. I don't particularly like calling something perfect as I don't think anything is. But I'd be hard pressed to say that this could be any better. It makes you laugh, it makes you cry. It's a tragedy of Greek proportions while having the grandiose action of movies like Die Hard. It's incredibly stylish while also being extremely subtle at times. As a consumer of entertainment of any form you owe it to yourself to watch the epic ballad of Walter White AKA Heisenberg."
10.0,2 December 2016,
10.0,5 December 2019,I re-watch every episode and i am not bored this serie is perfect
10.0,11 April 2020,I've seen this show about five years ago and ever since I've been watching it in repeat every year. You can't get enough of it. It's the most perfect show ever made and trust me I've seen alot of shows. no one is even close to this one. Please do yourself a favor and watch this if you haven't already.
9.0,3 February 2024,"Breaking Bad is best series I've ever watched. Perfect and unexpected storyline, truly fascinating character deepening. Make sure you have to watch it. In this series you are completely carried away and as if you are there. I recommend watching this series before going to bed or relaxing while drinking coffee and snacks because the series is long and never boring. Happy watching and enjoy, make sure you can mentally accept every character trait in this series. This is why I give this series a 10-star rating. The point is you have to watch it. Otherwise, I think you will be at a loss. Hahahhahaha."
7.0,25 May 2019,The best. Things are good and sad at the same time watching it.
5.0,18 February 2020,"Perfect, that's the right word to define this show, all of it is just... Perfect, the characters, the script, all the plots are mindblowing, just make yourself a favor and watch this, because it's so perfect that it's almost a sin not to watch it."
10.0,29 January 2020,"This show is just perfect, Vince Gillian offers a fresh, brilliant, entertaining show, the guy is a genius.The show has plot twists that don't disappoint, they are so perfect that you will never forget those plot twists. The cast of the series is perfect, Bryan Cranston as Walter White is just wow, and Aaron Paul is brilliant.You will not regret watch this series."
10.0,9 November 2013,
10.0,8 November 2013,
10.0,17 September 2019,If you missed it you will regret. This thing is great great great and Vince Gilligan is genius.
10.0,13 May 2021,I Am The Danger - Heisenberg. - breaking bad. Hejeueheirjdbdidihrrjirjdjsisidihrrbjdjdidixidixj.
8.0,6 September 2020,"It took me several years to watch this. The Malcom in the Middle dad as a drug kingpin wasn't thinking it would be all that great but OMG it was much better. He is one talented actor for sure, the entire series transformation from a middle age guy that gets a deathly health diagnosis to change most of who is to make sure his family will be taken care of once he is gone and the boundaries he crosses to do it.

And the supporting cast did an amazing job on this as well

MUST SEE!!!!"
10.0,9 February 2021,
6.0,23 June 2019,Awesome series got it all Got the drama the action the tragedy the fear
5.0,21 September 2019,The best series I've ever watched. The characters develop over the episodes and seasons and the plot gets deeper and more exciting. The character of Walter uncovers over the time both to himself and the audience. I cannot really find a weakness in the this show.
10.0,2 August 2019,Masterpiece. Great. Amazing. 10/10 would recommend.
10.0,3 November 2019,The best series ever made! The script and the writing is outstanding! Bryan's and aaron's acting is out of this world. Vince Gilligan Thank you!
