Rating,Review_Date,Review,Release_Date
7.0,"Jun 13, 2023","Transformers: Rise of the Beasts is the most entertaining and enjoyable film in the franchise since the 2007 original! I know, I know, that's not saying much, as pretty much all the sequels are nearly unwatchable. (*not counting Bumblebee, as that was very different and a much better film than all of them*) I've never been the biggest fan of the franchise, but as someone who has seen them all, it really feels nice to get an entry that I don't actively hate!

It's refreshing to finally get a Transformers film not helmed by Michael Bay, as this film does away with the juvenile humour and excessiveness of those films. Steven Caple Jr. Actually did a fine job here, considering the only other major film on his resume is Creed II. Usually, directors who don't have much experience with CGI struggle with their first primarily CGI-based film, but here Caple Jr. Managed to pull off some pretty impressive action sequences. Now, it's not perfect, as many of the visuals do look quite bland and sterilized. It actually had me longing for Bay's signature visual style, which as the very least kept everything in the frame looking quite exciting and vivid. I never thought I'd say that, especially after the god-awful The Last Knight, but Bay's direction is what really made this franchise work so well, it gave them that sleek blockbuster feel even if their stories were crap. Here, we get a decent story that managed to be quite watchable, but the direction of the action scenes made it feel like this was more geared toward family audiences. It felt smaller scale, less ""blockbuster-y"" than the rest, but I actually didn't mind that here. The film had a fun, Saturday morning cartoon vibe to it, it's like when you were a kid and made your action figures fight - which for a Transformers film is not necessarily a bad thing.

The film is indeed fun, amusing, and enjoyable... but that's about it. It's largely bland and forgettable and gets bogged down by silly exposition and cheesy dialogue. The movie really plays it safe - it's shorter, straightforward, and quite conventional. It doesn't do anything we haven't seen before so it's hard to really rave about it. Plus, the plot isn't the best, and it moves quite slowly at times, taking way too much time to over-explain exposition. But, on a positive note, the movie finally finds the perfect balance between humans and Transformers! And these human characters might be the best the franchise has had outside of Bumblebee (sorry Sam Witwicky). Anthony Ramos was quite good here, really proving that he is the real deal and deserves so many more leading roles after this and In the Heights. I also thought Pete Davidson stole the show as Mirage, one of my new favourite Autobots besides Bumblebee! He had some really funny moments that had my whole audience laughing! I was surprised to see that the audience I saw the film with was really into it, and it helped me to further invest myself in it! But overall... this isn't a movie you need to rush out to see. It's good, it's fine. It has some likable characters and some entertaining action, but it isn't revolutionary or special. I am happy to finally get a Transformers movie that does something different than the usual Michael Bay madness, and I thought it worked out well. It's just unfortunate this movie is inherently flawed. Still, compared to every other Transformers sequel from Revenge of the Fallen to The Last Knight, this is leagues better than all of those! While it is overall ""just fine"", it's a step in the right direction, and it's one I actually wouldn't mind rewatching at some point!

But my god... the reveal in the final scene of this movie made me roll my eyes so hard. Please don't tell me this is the direction they are taking this franchise in.... it would be such an unnecessary and overstuffed crossover.","June 9, 2023 (United States)"
6.0,"Jul 19, 2023","The movie is set in the 90s and centers around Noah and Elena. Noah is job hunting while Elena is a young researcher at a natural history museum. I missed the first seven minutes of the film due to a mishap with the theater staff, the movie which showed the Twin Towers in the background, left me puzzled. What year was it in? I like the action sequences and fight scenes. The villains were boring. No growth with every character that was in it. Beast machines had little screen time. The rest of the movie involves Autobots, Maximals and a big threat from Unicron. Despite a repetitive and boring storyline centered around a Macguffin, the ending is unexpected and worth researching to avoid confusion.","June 9, 2023 (United States)"
2.0,"Jul 2, 2023","I have to be honest: I wasn't expecting much when I went to see this movie. The last couple of efforts have been a bit lame. Not retaining John Turturro's government agent character was a big mistake.

So it was a pleasant surprise to find that this is actually quite a good movie. Sure, it's a massive CGI slugfest. But it's all quite tastefully done. The new human leads do a pretty good job and the story moves along at a lively pace, not requiring too much thinking while you watch. The original score is pretty good, too.

Good to see Michael Kelly pop up in a new government agent role, at the end, and it's not so far removed from the type of role Turturro played in the first Transformers movies.

The prospect of a Transformers-GI Joe crossover sounds interesting!","June 9, 2023 (United States)"
6.0,"Jun 11, 2023","Rise of the Beasts has a lot of potential going for it, but unfortunately, very little to none of it is realized.

This film suffers from a poor script, characters I couldn't care for, and it left me wanting. I must admit, though, this film looked surprisingly good in 3D.

Overall this film is very forgettable and doesn't do anything new. Also, with an ending that leaves me with more questions and thoughts of why, then necessary really brings everything down.

Suffice it to say I still prefer Michael Bays Transformers. They're better, in my opinion. (I said it, deal with it)

PS. As the movie drew to a close, one audience member gave a loud clap. I immediately thought well I'm glad someone here enjoyed this film.

IMDb: 3/10 Letterboxd: 2/5

Watched in Theaters.","June 9, 2023 (United States)"
4.0,"Jun 8, 2023","""Transformers: Rise of the Beasts"" is the new movie based on the Takara toys that Hasbro exploited and have been brought to television, movies and comics. In this new film, the result is kind of almost bad, a soulless and simple script that could have been told in 90 minutes and not in an excessive length of 127 minutes that become slow. The performances are ordinary and the director's work does not stand out. The production is not used, the soundtrack has no essence and the cinematography is quite conventional. The biggest negative point is the costume design and the setting, since the film takes place during 1994 and fails to take us to that year, with the exception of some retro objects and extras that wear 90s costumes, the protagonists really look very 2020's. Another flaw is the digital special effects that fail to be entirely realistic, the green screen and After Effects giving themselves away for much of the length of the film. A totally forgettable production.","June 9, 2023 (United States)"
8.0,"Jul 1, 2023","The original Michael Bay Transformers was really fun and a modern take on the classic series. The CGI was incredible and it resulted in a film that was Bay's best since The Rock. The same can't be said about the flashy, lack of substance sequels. It was enjoyable to watch more Transformers of course, but he focused too much on mind numbing action and not enough on story and characters. There were some great moments to be found within those films, but none came close to its predecessor.

Rise of the Beasts is a return to form that excels beyond the enjoyment of the 2007 film. Anthony Ramos was stellar, and not just in a blockbuster main lead kind of way, but is truly a great actor who deserves much more screen time in addition to this series. Mirage was absolutely incredible, every minute that charismatic Transformer was on screen he lit it up and stole the show.

I won't spoil it for those who haven't watched, but if you've ever loved the Transformers at any point you will find this latest entry to be irresistible, hilarious, intense, action packed, and a solid film that uniquely places itself within the modern blockbuster genre.","June 9, 2023 (United States)"
7.0,"Feb 4, 2024","Transformers movies where never good but at least they where nice too look at. But this.... this hit so low that it tried to dig to the center of the earth. Its badly made, chaotic with bad acting, lack of any logic and worst part is that its not even good looking movie. Its 2023 and CG look worst than in first Transformers. And of course its just another movie that try really hard to push PC agendas of dark skin = good, white skin = bad, that no one buy anymore as its just annoying and fake. You just rise another generation of ""blaming everyone, but not me"" people. At least they could hire actors that could pull some charisma and.... good acting in it to make it at least entertaining, but no, here we have no jokes, even cringe ones, no good looking people, just low effort mediocrity...

Overall, AVOID at any cost.","June 9, 2023 (United States)"
2.0,"Jun 9, 2023","Visual effects :10 Action: 8 Story: 6 Everything related to human cast: -5.

I voted 6 just because of good memories from earlier versions.

There was no need to introduce any human role in this movie at all. No armies, no soldiers, no secret organizations, no hi-tech corporations. Obviously, these human characters are forced and glued to story.

A grate fall from first movies with stars like: Josh Duhamel, Shia Labouf, Megan Fox, John Toturro, John Voigh, and many other great stars, to the untalented cast of this one. The act is not even under average, it is under zero!

The movie, by itself, is acceptable and entertaining if somehow the human characters scenes cut off from it.","June 9, 2023 (United States)"
6.0,"Jun 21, 2023","I see many comments of people of one particular race complaining about the urban music, the brown actors and actress. I have watched the Transformer movies and found they all we pretty good. It seems in this particular movie it seemed to try a new audience maybe to wheel them into the franchise.

I believe the acting was pretty good, now I will say no way as good as my guy Shia. The first couple ones were great. This one seemed not as action packed and the jokes were ok.

As far a the ""white people,"" saying nasty comments about the music and how they feel targeted - As my mom says, ""Guilt will make you tilt. "" meaning if you perceive something in a certain way then that's how you feel about it.

It's your own guilt. Therefore, you may have things you need to fix in your own life. Racism does exist, I don't believe this film pointed any fingers at a particular race. I believe it stuck with the environment and area it was filmed in. It went with the narrative of what most people in that particular area go through, see and experience. Maybe you don't have those experiences, but it doesn't take away from people who do.

It's great to meet new people who are not in your ""regular circle of friends"" then just maybe people can receive the experiences of others less fortunate around them. It's great to not only broaden your horizons when it comes to exploring other places, but imagine broadening your horizons when it comes to other cultures, races and religions!

No it's not per the ""usual"" narrative, but I like that it reaches out to a different genre of people and culture, which will Intel make that particular group of people or culture want to watch the previous Transformers.

Overall, I believe it was pretty good. I wish there was more hard action that Michael Bay usually brings. The acting was pretty good.","June 9, 2023 (United States)"
7.0,"Nov 10, 2023","I thoroughly enjoyed this film. It is cheesy personified, with a good tint of heart. There is some overacting, but if you look past that and go in without massive expectations, I promise you will like it. The soundtrack is pretty good too. Not heard of the actors before, but that didn't matter either. Lots of action all the way through and a bit in the middle that will make you jump, but that will just keep you on your toes.

There were younger kids, right the way through to pensioners there and I don't think anyone came out with disappointment on their face. Well worth the visit and really glad we went!","June 9, 2023 (United States)"
6.0,"Jun 16, 2023","It was aight, they could have made a few changes to the writing and a couple of characters and dragged out the dramatic scenes and made the score a little longer and probably had a few more epic shots throughout the movie but.....

I did find myself smiling and feeling pretty nostalgic as well as having a few good laughs.

The movie may not amaze you with beautiful views of a gorgeous South American landscape but it does have some enthralling moments where you may feel like it's taking you along for the ride.

Michael Bay's transformers movies had a lot more action and a little less story than this one. So if you're a fan of the OG transformers looks and like a heartwarming feel-good action movie this is one for you.","June 9, 2023 (United States)"
7.0,"Jun 11, 2023","Well, it's about robots from outer space so just turn your brain off for maximum enjoyment. If you told me the script was AI-generated, I'd believe it.

But is it entertaining? Depends on your definition. If you want to see robots and humans hunting MacGuffins, clashing and brawling for their respective fates, painfully cringe dialog and jokes, and a predictable plot? Then yes, it's entertaining.

I'm a sucker for 90s hip-hop, so hearing Tribe and Wu-Tang was a pleasant surprise. I also appreciate the dynamic lighting and how the robots are integrated into their environments. They don't stick out too much or look odd.

Until they talk. Then most of the immersion goes right out the window. Nearly every robot-spoken word is delivered with the gusto of the movie trailer voiceover guy bellowing cliches like ancient creeds.

And yet, as the 3rd act progressed I found myself starting to be won over, almost like a case of Stockholm Syndrome. Maybe because I stopped thinking about it. Maybe the movie itself became a visual lobotomy.

I almost want to recommend this. Not because it's good, but because it's bad in ways that are endearing and sort of fun.","June 9, 2023 (United States)"
2.0,"Jun 15, 2023","LIKES:

The Pacing -The movie is good in terms of keeping the Transformers pace. It's popcorn munching goodness, without as many of the explosions and I really enjoyed how the two hours moved quickly -It's got plenty of movement to have the action genre tag to it, but yet respect the plot enough to give it time and have a little character development thrown in as well.

-A great shake of the hands, I quite enjoyed what they brought with it and did not find it as bad as the pacing of Transformers 4 and 5 in the Bay universe.

The Story To An Extent -The movie has good elements to the plot, a little more focused and brought together than what we got with the latter half of the Bay series.

-Rise of the Beasts adds some more character elements to the movie, sometimes hitting Beast Wars and other times hitting the nostalgic Transformers, with an overlap of real life drama that combines nicely.

-The human story in particular has crafted humans that I like, good morals, good involvement, and some growth that helps to integrate them into the madness that matched 1 and 2's plots but yet better.

-And the actual robot story itself impressed me with what they accomplished in helping evolve Optimus' role and what they did with Airraiser as well.

-These are the stronger elements, with Mirage also coming in with some good moments, leading to a story that isn't the strongest, or most dynamic, but is not the worst plot development that we've seen.

The Action Scene Moments -Transformers always had some degree of action no matter the medium you have watched them in, and the first movie was one of those that showed me just what we had in store for this series.

-Rise of The Beasts, has these moments, great cyber warrior action that mimics what we saw and played with the toys, but with much better special effects.

-I loved some of the moves and battles, sometimes rugged wrestling and rolling around, other times blasters blazing in a spark that could give Star Wars a run for its money.

-And the ending battle sort of brought scenes that were my expectations with coordination, moves, fighting, and stakes to an extent. The key word... extent

The Sound Editing -The movie series has always made me smile with how amazing the sound editing is.

-Bay started it, but the series continues to improve on making the Transformers changes sound even better.

-The metallic movement effects, the way the blasters and blades ring out as they hit, and even the sounds of the voices have an effect that make the speakers boom, and it's awesome for fans like me.

-And for the most part, it didn't get in the way of the dialogue. I could clearly understand and hear what the characters were saying, getting the best of both worlds together which is always nice.

The Visuals -But as impressive as all the audio work is, the visual work is still the most stunning piece of material for me in this series.

-Rise of the Beasts continues to make great strides with making the impossible come to life, and the robots continue to look good.

-The air of fakeness is still there, but it's so impressive to see the details on the group, the sheen, the scars, and the weapons come to life and make it move so good.

-Again, the first movies I think still look a tad better, but the cartoon shine does well to mix with realistic visuals and tear the Earth up so well with awesome tricks.

-It integrates so well, and I love seeing what they push the technology to, but right now, it's still one of the pinnacles of the animation in live action.

DISLIKES:

The Plot Still Needs Work -I know it's Transformers and It's not about the story at all for most, but part of what helps bind this series together is and give a meaning to the metallic bashing.

-This movie has started to improve on the plot, but it still needs tightening, focusing on a few elements and finding those means to stretch and balance all it has to balance.

-There were a lot of shift changes and convenience factors to the plot, the very piece meal plot is a bit weak in transitions, doesn't fully integrate the characters to the extent the first one did, and still is missing that finesse -Fortunately, an amazing end credit scene, and some of those shining moments help make this better, but still so much potential.

The Balance Is A Bit Off For Robot Use Still -The first movie is the one that did the best with the balance, but since then, there has been struggle to break out of Optimus' shell.

-This movie had contenders who helped stand out and do more, and that was a nice balance, but there is still room to really maximize Maximals and Autobots to make them worth the inclusion.

-For this sequel, there is still some better balance and I see more of them fighting together than the past. It's just, I wanted more and seeing some of my favorites backlogged still due to the number they have... well it kind of stinks for a huge fan like me.

-Guess there is a reason they continue to keep them in shows, so that they have more balance of characters.

More Focus On Humans Than Robots -It is Transformers, and I want to see robots more than humans.

-Yet, for some reason, they continue to put the humans front and center for the movie and continue to focus more on their journeys than the robots themselves.

-The movie does this a lot, and though again the humans are likeable, they just don't have the interest of mine when I'm there to watch robots kick butt.

-Even during the action scenes the humans got the focus disrupting things and the flow of the action scenes that I was so looking for.

-As such, the movies really need to continue to try and find a bit more balance for the robots I'm coming to watch and the real life counterparts that are there to be the ambassadors to real life. Something the end credit promises could happen.

The Action Scenes Are Choppy At Times -The first Transformers had the best flow of action for me if I'm being honest. The fighters were engaged, they came up with strategy, and there was involvement and stakes.

-The others, kind of had that, but got so lost in essentially these human drama elements, and the theatrical moments, that they often felt very shortsighted to just a few moments.

-This movie is somewhere between them. There are moments where the scenes are starting to rev up, have this awesome move set and coordination that matches the Avengers style of action.

-And then it gets interrupted, goes into talking again, and stretching stuff out that sort of cuts into the action.

-Is it awful? No. Is it cheesy? Sometimes. Is it frustrating for me? Yes. But the scenes still have more together than most of the Bay films, so I can't really be too upset but just hoping that they can find a little more balance and really go back to the roots of the first movie for me.

THE VERDICT: Transformers is very easily a theater worthy movie. It's got the style and modern day elements to really show just how good the technology is and see how smooth robotic warfare can be. It's got better use of characters, a story working to find its balance, likeable characters and character growth that tells the tale to a decent level. The visuals are gorgeous, the sound editing on top, and the action moments are decent at times when they come together in the perfect combination of these elements. Yet, the movie is still finding its legs for me and not necessarily the perfect balance of story, action, and mechanics the first one was for me. The visuals are top dollar and seem to take the point, and at the cost is the optimizing of character use, coordination of scenes, and just balance overall. Still, it's a popcorn munching flick and I was very satisfied with the fun I had with the movie and the showing I did in non-3d. But... I can only suspect this movie would rock in the Imax theater and if you can, check it out.

My scores are:

Action/Adventure/Sci-Fi: 7.5 Movie Overall: 7.0.","June 9, 2023 (United States)"
7.0,"Jun 15, 2023","Main characters are great but secondary are just diversity spotlights. I.e. Scene little boy threatens an autobot if anything happens tk his brother and little boy never saw one before...literally who envisioned this scene but a person jacked up on delusions. Loses its realism, not bc of the robots, but the unrealistic snarky nonsense to try and make minorities look strong and relevant...the key scientist is a super smart black woman that outsmarts everyone. I guess since every movie company is going this direction, it makes you wonder if this part of the panderverse. Villains are solid and Optimus has character growth-this is good. Would be better if it linked into main characters army history and failing to save people in his squad and allies in war, and that would tie into the events of the movie for a second chance.","June 9, 2023 (United States)"
5.0,"Jun 8, 2023","It's honestly been 6 years since I last watched Transformers back in 2017. This film makes me feel nostalgic as a fan. Starting from the sound of Optimus Prime's soundtrack when fighting with the Unicorn troops to the Bumblebee character who jumps from a plane with action that makes goosebumps and background music that fits it.

Why You Should All Watch And Not Watch This Movie?

It's simple, the fighting scenes between robots in this film are numerous and with lots of explosions. But it's a shame that the storyline of this film feels very fast and mundane like other Transformers storylines. I highly recommend watching this film in IMAX because you get to see big robots on a big screen with big sound. Sadly, Some of the jokes are also cringy and inappropriate for the audience.

New Characters?

Yep, they're all great and interesting like Maximals, Terrorcons, and so on, starting from the CGI to the way the characters are conveyed.

The Meaning Of This Movie?

NEVER GIVE UP AND ALWAYS BE UNITED.","June 9, 2023 (United States)"
8.0,"Jun 10, 2023","This is a typical, is not classic transformers movie, which rides on the wave of movies set in the not-so-long-ago past. While it's nothing special, I went on discounted Tuesdays at the theatres and had a lot of fun.

The story is not that different from your average blockbuster action film, any emotions are very surface level, and any twists and turns are entirely too predicable. But I don't go see a Transformers movie hoping it answers life's biggest questions, I go to see the good robots kick the bad robots ass in front of a backdrop of explosions. And that's what I got.

There are definitely a few plot holes here and there, and a few more ""how convenient"" moments that makes you want to shout at the screenwriters from your seat.","June 9, 2023 (United States)"
6.0,"Jun 14, 2023","If it stresses you out to refill your soda and popcorn during a good movie, no worries here. Unless it is the first fifteen minutes or the last fifteen minutes, you are not going to miss anything. This director has no track record and had no business directing this film. You do not hand the reins over to a nobody on the 7th film in a series. Terrible job little bro. Anthony Ramos and Dean Scott Vasquez did a stupendous job. Who the hell cast Dominique Fishback??? Is she some 1990's afternoon Disney castoff. She couldn't pull off an episode of Zach and Cody, let alone a triple A summer release. It was painful to watch her acting. There are no big actors in the film at all except a short stint with Luna Lauren Velez as the mother figure. It's obvious paramount pictures did not even care about the release of this film and it was handed off to a bunch of castoffs. And the so called humor fell from a cliff flat on it's face. I didn't hear a single chuckle in a packed theater during a 2 hour film. This is not a box office smash...go watch the Spiderverse and get your money's worth!","June 9, 2023 (United States)"
1.0,"Jun 8, 2023","Transformers: Rise Of The Beasts is a captivating film that blends comedy, action, adventure and drama. As a young film watcher, I was thoroughly impressed by the movie's ability to keep me entertained. One of the standout performances in the film is Mirage (Pete Davidson), who brings a delightful touch of comedy and showcases a genuine heart for humans.

The idea of the story revolves around the Maximals joining forces with Noah, (Anthony Ramos) and the Autobots as they work together to defeat the menacing Scourge (Peter Dinklage) and the Terrorcons in a battle that could potentially be the fate of the world.

Although the film takes a bit of time to build up in certain parts, it ultimately contributes to the overall experience. The camera work is flawless, providing a fresh and new perspective for viewers. Anthony Ramos delivers an outstanding performance as Noah Diaz, effectively portraying a range of emotions and going above and beyond to embody the character. Peter Cullen, the voice of the heroic Autobot Optimus Prime, presents a new side of Prime that we have never seen before, adding depth to the character. Peter Dinklage takes on the role of the perfect villain Scourge, adding a scary, creepy and dark twist to the story-a crucial element that superhero movies often need.

The message of ""never quit and keep getting back on your feet"" resonates strongly throughout the narrative. It's important to note that the film contains a significant amount of profanity.

I give Transformers: Rise Of The Beasts a solid rating of 4 out of 5 stars and recommend it for ages 12 to 18, as well as adults who appreciate the Transformers franchise. Transformers: Rise Of The Beasts rolls into theaters June 9, 2023. By David E., KIDS FIRST!","June 9, 2023 (United States)"
6.0,"Jun 9, 2023","Optimus Primal (Ron Perlman): ""Of all the threats you've faced from your past and future, you've never faced anything like this.""

Summer has finally come in! After being disappointed in character-stuffed The Flash, I was delighted to see Transformers: The Rise of the Beasts, a light-hearted super-heroes' adventure based on Hasboro toys, that serves up delicious wit and ingenious robots into cars or the other way around-I can't figure that out. What you can figure out is exactly what is happening to whom, not always a characteristic of the Michael bay mix ups.

As in most of these adventures, good and bad are trying to get some magical object, here a Transwarp Key, there The Arc of the Covenant, etc. Because these talismen don't amount to a hill of beans next to the actual survival of the galaxy,

What sets this sequel, or prequel if you will, right is its willingness to have fun and make fun of the struggle to survive, for both bots and humans. While few entries in this franchise can equal Travis Knight's 2018 Bumblebee success, when director Steven Caple Jr casts Pete Davidson as a swashbuckling, smart-mouthed sports car to buddy up with lead Anthony Ramos as Noah, he establishes his difference from the stern Michael Bay.

The attitude of lightheartedness with dogged determination to survive made all the difference for my enjoyment.","June 9, 2023 (United States)"
7.0,"Jul 12, 2023","I get it, this was more about the machines than anything else and for certain things you have to have the actors in there but come on, these were terrible, the kind of terrible you would find in a straight to tv movie. I'd like to know if the casting of non A- list actors was so it didn't overpower the machines or if it was just diversity casting? There had to be better for the role than this, surely! Crappy one liners, lack of chemistry, the list goes on. If these two were all that was out there then movies are screwed for the foreseeable future. The stoyline gets the six in the score, the minus four is for the actors and casting choice. Do better, a big franchise and a fan base deserve better.","June 9, 2023 (United States)"
7.0,"Jul 24, 2023","What dragged this movie down was the human part. If there were no human and only had transformers as main characters this would have been much, much better movie. The opening scene is great all around from the action to building the story, its the best scene in the movie. I guess my biggest problem with the human part is that it was unbelievable. When they were out running and out fighting even a small transformer, I was constantly shaking my head and rolling my eyes. Part way thru the movie I just wanted the humans to die so it would just be only a transformers movie. This one just like the rest of the franchise need to eliminate human main characters and just have them for background/secondary characters.","June 9, 2023 (United States)"
7.0,"Dec 1, 2023","When will you stop making these movies?! Films with the stupidest script and history of cinema, a 7-year-old child would have written the plot more meaningfully. I will definitely never buy Optimus Prime for a child, there is no one who did not beat him, the biggest weakling who is directly responsible for the suffering of his friends.

With movies like this, you simplify the childhood of many people, one of them is me, who grew up enjoying watching Transformers, bought figurines, played games and couldn't wait for the movie to come out one day. Already with the first movie, you managed to make me hate the whole Transformers world. I watch movies just to laugh in disbelief at the kind of comedy you make. Stop milking the cow and let the Transformers rest in peace.

And of course, white people are bad... 😏","June 9, 2023 (United States)"
7.0,"Jun 13, 2023","I was incredibly hyped and excited when the 'Transformers: Rise of the Beasts' trailer came out. Despite the trailer not impressing me much, I held onto hope that the movie would do better. Sadly, my hopes were somewhat in vain, as the overall quality of the production fell short of the franchise's standard. At first glance, even the design of the Transformers, especially Optimus Prime, didn't seem as attractive and intricate as in the last movie ('The Last Knight'). It felt like imagining a metal box walking on two legs. The Teracons deserved a better introduction and makeover. Remember how cool and innovative Galvatron was in 'Age of Extinction'? I missed that kind of creativity.

Now, let's talk about the actors. I don't blame them, as I'm sure they did their best. However, I couldn't feel the energy, and in some scenes, they seemed rather lethargic. Perhaps bringing in an experienced actor from the past movies, like Mark Wahlberg, could have injected more action and adventure into the film. On the bright side, I personally liked the kid and his acting.

Moving on, I couldn't help but laugh at Noah's iron suit design. We've all seen 'Iron Man,' so you know what I mean. Overall, the plot felt like a fairy tale, too simplistic for a Transformers movie. The abundance of Yo Yo's and dialogue like ""Did someone ask for backup?"" felt reminiscent of kids' cartoons.

In conclusion, I wasn't entirely satisfied with this movie, and it didn't meet my expectations for a Transformers film. Michael Bay needs to carefully consider where this franchise is heading and ensure strict attention to production quality. As a Transformers fan, I'd rate this an uneasy 6/10, but I'm still hopeful that the next Transformers movie will rock the theaters. Unfortunately, it seemed like this movie was more focused on promoting equality among Americans rather than fully entertaining the Transformers fandom. Nevertheless, I'd like to thank everyone involved in the production and hope to see a better movie next time.","June 9, 2023 (United States)"
5.0,"Jun 10, 2023","'Yo, Brooklyn!"" Yes, because your neighborhood is the poignant rallying cry when fighting trans galactic robots. Just stupid and cliche, to the point they couldn't avoid mentioning a certain ""secret government organization, strictly off the books."" A character ""dies"" and could be brought back with an infusion of ""energon""; this happens inexplicably during a crisis later in the film and we need the exposition of a minor character who almost salivate while exclaiming ""Energon"" as some pulse wraps around the planet. Really bad all the way through. A kid's movie doesn't need to be idiotic to be entertaining.","June 9, 2023 (United States)"
8.0,"Jun 13, 2023","This movie really is for the fans and has a great sequel to bumblebee. And I hope that everyone watching well enjoy this movie. It is a great real feel. For all ages to watch. If you're going to see a movie this weekend this is the movie for you transformers are back and they are ready to transform and roll out everyone watching this movie she give it a 10 out of 10 for a Transformers movie that's what it is. It's a great action packed fun adventure and just the start of what's to come. I hope everyone this weekend will go see it and give it a great and wonderful rating, and it will bring joy to everyone who watches it.","June 9, 2023 (United States)"
7.0,"Jun 9, 2023","I'm a loyal G1 fan. I understand that this isn't the same as generation 1 but I can't help but try to make the connections. Especially after Bumble Bee, te prequel to this movie, made some many references to g1. The movie fails to hit the target or it lands on another target when trying for g1. The personality of Mirage, feels more like it oughta be Jazz. Plus, they make Mirage's vehicle look more like Jazz's vehicle. Another thing, Wheeljack looked like G1 Wheeljack. Now they completely changed his face to something else. I could keep going it but I think I need to talk about the plot.

The plot is self is meh. They use too many cheesy and overly used movie tropes.","June 9, 2023 (United States)"
1.0,"Jun 9, 2023","I can't really call myself much of a fan of the live-action installments of the ""Transformer"" movies. I have seen then, sure, and found them to do what a movie is supposed to do; entertain. But I am by no means a fan of them. And thus, I also eventually found the time to sit down and watch the 2023 installment to the franchise, titled ""Transformers: Rise of the Beasts"".

And I sat down to watch ""Transformers: Rise of the Beasts"" without any expectations. And turns out that director Steven Caple Jr. Delivered a movie very much akin of the numerous previous live-action ""Transformers"" movies that had come before it. But hey, if you enjoyed those movies, then you will definitely also enjoy ""Transformers: Rise of the Beasts"", and that has to count for something.

The storyline in ""Transformers: Rise of the Beasts"" was pretty simplistic and straight forward, but I sort of was left with a sensation of 'was that really it?' once the movie ended. It wasn't as if there was brought anything overly new or impressive to the franchise with this particular movie. Sure, you have the Maximals and a world-eating entity of sorts. But that was about it.

Sure, the visuals in ""Transformers: Rise of the Beasts"" are great, as they have been throughout all the live-action movies. And for me, personally, then it is the special effects that keep the franchise afloat, because the storylines are monotonous, repetitive and bland. And in this 2023, you can lean yourself back in the seat and be bedazzled by the impressive CGI.

The voice acting for the robots is good, and it certainly was nice that they added Michelle Yeoh to the voice acting roster for the ""Transformers"" franchise.

""Transformers: Rise of the Beasts"" certainly is a movie for the fans of the live-action franchise, for better or worse. Personally, I prefer the 1980s cartoons, and have done so since the very first of the live-action movies saw the light of day. Though, in all fairness, I did find ""Transformers: Rise of the Beasts"" to be entertaining for what it was; spectacular CGI and a good amount of giant robots fighting.

My rating of ""Transformers: Rise of the Beasts"" lands on a six out of ten stars.","June 9, 2023 (United States)"
6.0,"Feb 20, 2024","Overall I laughed and had an enjoyable time, no I don't think the movie was amazing but it was a decent watch.

I think Transformers has been extremely hit or miss since the first one and this one is okay.

The story is about Noah Diaz as he must find a key to help the autobots get home, meanwhile a planet sized transformer called Omnicron is out to destroy all worlds as they feed him.

The movie has some decent action scenes, Noah and Elena are good in this their chemistry is enjoyable and Pete Davison as Merage is an amazing casting choice, he is the comedic relief which is non stop, it can get a bit much at times but there are some funny one liners and his relationship with the humans is best. I also like how Optimus doesn't love or trust the humans at first he must develop that.

I feel for the serious tone they went for was undermined a bit at times with all the jokes, the new design is good, I do prefer the bay look to most transformers but I prefer this bee.

The CGI is okay overall, some not good moments which take me out of the movie. The score was good, one thing that bothers me is that their blasters chose when they inflict damage as sometimes they do nothing while others is it's a devastating blow.

It is a family movie and I can't take that away, I did enjoy all action scenes, the finale was good, would have preferred a better location not just a dull grey rock hahaha

Not the worst in the series but not the best, 6.5/10.","June 9, 2023 (United States)"
6.0,"Jun 25, 2023","It's just a bad movie. So many moments where you say to yourself ""really?"" Almost to the point it's laughable. The writing sucked. The actors tried way too hard to be cool. Jokes blew. And even the auto bots went from being real cool, wise, and tough to being unserious, way too talkative, and not funny. The nuances in the story also did not come together at all. Just a high budget movie that was written and directed by people who simply aren't great at it.

It's just like a lot of new movies these days. It doesn't feel like a big movie that has a well connected story with at least solid writing and directing. It feels small, cheesy and like it was directed by a 7th grader.","June 9, 2023 (United States)"
